name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key
Worth It (feat. Kid Ink),Fifth Harmony,41Fflg7qHiVOD6dEPvsCzO,0.884,0.765,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,224573,4,12,0.0,,75,2015-01-30,0,76,14118124,2,"['1l8Fu6IkuTP0U5QetQJ5Xt', '6KZDXtSj0SzGOV705nNeh3']",8
I'm In Love With a Monster,Fifth Harmony,0hO71r8vbnrXSaXVrR9ptF,0.666,0.812,-4.07,0,0.0647,0.0597,0.0,0.0603,0.868,145.059,211932,4,11,0.0,,66,2015-08-14,0,76,11572560,1,['1l8Fu6IkuTP0U5QetQJ5Xt'],6
All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,7nD9nN3jord9wWcfW3Gkcm,0.689,0.791,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,210573,4,10,0.0,,65,2016-05-27,0,77,15485620,2,"['1l8Fu6IkuTP0U5QetQJ5Xt', '6PXS4YHDkKvl1wkIl4V8DL']",0
Talking to the Moon,Bruno Mars,161DnLWsx1i3u1JT05lzqU,0.523,0.606,-4.754,0,0.0301,0.512,0.0,0.106,0.065,145.837,217866,4,11,0.0,,76,2010-10-05,0,90,27342111,1,['0du5cEVh5yTK9QJze8zA0C'],1
Count on Me,Bruno Mars,7l1qvxWjxcKpB9PCtBuTbU,0.577,0.397,-5.98,1,0.028,0.84,0.0,0.0772,0.509,89.044,197373,4,9,0.0,,73,2010-10-05,0,90,27342111,1,['0du5cEVh5yTK9QJze8zA0C'],0
It Will Rain,Various Artists,0RUGuh2uSNFJpGMSsD1F5C,0.576,0.835,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,257720,4,11,0.0,,67,2011-11-04,0,90,27342111,1,['0du5cEVh5yTK9QJze8zA0C'],2
Chunky,Bruno Mars,0mBKv9DkYfQHjdMcw2jdyI,0.571,0.539,-4.446,0,0.116,0.0208,0.0,0.125,0.727,202.103,186973,4,7,0.0,,69,2016-11-17,0,90,27342111,1,['0du5cEVh5yTK9QJze8zA0C'],5
Finesse,Bruno Mars,5XMkENs3GfeRza8MfVAhjK,0.741,0.798,-5.342,0,0.0718,0.00781,0.0,0.0232,0.939,104.953,191000,4,10,0.0,,67,2016-11-17,0,90,27342111,1,['0du5cEVh5yTK9QJze8zA0C'],5
Perm,Bruno Mars,1I6pKIyaBp4OebTGLJpCCC,0.853,0.871,-3.715,1,0.0851,0.0145,6.84e-05,0.198,0.863,124.021,210053,4,10,0.0,,66,2016-11-17,0,90,27342111,1,['0du5cEVh5yTK9QJze8zA0C'],8
Liquor Store Blues (feat. Damian Marley),Bruno Mars,4KykoaJQ5UxjCpp3lYkvTE,0.691,0.824,-3.925,0,0.0731,0.11,0.0,0.353,0.685,75.516,229373,4,10,0.0,,61,2010-10-05,0,90,28474130,2,"['0du5cEVh5yTK9QJze8zA0C', '3QJzdZJYIAcoET1GcfpNGi']",1
Straight up & Down,Bruno Mars,2mrZYZGmPFV3QOyYPZ1zsn,0.552,0.733,-6.898,0,0.0933,0.0209,0.0,0.0858,0.643,143.56,198186,4,8,0.0,,64,2016-11-17,0,90,27342111,1,['0du5cEVh5yTK9QJze8zA0C'],3
Too Good to Say Goodbye,Bruno Mars,0B0tYbVp7pDQAqKDhgMeaL,0.587,0.63,-6.054,1,0.0311,0.0389,0.0,0.35,0.433,76.97,281826,4,10,0.0,,65,2016-11-17,0,90,27342111,1,['0du5cEVh5yTK9QJze8zA0C'],2
Calling All My Lovelies,Bruno Mars,6ObpR8ek44tvWefQRcSo8K,0.662,0.705,-6.56,0,0.0399,0.0392,2.38e-06,0.105,0.865,159.996,250080,4,10,0.0,,63,2016-11-17,0,90,27342111,1,['0du5cEVh5yTK9QJze8zA0C'],1
If I Knew,Bruno Mars,7lXOqE38eCr979gp27O5wr,0.522,0.413,-5.86,1,0.0316,0.722,0.0,0.0854,0.49,175.972,132640,3,8,0.0,,63,2012-12-07,0,90,27342111,1,['0du5cEVh5yTK9QJze8zA0C'],3
Natalie,Bruno Mars,0inMKhbKWOTDA9UBUAKoU6,0.76,0.733,-6.704,1,0.0504,0.15,0.0,0.0647,0.611,111.975,225026,4,8,0.0,,58,2012-12-07,0,90,27342111,1,['0du5cEVh5yTK9QJze8zA0C'],7
Versace on the Floor (Bruno Mars vs. David Guetta),Bruno Mars,5UJshy5HDHdNEVqlJwzsQB,0.747,0.701,-4.902,1,0.0429,0.108,0.0,0.0712,0.589,100.012,228300,4,10,0.0,,62,2017-06-27,0,90,48997144,2,"['0du5cEVh5yTK9QJze8zA0C', '1Cs0zKBU1kc0i8ypK3B9ai']",2
Drops of Jupiter (Tell Me),Train,2hKdd3qO7cWr2Jo0Bcs0MA,0.468,0.64,-5.862,1,0.0275,0.154,0.0,0.154,0.499,79.297,259933,4,10,0.0,,78,2001-03-27,0,78,3468719,1,['3FUY2gzHeIiaesXtOAdB7A'],0
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,2YlZnw2ikdb837oKMKjBkW,0.63,0.53,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,225053,3,9,0.0,,79,2015-01-09,0,84,14959426,2,"['6JL8zeS1NmiOftqZTRgdTz', '5y2Xq6xcjJb2jVM54GHK3t']",0
Better When I'm Dancin',Meghan Trainor,5k5fWendNngd89O8JKoE8L,0.756,0.789,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,176266,4,9,0.0,,75,2015-10-14,0,81,9675542,1,['6JL8zeS1NmiOftqZTRgdTz'],2
Dear Future Husband,Meghan Trainor,3cU2wBxuV6nFiuf6PJZNlC,0.655,0.782,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427,184226,4,5,0.0,,72,2015-01-09,0,81,9675542,1,['6JL8zeS1NmiOftqZTRgdTz'],1
Me Too,Meghan Trainor,3KwwE4sgCzMaKWq6QBebmX,0.934,0.694,-5.849,0,0.101,0.0962,1.2e-06,0.478,0.835,123.829,181240,4,11,0.0,,72,2017-05-12,0,81,9675542,1,['6JL8zeS1NmiOftqZTRgdTz'],11
Lips Are Movin,Meghan Trainor,6gj08XDlv9Duc2fPOxUmVD,0.775,0.825,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,182666,4,7,0.0,,70,2015-01-09,0,81,9675542,1,['6JL8zeS1NmiOftqZTRgdTz'],7
All About That Bass,Meghan Trainor,5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920,4,10,0.0,,72,2015-01-09,0,81,9675542,1,['6JL8zeS1NmiOftqZTRgdTz'],9
NO,Meghan Trainor,0l0CvurVUrr2w3Jj1hOVFc,0.557,0.801,-3.602,0,0.218,0.0125,1.66e-06,0.737,0.654,92.135,213506,4,9,0.0,,71,2017-05-12,0,81,9675542,1,['6JL8zeS1NmiOftqZTRgdTz'],1
No Excuses,Meghan Trainor,7fCNUWi6uflDTQ08srxMZk,0.827,0.658,-3.846,1,0.0517,0.0224,0.0,0.0417,0.523,115.016,152862,4,9,0.0,,64,2018-03-01,0,81,9675542,1,['6JL8zeS1NmiOftqZTRgdTz'],6
"Holidays (feat. Earth, Wind & Fire)",Meghan Trainor,0Yeh2VJCsxSgbftSGTiUbN,0.7,0.884,-3.988,0,0.177,0.00841,0.0,0.101,0.852,131.977,165333,4,8,0.0,,49,2020-10-30,0,81,12285527,2,"['6JL8zeS1NmiOftqZTRgdTz', '4QQgXkCYTt3BlENzhyNETg']",2
Nice to Meet Ya (feat. Nicki Minaj),Meghan Trainor,5HqRQwSAPAgJBQ3bhtpUTg,0.753,0.561,-6.279,1,0.333,0.0111,0.0266,0.126,0.539,192.037,197003,4,10,0.0,,64,2020-01-31,0,92,28818532,2,"['6JL8zeS1NmiOftqZTRgdTz', '0hCNtLu0JehylgoiP8L4Gh']",1
You Want It Darker,Leonard Cohen,5zb7npjQqoJ7Kcpq4yD9qn,0.674,0.327,-16.986,0,0.0574,0.613,0.199,0.0756,0.494,108.995,284373,4,16,0.0,,62,2016-10-21,0,72,2090288,1,['5l8VQNuIg0turYE1VtM9zV'],4
The Space Program,A Tribe Called Quest,203xmWRHAyqwW6AkGkhhVM,0.612,0.705,-5.898,1,0.352,0.427,0.0,0.658,0.533,101.876,341040,4,14,0.0,,50,2016-11-11,0,72,1315907,1,['09hVIj6vWgoCDtT03h8ZCa'],1
Arms Around Me,Starley,1QkaME1J8C8Pau6DHwkrIO,0.702,0.684,-5.669,1,0.035,0.101,0.0,0.0646,0.625,114.068,181363,4,9,0.0,,58,2020-03-13,0,64,111840,1,['02A3cEvlLLCbIMVDrK2GHV'],10
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,5de7ci7TFqbQ1PFgKAD7MR,0.703,0.661,-3.885,1,0.0539,0.0517,0.0,0.34,0.495,149.906,249240,4,9,0.0,,68,2017-03-30,0,88,14267379,3,"['21WS9wngs9AqFckK7yYJPM', '46SHBwWsqBkxI7EeeBEQG7', '31W5EY0aAly4Qieq6OFu6I']",6
"Wine, Beer, Whiskey",Little Big Town,5avVDmK9FVJpd3MDO8I3Zl,0.727,0.914,-5.85,1,0.0743,0.617,0.0,0.596,0.784,106.021,196160,4,8,0.0,,69,2020-01-17,0,70,1933218,1,['3CygdxquGHurS7f9LjNLkv'],7
Boondocks,Little Big Town,3duP6mBVDsHM8ioN7o7dAK,0.41,0.78,-5.391,1,0.0332,0.211,0.0,0.48,0.695,88.016,272346,4,6,0.0,,67,2005-01-01,0,70,1933218,1,['3CygdxquGHurS7f9LjNLkv'],9
Next To You,Little Big Town,4drTFbY9KJIvllrqVcJvLi,0.53,0.394,-8.152,1,0.0276,0.756,1.48e-05,0.099,0.194,135.981,246813,4,11,0.0,,65,2020-01-17,0,70,1933218,1,['3CygdxquGHurS7f9LjNLkv'],8
When Someone Stops Loving You,Little Big Town,7A55QoGK0vf8lGNtaWZm45,0.482,0.707,-3.127,1,0.0347,0.263,0.0,0.115,0.238,125.294,228373,3,9,0.0,,55,2017-02-24,0,70,1933218,1,['3CygdxquGHurS7f9LjNLkv'],2
"Wine, Beer, Whiskey - Radio Edit",Little Big Town,2q4ooWQ4KvVhN2oX44m2D4,0.743,0.926,-5.572,1,0.0591,0.62,0.0,0.914,0.888,105.978,184266,4,6,0.0,,49,2020-05-29,0,70,1933218,1,['3CygdxquGHurS7f9LjNLkv'],7
Summer Fever,Little Big Town,2fCapAlFJYfXn82dttdzkc,0.684,0.764,-4.734,0,0.0348,0.0272,0.0,0.135,0.905,104.955,185990,4,8,0.0,,48,2018-06-06,0,70,1933218,1,['3CygdxquGHurS7f9LjNLkv'],6
The Daughters,Little Big Town,0uAX8XlxJsCRusTVlmUyEa,0.487,0.458,-6.421,1,0.0304,0.669,6.46e-06,0.123,0.157,79.891,212760,4,10,0.0,,46,2020-01-17,0,70,1933218,1,['3CygdxquGHurS7f9LjNLkv'],7
Life In A Northern Town - Live,Sugarland,0TwCdMeFjEltHiNjtii8Jk,0.548,0.653,-6.055,1,0.0386,0.392,1.33e-05,0.973,0.214,117.856,254346,4,13,0.0,,43,2008-01-01,0,70,4717039,3,"['3CygdxquGHurS7f9LjNLkv', '0hYxQe3AK5jBPCr5MumLHD', '1n2pb9Tsfe4SwAjmUac6YT']",0
Amazing Grace (My Chains Are Gone),Pentatonix,3WXoCRyiCzNnBIMxAZuRYy,0.216,0.428,-7.742,1,0.0362,0.0432,0.0,0.102,0.168,128.298,265400,4,14,0.0,,54,2020-11-06,0,77,2787927,1,['26AHtbjWKiwYzsoGoUZq53'],4
Can't Sleep Love,Pentatonix,1klGbW5a9qTBFUjFfddbmU,0.73,0.433,-7.05,1,0.0455,0.0849,0.0,0.169,0.572,94.596,173053,4,7,0.0,,62,2015-10-16,0,77,2787927,1,['26AHtbjWKiwYzsoGoUZq53'],2
The Sound of Silence,Pentatonix,0ZFeVCKCMCXUQ1TKVd2azW,0.439,0.43,-7.432,1,0.0273,0.16,0.0,0.368,0.26,90.99,212636,4,11,0.0,,64,2019-02-15,0,77,2787927,1,['26AHtbjWKiwYzsoGoUZq53'],9
Sweet Melody,Little Mix,28xX6K8LnkZve4RiuEB3iK,0.448,0.824,-4.249,0,0.057,0.0739,0.0,0.113,0.419,119.965,213693,4,10,0.0,,82,2020-10-23,0,87,8152177,1,['3e7awlrlDSwF3iM0WBjGMp'],5
Woman Like Me (feat. Nicki Minaj),Little Mix,222B3aljXx6fFwKmFjuBED,0.754,0.854,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002,229720,4,14,0.0,,75,2018-11-16,0,92,27295167,2,"['3e7awlrlDSwF3iM0WBjGMp', '0hCNtLu0JehylgoiP8L4Gh']",5
Secret Love Song (feat. Jason Derulo),Little Mix,6KHL1En9v6iNWjcs44mcmU,0.529,0.614,-5.032,1,0.0479,0.215,0.0,0.277,0.141,92.972,249810,4,12,0.0,,77,2015-11-06,0,91,16554655,2,"['3e7awlrlDSwF3iM0WBjGMp', '07YZf4WDAMNwqr4jfgOZ8y']",9
Train Wreck,James Arthur,55Am8neGJkdj2ADaM3aw5H,0.311,0.485,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,77.355,208826,4,8,0.0,,87,2016-10-28,0,88,6837613,1,['4IWBUUAFIplrNtaOHcJPRM'],6
Whiskey Lullaby (feat. Alison Krauss),Brad Paisley,4BXkf6yww23Vdju7E1fUrn,0.587,0.35,-10.954,1,0.0318,0.74,0.0,0.156,0.17,74.479,259453,4,14,0.0,,64,2010-11-02,0,71,2124424,2,"['13YmWQJFwgZrd4bf5IjMY4', '5J6L7N6B4nI1M5cwa29mQG']",2
No I in Beer,Brad Paisley,5UMjPT47GpOwkUo6e99R3s,0.498,0.901,-4.372,1,0.0459,0.00626,9.46e-06,0.337,0.809,83.999,216489,4,12,0.0,,63,2020-04-15,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],9
Remind Me (with Carrie Underwood),Brad Paisley,4ABua0yuWcpTotImEEJTaw,0.485,0.726,-4.2,1,0.0327,0.0603,1.75e-05,0.225,0.288,140.781,271906,4,11,0.0,,61,2011-05-23,0,75,6110941,2,"['13YmWQJFwgZrd4bf5IjMY4', '4xFUf1FHVy696Q1JQZMTRj']",5
I'm Gonna Miss Her,Brad Paisley,4ipZsAA3YuqCDSXiPoEGIv,0.559,0.464,-9.687,1,0.0272,0.55,0.0,0.107,0.351,98.354,194306,4,9,0.0,,59,2001-05-29,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],6
Mud On the Tires,Brad Paisley,2rQyI7A1yTvTXJ9J4qFmmN,0.448,0.824,-5.508,1,0.0478,0.294,3.81e-05,0.662,0.463,185.217,206720,4,12,0.0,,58,2010-11-02,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],2
When I Get Where I'm Going,Brad Paisley,3VLCtStwYsAL4LKZgeUvy3,0.52,0.379,-9.906,1,0.0279,0.619,1.85e-06,0.108,0.208,85.934,247053,4,11,0.0,,57,2005-08-16,0,77,3121034,2,"['13YmWQJFwgZrd4bf5IjMY4', '32vWCbZh0xZ4o9gkz4PsEU']",0
Old Alabama (feat. Alabama),Brad Paisley,3OMpIoONQH8rSscaZLozFQ,0.378,0.903,-4.538,1,0.0533,0.103,0.000285,0.134,0.457,115.616,301800,4,8,0.0,,55,2011-05-23,0,71,2644549,2,"['13YmWQJFwgZrd4bf5IjMY4', '6rJqqRce0Kvo2dJUXoHleC']",7
My Miracle,Brad Paisley,3yNuWBImT0geeISSCMbE3p,0.573,0.656,-5.564,1,0.0274,0.496,3.41e-05,0.0991,0.547,140.036,250429,4,10,0.0,,56,2019-03-11,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],4
We Danced,Brad Paisley,4HHtqzri9jrmAGFyucxkLG,0.596,0.465,-8.511,1,0.0253,0.385,0.0,0.106,0.141,73.013,225680,4,8,0.0,,53,2010-11-02,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],9
Last Time for Everything,Brad Paisley,3EWQsarNCItwHn9hE2MHTn,0.482,0.739,-5.476,1,0.0342,0.422,1.87e-05,0.468,0.613,155.932,230831,4,12,0.0,,54,2017-04-21,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],7
I'm Still a Guy,Brad Paisley,10K3cLNxSH5XLs9X951hLR,0.494,0.599,-6.836,1,0.0316,0.104,0.0,0.0882,0.457,163.729,248786,3,13,0.0,,50,2010-11-02,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],2
When I Get Where I'm Going (feat. Dolly Parton) (feat. Dolly Parton),Brad Paisley,6eEih3sYE69plp2fCKZInS,0.497,0.462,-6.705,1,0.0269,0.443,0.0,0.111,0.21,85.973,246546,4,10,0.0,,48,2010-11-02,0,77,3121034,2,"['13YmWQJFwgZrd4bf5IjMY4', '32vWCbZh0xZ4o9gkz4PsEU']",0
He Didn't Have to Be,Brad Paisley,1LONTBZZRxDVx4wEvdcCLd,0.476,0.443,-7.563,1,0.0282,0.105,7.97e-06,0.123,0.165,72.888,282226,4,12,0.0,,47,2010-11-02,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],9
Behind the Clouds,Various Artists,6P7PgRkTCUAt2n4Lzv5pLN,0.728,0.464,-10.34,1,0.0275,0.466,9.66e-05,0.153,0.646,126.807,248960,4,10,0.0,,47,2006-01-01,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],4
Find Yourself,Various Artists,3OCS075lQnGG3gOUI0bava,0.696,0.39,-11.192,1,0.0272,0.598,0.0,0.106,0.274,111.706,250333,4,15,0.0,,47,2006-01-01,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],4
Without a Fight (feat. Demi Lovato),Brad Paisley,7DYswEnZFL6SKaNLTxBf5b,0.583,0.862,-5.804,1,0.0337,0.00492,0.0,0.12,0.671,112.953,234587,4,11,0.0,,46,2016-05-13,0,87,20230666,2,"['13YmWQJFwgZrd4bf5IjMY4', '6S2OmqARrzebs0tKUEyXyp']",0
You'll Never Leave Harlan Alive,Brad Paisley,1jXwAcva0xhC09Vc1hf4pF,0.544,0.301,-11.091,0,0.0352,0.468,0.0,0.127,0.226,73.322,304400,4,14,0.0,,44,2001-05-29,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],2
Wrapped Around,Brad Paisley,20dc1jFEG3azMMyvpHj8La,0.616,0.758,-8.43,1,0.0434,0.093,0.0,0.132,0.447,141.495,202933,3,6,0.0,,43,2001-05-29,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],9
Bucked Off,Brad Paisley,701uTq17mUIhfEQZVvY0B8,0.569,0.878,-5.234,1,0.0385,0.00774,0.0,0.368,0.527,116.983,253218,4,11,0.0,,45,2018-11-13,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],4
Me and Jesus (Extra Special Bonus Track),Brad Paisley,6a0zu7tOqPUHQfoP7YJ9nS,0.485,0.282,-8.949,1,0.0298,0.432,0.0,0.11,0.406,139.136,201706,4,6,0.0,,43,2014-08-25,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],7
New Again,Sara Evans,4DdpcV7DGgwegRPBaK3Yk9,0.516,0.411,-8.606,1,0.0301,0.676,1.76e-05,0.0978,0.122,129.769,382400,4,15,0.0,,42,2009-11-03,0,71,2693516,2,"['13YmWQJFwgZrd4bf5IjMY4', '7qvsLYsYP0MHD7jkdv6DAG']",2
Winter Wonderland,Brad Paisley,4jbXHzjsepzaqixmuEz8r9,0.692,0.679,-7.872,1,0.0276,0.453,9.37e-05,0.402,0.613,122.646,210040,4,12,0.0,,40,2006-10-10,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],0
Then (Piano Mix),Brad Paisley,6uv0GnArZDs61ivyZQL7kS,0.544,0.34,-8.95,1,0.0291,0.862,3.57e-06,0.0957,0.257,144.812,260493,4,11,0.0,,41,2010-11-02,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],0
Start a Band,Brad Paisley,0GneFCOVzvi6ok0oRC7Kfu,0.603,0.849,-6.527,1,0.0647,0.0782,0.000505,0.0986,0.667,122.557,324586,4,14,0.0,,41,2008-11-04,0,78,5829423,2,"['13YmWQJFwgZrd4bf5IjMY4', '0u2FHSq3ln94y5Q57xazwf']",5
Mr. Policeman,Brad Paisley,4OwX9UzKpmPeSp17QxLUSz,0.519,0.933,-4.734,1,0.0444,0.0656,0.00134,0.473,0.896,141.669,255613,4,13,0.0,,41,2007,0,71,1890181,1,['13YmWQJFwgZrd4bf5IjMY4'],7
PPAP (Pen-Pineapple-Apple-Pen) - Long Version,PIKOTARO,1Xq1fe5v8YF1wI7oXuCAAH,0.899,0.529,-5.512,1,0.0643,0.0438,0.316,0.0756,0.49,136.05,124852,4,7,0.0,,39,2016-10-28,0,40,12709,1,['37GBT1Lhfc2sgq4jZIt6n2'],1
Stupid Deep,Jon Bellion,7cK7hDrE7vAesPf8xd5zmb,0.362,0.377,-9.713,1,0.0339,0.732,0.000631,0.127,0.294,137.891,178176,4,8,0.0,,65,2018-11-09,0,76,1139856,1,['50JJSqHUf2RQ9xsHs0KMHg'],2
Apologize,OneRepublic,1NrJYpdAi7uosDRPmSYrsG,0.593,0.74,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208106,4,7,0.0,,70,2007-01-01,0,86,10895926,1,['5Pwc4xIPtQLFEnJriah9YJ'],8
Rescue Me,OneRepublic,0mjAU3yKR1QnXnHtjGJqTM,0.759,0.605,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,158899,4,8,0.0,,79,2019-05-17,0,86,10895926,1,['5Pwc4xIPtQLFEnJriah9YJ'],7
Better Days,OneRepublic,2K0r5GD5zYlEMx2M7ZMcqG,0.626,0.726,-5.015,1,0.0376,0.235,0.0,0.304,0.257,89.132,144530,4,6,0.0,,77,2020-03-25,0,86,10895926,1,['5Pwc4xIPtQLFEnJriah9YJ'],5
Wild Life,OneRepublic,6oaQuXiRKqQq9ITJBV1XmC,0.498,0.764,-8.096,1,0.0382,0.0118,0.0104,0.156,0.0557,115.975,267117,4,12,0.0,,71,2020-09-25,0,86,10895926,1,['5Pwc4xIPtQLFEnJriah9YJ'],2
Connection,OneRepublic,3T4UodGkfZObJ43RtA5KFU,0.611,0.602,-4.89,1,0.0437,0.000837,0.0,0.112,0.624,168.154,148459,4,7,0.0,,66,2018-06-26,0,86,10895926,1,['5Pwc4xIPtQLFEnJriah9YJ'],5
Didn't I,OneRepublic,6ikDZX0oc8EKGj2vdMAEDv,0.606,0.613,-6.758,1,0.0306,0.0182,0.0,0.125,0.258,123.943,207616,4,9,0.0,,73,2020-03-13,0,86,10895926,1,['5Pwc4xIPtQLFEnJriah9YJ'],4
Somebody To Love,OneRepublic,0yc37FvbXRwwFaQxzpxbsd,0.401,0.503,-8.084,1,0.0437,0.0158,0.0,0.134,0.236,118.491,181408,4,6,0.0,,67,2019-09-04,0,86,10895926,1,['5Pwc4xIPtQLFEnJriah9YJ'],2
Wanted,OneRepublic,6hLkeOMrhZ2CMLBp2of576,0.668,0.534,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,136247,4,9,0.0,,67,2019-09-06,0,86,10895926,1,['5Pwc4xIPtQLFEnJriah9YJ'],1
Rich Love (with Seeb),OneRepublic,7dOeiXeTSfA1ixaYmQcWu7,0.401,0.872,-3.641,0,0.314,0.167,0.0,0.362,0.472,104.592,201256,4,10,0.0,,66,2017-07-14,0,86,11068523,2,"['5Pwc4xIPtQLFEnJriah9YJ', '5iNrZmtVMtYev5M9yoWpEq']",1
Start Again (feat. Logic),Selena Gomez,1Nj2oBISdFDSF8eDuXcALz,0.564,0.722,-5.59,0,0.124,0.162,0.0,0.0931,0.276,99.083,165626,4,8,0.0,,64,2018-05-18,0,86,15898779,2,"['5Pwc4xIPtQLFEnJriah9YJ', '4xRYI6VqpkE3UwrDrAZL8L']",1
If I Lose Myself,OneRepublic,7hIRQZhDjab4YgqkkkehV9,0.482,0.713,-6.017,1,0.0487,0.0969,0.0,0.111,0.263,140.069,241640,4,14,0.0,,55,2014-01-01,0,86,10895926,1,['5Pwc4xIPtQLFEnJriah9YJ'],2
Stay Flo,Solange,6GCIYIWUBSLontW6divqsw,0.823,0.558,-7.119,1,0.0278,0.397,2.03e-05,0.0821,0.674,155.974,175706,4,9,0.0,,66,2019-03-01,0,68,1227078,1,['2auiVi8sUZo17dLy1HwrTU'],9
Sofia,Clairo,7B3z0ySL9Rr0XvZEAjWZzM,0.744,0.619,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,188386,4,8,0.0,,89,2019-08-02,0,86,1769632,1,['3l0CmX0FuQjFxr8SK7Vqag'],0
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,5A3fPy30SN2wuzrahpcxvV,0.641,0.537,-5.452,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,196187,4,8,0.0,,80,2019-07-26,0,79,854669,1,['2oX42qP5ineK3hrhBECLmj'],0
I Found You,Andy Grammer,3CAqTfkRgmImhxYDjyL6S7,0.728,0.701,-6.58,1,0.0406,0.0945,2.08e-05,0.181,0.413,137.97,151733,4,7,0.0,,74,2019-07-26,0,79,854669,1,['2oX42qP5ineK3hrhBECLmj'],1
Back Home,Andy Grammer,07HeFSqsEGq4eWyerDrW1a,0.621,0.827,-7.309,1,0.0454,0.0409,0.0,0.0815,0.65,99.979,199112,4,10,0.0,,62,2014-08-05,0,79,854669,1,['2oX42qP5ineK3hrhBECLmj'],11
Best of You (with Elle King),Andy Grammer,1RcA6iOi510XKkKMK13zsf,0.653,0.623,-5.989,1,0.0938,0.0515,0.0,0.0869,0.48,175.884,185393,4,10,0.0,,65,2020-02-07,0,79,1244081,2,"['2oX42qP5ineK3hrhBECLmj', '3bhu7P5PfngueRHiB9hjcx']",9
Sinner,Andy Grammer,4yLoZbvsw3UXMgOgylYgQn,0.636,0.787,-6.584,1,0.0306,0.00319,0.0,0.163,0.351,111.983,220727,4,10,0.0,,61,2014-08-05,0,79,854669,1,['2oX42qP5ineK3hrhBECLmj'],2
Out of My League,Fitz and The Tantrums,2AYEOC02WLhUiOoaig2SEH,0.545,0.968,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386,4,8,0.0,,73,2013-05-07,0,71,625297,1,['4AcHt3JxKy59IX7JNNlZn4'],9
I Just Wanna Shine,Fitz and The Tantrums,4GZ3YCkuH0VvTluVLwUp4g,0.705,0.918,-2.77,0,0.0684,0.04,9.3e-05,0.0803,0.546,92.511,207925,4,7,0.0,,64,2019-09-20,0,71,625297,1,['4AcHt3JxKy59IX7JNNlZn4'],6
Capsize,FRENSHIP,2XMTqoHHSH0lvuXrvIEdco,0.683,0.708,-6.244,0,0.0305,0.0398,0.155,0.686,0.355,92.991,237706,4,8,0.0,,69,2016-09-02,0,65,197174,2,"['7xEFii6utZmQ61kX59HmLH', '1oKdM70mJD8VvDOTKeS8t1']",5
REEL IT IN,Aminé,5qHirGR7M9tdm6C17DlzSY,0.754,0.342,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,121346,4,6,0.0,,78,2018-08-15,0,79,1434290,1,['3Gm5F95VdRxW3mqCn8RPBJ'],10
