name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key
BedRock,Young Money,3iL2l5gUqyPS6vDwJFgJTR,0.733,0.664,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,288133,4,16,0.0,,72,2009-01-01,0,69,3309773,2,"['5OrB6Jhhrl9y2PK0pSV4VP', '1Xfmvd48oOhEWkscWyEbh9']",8
Vinyl,William Michael Morgan,5tkZ9CicFzBWBGjs1QbhSD,0.572,0.703,-6.318,1,0.0279,0.101,0.0254,0.0933,0.616,154.025,198120,4,7,0.0,,41,2016-09-30,0,46,31475,1,['03tfKFHhDoDqF73vCI3cxn'],5
disco tits,Tove Lo,1TIiWomS4i0Ikaf9EKdcLn,0.79,0.728,-6.523,1,0.0612,0.025,0.00106,0.172,0.333,110.059,223794,4,8,0.0,,64,2017-11-17,0,80,2567833,1,['4NHQUGzhtTLFvgF5SZesLK'],7
Glad He's Gone,Tove Lo,6aIAuKNU8JlVaTmoCYYN6U,0.795,0.595,-8.073,1,0.0698,0.0823,0.0,0.128,0.502,91.025,196348,4,7,0.0,,60,2019-05-31,0,80,2567833,1,['4NHQUGzhtTLFvgF5SZesLK'],1
sadder badder cooler,Tove Lo,0T5eWUavIN647AcUFXfZve,0.688,0.385,-6.878,1,0.241,0.131,4.51e-05,0.0947,0.435,148.012,171247,4,8,0.0,,58,2020-05-22,0,80,2567833,1,['4NHQUGzhtTLFvgF5SZesLK'],11
Outlet,Desiigner,6E39QsoWB7JjphPF9xCQSN,0.65,0.801,-2.178,1,0.0694,0.117,0.000231,0.347,0.356,124.123,268813,4,11,0.0,,59,2017-02-09,0,72,3060913,1,['7pFeBzX627ff0VnN6bxPR4'],8
Molly,Desiigner,6bVaBrtu7A4LkCw5achPpU,0.741,0.479,-5.899,1,0.302,0.0544,0.0,0.231,0.0971,162.02,204444,4,7,0.0,,58,2020-10-02,0,72,3060913,1,['7pFeBzX627ff0VnN6bxPR4'],1
OVER U,Jacob Sartorius,54TLeZpBFaRh4QaKGRbVEX,0.786,0.73,-2.988,1,0.0499,0.103,0.0,0.0668,0.599,145.021,160392,4,10,0.0,,51,2020-10-23,0,49,623152,1,['6czdbISBoxGckbBX8F4m8L'],9
Hit Me Back feat. Blackbear,Jacob Sartorius,3glN1vQFIxAOqyQCmmuce2,0.786,0.643,-4.715,1,0.0777,0.00836,0.0,0.0586,0.846,92.956,157459,4,7,0.0,,39,2017-06-26,0,89,4277324,2,"['6czdbISBoxGckbBX8F4m8L', '2cFrymmkijnjDg9SS92EPM']",7
I Feel So Bad,Kungs,6SqX9J8tXk7rXaspk7GWX1,0.762,0.821,-4.17,0,0.0389,0.205,0.000419,0.259,0.769,122.999,206960,4,8,0.0,,63,2016-11-04,0,69,720352,2,"['7keGfmQR4X5w0two1xKZ7d', '3iKatcdLBE1YxiAyvcow4w']",9
Walking Bee,Vee Dae,0A3gHKIjWgyp3Bo2ag4NGl,0.743,0.192,-22.255,0,0.418,0.915,0.847,0.193,0.399,85.015,70588,4,5,0.0,,53,2020-10-10,0,40,5,1,['6GDlyQIC15uFNrCqBwTeaj'],8
FourFiveSeconds,Rihanna,78TTtXnFQPzwqlbtbwqN0y,0.582,0.272,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,188238,4,9,0.0,,79,2015-01-24,0,92,55621601,3,"['5pKCCKE2ajJHZ9KAiaK11H', '5K4W6rqBFWDnAN6FQUkS6x', '4STHEaNw4mPZ2tzheohgXB']",2
Umbrella,Rihanna,49FYlytm3dAAraYgpoJZux,0.583,0.829,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275986,4,15,0.0,,81,2008-06-02,0,92,45438705,2,"['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB']",1
We Found Love,Rihanna,6qn9YLKt13AGvpq9jfO8py,0.734,0.766,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215226,4,12,0.0,,75,2011-11-18,0,92,60538159,2,"['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY']",1
Work,Rihanna,72TFWvU3wUYdUuxejTTIzt,0.725,0.534,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,4,12,0.0,,76,2016-01-28,0,100,90301008,2,"['5pKCCKE2ajJHZ9KAiaK11H', '3TVXtAsR1Inumwj472S9r4']",11
Stay,Rihanna,1dEy9Pl81QopSxNsPxXQxv,0.621,0.31,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240706,4,7,0.0,,67,2012-12-11,0,92,39847568,2,"['5pKCCKE2ajJHZ9KAiaK11H', '1buzCmyYZE4kcdLRudsb8V']",9
Stay - Album Version (Edited),Rihanna,789CxjEOtO76BVD1A9yJQH,0.621,0.31,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240706,4,7,0.0,,67,2012-01-01,0,92,39847568,2,"['5pKCCKE2ajJHZ9KAiaK11H', '1buzCmyYZE4kcdLRudsb8V']",9
S&M,Rihanna,7ySUcLPVX7KudhnmNcgY2D,0.769,0.684,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,243600,4,15,0.0,,72,2010-01-01,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],1
Don't Stop The Music,Rihanna,0ByMNEPAPpOR5H69DVrTNy,0.835,0.669,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,4,8,0.0,,77,2008-06-02,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],6
Desperado,Rihanna,4mCf3vQf7z0Yseo0RxAi3V,0.685,0.61,-5.221,0,0.0439,0.323,0.0,0.102,0.323,94.384,186466,3,9,0.0,,71,2016-01-28,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],0
Loveeeeeee Song,Rihanna,3DZQ6mzUkAdHqZWzqxBKIK,0.71,0.598,-7.598,0,0.0319,0.508,0.0,0.0971,0.501,119.981,256320,4,11,0.0,,62,2012-12-11,0,92,49165123,2,"['5pKCCKE2ajJHZ9KAiaK11H', '1RyvyyTE3xzB2ZywiAwp0i']",5
Consideration,Rihanna,6t90Z9XkdsHD8xMxro6KRP,0.883,0.584,-2.102,0,0.0465,0.0392,4.39e-06,0.0869,0.784,144.975,161066,4,6,0.0,,68,2016-01-28,0,92,43564158,2,"['5pKCCKE2ajJHZ9KAiaK11H', '7tYKF4w9nC0nq9CsPZTHyP']",7
What's My Name?,Rihanna,6DkXLzBQT7cwXmTyzAB1DJ,0.689,0.784,-2.972,1,0.074,0.182,0.0,0.0843,0.561,99.954,263173,4,13,0.0,,66,2010-01-01,0,100,90301008,2,"['5pKCCKE2ajJHZ9KAiaK11H', '3TVXtAsR1Inumwj472S9r4']",2
Same Ol’ Mistakes,Rihanna,6RtzmszGXs32TRhv5zTKNM,0.44,0.803,-5.415,1,0.0443,0.199,0.00282,0.0591,0.501,151.777,397093,4,12,0.0,,63,2016-01-28,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],8
"Yeah, I Said It",Rihanna,7eDYNlBwRMeFOZHOZ95dZ1,0.509,0.38,-7.479,1,0.158,0.547,1.21e-06,0.36,0.249,127.88,133080,4,5,0.0,,64,2016-01-28,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],7
Higher,Rihanna,1KnJwhZU3DIBe54Q4HPpIl,0.292,0.567,-4.191,1,0.0416,0.112,1.01e-06,0.119,0.392,153.199,120626,3,6,0.0,,62,2016-01-28,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],3
Hate That I Love You,Rihanna,7iu0WYLdo4yksKf3seaxzI,0.637,0.73,-5.38,0,0.0874,0.323,0.0,0.0981,0.732,93.867,218946,4,10,0.0,,71,2008-06-02,0,92,45334941,2,"['5pKCCKE2ajJHZ9KAiaK11H', '21E3waRsmPlU7jZsS13rcj']",5
Love The Way You Lie (Part II) - Pt. 2,Rihanna,4aPRuTsiG7B4owTTF8Dm3U,0.486,0.839,-4.5,1,0.158,0.327,0.0,0.048,0.398,165.948,296226,4,14,0.0,,58,2010-11-16,0,94,78782529,2,"['5pKCCKE2ajJHZ9KAiaK11H', '7dGJo4pcD2V6oG8kP0tJRR']",10
"Dancing In The Dark - From The ""Home"" Soundtrack",Various Artists,3nlVjrlLMJHC7Flf9impf9,0.795,0.75,-3.604,1,0.0526,0.177,0.0,0.0875,0.762,115.005,223040,4,10,0.0,,57,2015-03-23,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],1
Close To You,Rihanna,6D2tzc8kRnZb7P1lNwMBLH,0.494,0.17,-11.368,1,0.0337,0.895,0.0,0.139,0.145,80.098,223213,4,10,0.0,,63,2016-01-28,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],10
Birthday Cake,Rihanna,4EfN6bixdOOgoLYR5C4cWo,0.702,0.826,-6.498,1,0.0529,0.32,0.000227,0.355,0.329,80.014,78200,4,4,0.0,,59,2011-11-19,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],3
James Joint,Rihanna,6K4Co1NQyOnoFEJMkZHkln,0.399,0.203,-11.649,1,0.0298,0.66,0.000163,0.27,0.405,134.202,72080,4,5,0.0,,59,2016-01-28,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],4
Woo,Rihanna,3HQcsqRjRdruUjkbDSgmVF,0.42,0.466,-5.298,1,0.0326,0.0546,0.00389,0.298,0.185,115.004,235586,4,11,0.0,,59,2016-01-28,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],9
We Ride,Rihanna,0EIsxWGPSte4cAHZw5aXr4,0.394,0.744,-5.465,0,0.276,0.00175,0.0,0.308,0.772,78.696,236680,4,12,0.0,,63,2006-04-10,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],5
"Towards The Sun - From The ""Home"" Soundtrack",Various Artists,1UuZhGTon3gzXQAJzNa2A4,0.261,0.689,-6.207,0,0.0392,0.0531,0.0,0.152,0.263,170.18,273293,4,13,0.0,,54,2015-03-23,0,92,39727628,1,['5pKCCKE2ajJHZ9KAiaK11H'],4
Right Now,Rihanna,28OX5qT45GZBuu8CNKBOj6,0.668,0.64,-5.208,0,0.0888,0.049,0.0,0.0675,0.259,130.004,181626,4,9,0.0,,52,2012-12-11,0,92,61382661,2,"['5pKCCKE2ajJHZ9KAiaK11H', '1Cs0zKBU1kc0i8ypK3B9ai']",3
Runaway (U & I),Galantis,46lFttIf5hnUZMGvjK0Wxo,0.506,0.805,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227073,4,9,0.0,,75,2015-06-05,0,78,2985621,1,['4sTQVOfp9vEMCemLw50sbu'],1
Glamorous,Fergie,4KTtYhxFtFL7mBwnjkKfLm,0.81,0.755,-6.408,1,0.201,0.288,0.0,0.0857,0.623,130.99,246573,4,12,0.0,,68,2006-01-01,0,81,6017100,2,"['3r17AfJCCUqC9Lf0OAc73G', '3ipn9JLAPI5GUEo4y4jcoi']",0
A Little Party Never Killed Nobody (All We Got),Various Artists,1mz9ZrRYu3EPVg9ZHFtjjf,0.763,0.653,-5.05,0,0.149,0.00876,5.46e-06,0.0854,0.477,130.025,240906,4,13,0.0,,57,2013-01-01,0,74,4495853,3,"['3r17AfJCCUqC9Lf0OAc73G', '3ZotbHeyVQKxQCPDJuQ4SU', '53sIBaVjXQhfH89Vu6nEGh']",5
You Already Know (feat. Nicki Minaj),Fergie,1irQqioH3g13sybtzD3jJL,0.883,0.472,-6.461,0,0.228,0.167,0.0,0.156,0.253,113.071,248495,4,14,0.0,,49,2017-08-25,0,92,23216036,2,"['3r17AfJCCUqC9Lf0OAc73G', '0hCNtLu0JehylgoiP8L4Gh']",5
Fergalicious - Album Version (Edited),Fergie,1MIQyiSyJcRBKg3pCLESFa,0.907,0.585,-7.728,0,0.319,0.0589,0.0,0.128,0.837,129.058,292373,4,14,0.0,,43,2006-01-01,0,78,7231951,2,"['3r17AfJCCUqC9Lf0OAc73G', '085pc2PYOi8bGKj0PNjekA']",8
Hungry (feat. Rick Ross),Fergie,15Wb8YSplqsUHx5OL18Z7l,0.688,0.698,-5.983,1,0.0687,0.0261,4.31e-06,0.254,0.16,116.545,203898,4,9,0.0,,45,2017-09-22,0,83,8424336,2,"['3r17AfJCCUqC9Lf0OAc73G', '1sBkRIssrMs1AbVkOJbc7a']",1
Here I Come,Fergie,5CqnB6zoEsdN2eQpvV3P1f,0.807,0.699,-5.488,1,0.116,0.151,2.18e-06,0.16,0.706,119.915,201000,4,11,0.0,,38,2006-01-01,0,74,4073046,1,['3r17AfJCCUqC9Lf0OAc73G'],7
Glamorous - Album Version (Edited),Fergie,0EvfV8NzoaTIlJc8w85Z0g,0.81,0.76,-6.47,1,0.212,0.293,0.0,0.0857,0.59,131.007,246573,4,10,0.0,,38,2006-01-01,0,81,6017100,2,"['3r17AfJCCUqC9Lf0OAc73G', '3ipn9JLAPI5GUEo4y4jcoi']",0
First Date,blink-182,1fJFuvU2ldmeAm5nFIHcPP,0.579,0.928,-4.344,1,0.0411,0.000715,0.0,0.18,0.882,95.594,171533,4,8,0.0,,73,2001,0,82,6129243,1,['6FBDaR13swtiWwGhX1WQsP'],0
The Rock Show,blink-182,2ydUT1pFhuLDnouelIv4WH,0.41,0.959,-4.563,1,0.0869,0.000324,0.0,0.0766,0.83,193.155,171600,4,10,0.0,,68,2001,0,82,6129243,1,['6FBDaR13swtiWwGhX1WQsP'],9
Feeling This,blink-182,26AYR77170U49cMcXB7aRV,0.411,0.962,-5.952,1,0.0917,0.103,0.0,0.529,0.622,173.143,172645,4,11,0.0,,66,2003-11-01,0,82,6129243,1,['6FBDaR13swtiWwGhX1WQsP'],4
All The Small Things,Various Artists,6TCorVBmqGVSWEkblJPpiE,0.442,0.9,-5.032,1,0.0529,0.0109,0.0,0.395,0.609,148.62,171066,4,9,0.0,,1,2020-11-06,0,82,6129243,1,['6FBDaR13swtiWwGhX1WQsP'],0
Love Like This,Ben Rector,06JmNnH3iXKENNRKifqu0v,0.637,0.129,-11.89,1,0.0405,0.903,0.0,0.107,0.368,139.742,214240,4,8,0.0,,67,2018-06-22,0,69,255626,1,['4AapPt7H6bGH4i7chTulpI'],2
Can't Stop,Red Hot Chili Peppers,3ZOEytgrvLwQaqXreDs2Jx,0.618,0.938,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,269000,4,13,0.0,,80,2002-07-09,0,86,14620829,1,['0L8ExT028jH3ddEcZwqJJ5'],9
By the Way,Red Hot Chili Peppers,1f2V8U1BiWaC9aJWmpOARe,0.451,0.97,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,216933,4,10,0.0,,73,2002-07-09,0,86,14620829,1,['0L8ExT028jH3ddEcZwqJJ5'],0
Soul to Squeeze,Red Hot Chili Peppers,3arKRnq9OUd7yq6LRwVW8I,0.663,0.546,-5.234,1,0.0269,0.0322,0.000572,0.107,0.656,88.171,289533,4,9,0.0,,66,2003-11-18,0,86,14620829,1,['0L8ExT028jH3ddEcZwqJJ5'],5
Wet Sand,Red Hot Chili Peppers,3L2Nyi3T7XabH8EEZFLDdX,0.313,0.753,-3.921,0,0.0285,0.0313,2.25e-06,0.142,0.514,176.748,309800,4,15,0.0,,64,2006-05-09,0,86,14620829,1,['0L8ExT028jH3ddEcZwqJJ5'],4
Sick Love,Red Hot Chili Peppers,6GsP3uMCd0Dn5T37C93waZ,0.591,0.794,-5.935,0,0.069,0.183,0.0,0.292,0.875,147.974,221440,4,10,0.0,,64,2016-06-17,0,86,14620829,1,['0L8ExT028jH3ddEcZwqJJ5'],4
Goodbye Angels,Red Hot Chili Peppers,2XTkpF9T2PKvcLgamGJGx1,0.365,0.804,-5.922,0,0.105,0.104,6.58e-05,0.15,0.577,171.597,268733,4,11,0.0,,64,2016-06-17,0,86,14620829,1,['0L8ExT028jH3ddEcZwqJJ5'],9
What the World Needs Now Is Love (Live),Various Artists,4nyINpu6rIgBPtdQFUIIxc,0.306,0.497,-8.927,0,0.036,0.473,0.0,0.694,0.391,113.044,296146,3,13,0.0,,3,2016-12-16,0,9,133,1,['6For8X8tvxvDol46ZOQrtr'],10
Let It Rain,David Nail,0DAjiINHQTnPnnY939Qyhw,0.56,0.619,-3.013,1,0.0405,0.385,1.03e-06,0.247,0.561,77.881,222253,4,9,0.0,,52,2011-01-01,0,59,319019,2,"['4DZGvSv2oMkBUnPz67E6z6', '2xTlb6eueddQmWsxImpDbP']",4
Someone Like You - Piano Vocal,David Nail,55BiXEd58TxhBPGJ5tImyJ,0.612,0.263,-7.438,1,0.0298,0.877,0.0,0.108,0.216,119.848,320933,4,11,0.0,,51,2012-01-01,0,59,304010,1,['4DZGvSv2oMkBUnPz67E6z6'],2
Forgiveness,David Nail,0uEqGj52IUFOcVXb4nK0sz,0.552,0.449,-8.024,0,0.0288,0.628,0.025,0.116,0.171,83.88,247948,4,9,0.0,,53,2019-11-01,0,59,304010,1,['4DZGvSv2oMkBUnPz67E6z6'],0
On Chill (feat. Jeremih),Wale,5z51HY4ei5QhTjcvwq5Msw,0.597,0.733,-6.017,1,0.41,0.134,0.0,0.159,0.639,171.016,214035,4,9,0.0,,72,2019-10-11,0,82,7429280,2,"['67nwj3Y5sZQLl72VNUHEYE', '3KV3p5EY4AvKxOlhGHORLg']",1
Truthfully,DNCE,2lBqyCeue1bCd6HCZtKXHu,0.723,0.643,-6.861,1,0.0351,0.32,0.0,0.332,0.548,102.015,182653,4,7,0.0,,65,2016-11-18,0,72,3456953,1,['6T5tfhQCknKG4UnH90qGnz'],8
Kissing Strangers,DNCE,1NkwZ9TnIs8js6G0M6M7RU,0.772,0.744,-5.803,1,0.0398,0.0547,0.0,0.0852,0.86,120.067,202480,4,9,0.0,,63,2017-04-14,0,92,22599943,2,"['6T5tfhQCknKG4UnH90qGnz', '0hCNtLu0JehylgoiP8L4Gh']",7
First Time,Daya,4L4lClgi5m2Itz6Fgt750F,0.552,0.628,-6.897,1,0.292,0.701,1.9e-05,0.399,0.672,101.928,146910,4,5,0.0,,69,2020-10-09,0,77,1154431,1,['6Dd3NScHWwnW6obMFbl1BH'],0
New,Daya,4tERsdVCLtLtrGdFBf9DGC,0.715,0.742,-4.331,1,0.0347,0.052,2.47e-05,0.364,0.322,106.971,230879,4,10,0.0,,67,2017-10-11,0,77,1154431,1,['6Dd3NScHWwnW6obMFbl1BH'],0
Blame It On Me,Adam Wakefield,7yGeiQun8ZALGMg6KiIvcA,0.518,0.669,-5.027,1,0.0349,0.0233,1.34e-05,0.164,0.358,128.354,225161,4,7,0.0,,34,2017-07-21,0,37,5490,1,['6vVB9hUpiPCp5SWAYwSzUt'],2
Cheap Whiskey & Bad Cocaine,Adam Wakefield,0RFae60r1IgaZDicmQ40wy,0.632,0.341,-7.459,1,0.0303,0.177,0.000134,0.302,0.248,121.883,232181,3,15,0.0,,30,2018-11-30,0,37,5490,1,['6vVB9hUpiPCp5SWAYwSzUt'],2
House Of The Rising Sun - The Voice Performance,Hannah Huston,1WLyghilazKtpOTwJkskXC,0.447,0.765,-4.019,1,0.0334,0.144,0.0149,0.109,0.32,113.84,203453,3,12,0.0,,27,2016-05-25,0,24,5514,1,['4r8lFKdMmYGN1Ayywk9lce'],6
So Sick (feat. blackbear),Kiiara,2LAqcZuU9nbOZrC7Nzdvtu,0.751,0.544,-7.073,1,0.0581,0.149,1.56e-05,0.513,0.392,118.048,150942,4,7,0.0,,66,2020-10-09,0,89,4362754,2,"['4u5smJBskI6Adzv08PuiUP', '2cFrymmkijnjDg9SS92EPM']",7
Blue Bayou - The Voice Performance,Alisan Porter,5Uwyp6OSZ6mJ7yrGE5xRM6,0.37,0.467,-4.566,1,0.0315,0.343,0.0,0.107,0.484,189.422,204506,4,11,0.0,,31,2016-05-25,0,35,12409,1,['3Yw2flLUwQIZgpA2qSNj30'],1
Zen (with K.Flay & grandson),X Ambassadors,2loEXJRB5ExGcUHYX365R5,0.723,0.927,-4.326,0,0.106,0.125,0.0,0.0648,0.874,98.017,215882,4,5,0.0,,64,2020-05-15,0,79,3265605,3,"['3NPpFNZtSTHheNBaWC82rB', '0pCNk4D3E2xtszsm6hMsWr', '4ZgQDCtRqZlhLswVS6MHN4']",6
Jungle,X Ambassadors,3xgK660fsZH7ZDcOMfIdfB,0.389,0.748,-4.461,1,0.0805,0.000821,0.00058,0.358,0.216,78.056,189706,4,9,0.0,,63,2015-06-30,0,79,2336040,2,"['3NPpFNZtSTHheNBaWC82rB', '2FsZnS8gQ8jG1HGnPYNlm9']",2
679 (feat. Remy Boyz),Fetty Wap,5NQbUaeTEOGdD6hHcre0dZ,0.618,0.717,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,196693,4,14,0.0,,76,2015-06-29,0,77,3928111,2,"['6PXS4YHDkKvl1wkIl4V8DL', '2s0yxtiHiyGe6CY4mbDYFi']",7
My Way (feat. Monty),Fetty Wap,1WoOzgvz6CgH4pX6a1RKGp,0.748,0.741,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128.077,213053,4,7,0.0,,67,2015-09-25,0,77,3927289,2,"['6PXS4YHDkKvl1wkIl4V8DL', '1Wnfj5qZsp8nPsGBBRRa4W']",6
Birthday (feat. Monty),Fetty Wap,3VN7XvP708u6V9U0CxOlzi,0.816,0.621,-6.352,1,0.181,0.18,0.0,0.085,0.403,97.015,188041,4,10,0.0,,66,2019-06-07,0,77,3927289,2,"['6PXS4YHDkKvl1wkIl4V8DL', '1Wnfj5qZsp8nPsGBBRRa4W']",0
679 (feat. Monty),Fetty Wap,0w3Q3VFdrYzo24QUIGnBNy,0.545,0.763,-5.528,0,0.407,0.00715,0.0,0.668,0.752,126.59,186986,5,13,0.0,,59,2015-09-25,0,77,3927289,2,"['6PXS4YHDkKvl1wkIl4V8DL', '1Wnfj5qZsp8nPsGBBRRa4W']",11
Pretty Thang,Fetty Wap,1IVAbwWlR6l0OtFjn00Zpp,0.703,0.736,-3.779,0,0.107,0.129,0.0,0.313,0.629,154.946,163354,4,5,0.0,,55,2020-05-20,0,77,3913060,1,['6PXS4YHDkKvl1wkIl4V8DL'],9
Lily,Alan Walker,0lks2Kt9veMOFEAPN0fsqN,0.423,0.634,-5.877,0,0.0578,0.196,0.0,0.189,0.467,150.978,195840,4,11,0.0,,77,2018-12-14,0,86,25149164,3,"['7vk5e3vY1uw9plTHJAMwjN', '6pWcSL9wSJZQ9ne0TnhdWr', '61pvU6ZLOF3bl0IOtbmME7']",6
Take You Dancing,Jason Derulo,59qrUpoplZxbIZxk6X0Bm3,0.789,0.711,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,190306,4,10,0.0,,92,2020-07-22,0,91,8402478,1,['07YZf4WDAMNwqr4jfgOZ8y'],2
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,216408,4,11,0.0,,77,2017-02-23,0,92,31084423,3,"['07YZf4WDAMNwqr4jfgOZ8y', '0hCNtLu0JehylgoiP8L4Gh', '7c0XG5cIJTrrAgEC3ULPiq']",1
Coño,Jason Derulo,5DV4ZSCqbFv74ui3ZhimXo,0.899,0.528,-5.442,1,0.181,0.000554,0.0101,0.105,0.456,100.037,111852,4,7,0.0,,79,2020-07-03,0,91,8424516,3,"['07YZf4WDAMNwqr4jfgOZ8y', '3ADyFy1orEwODaiHmRRMQp', '3aAX2y0amckZ7WcWoz2f2o']",9
Talk Dirty (feat. 2 Chainz),Jason Derulo,6g6A7qNhTfUgOSH7ROOxTD,0.76,0.652,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,177685,4,10,0.0,,66,2013-09-10,0,91,14254505,2,"['07YZf4WDAMNwqr4jfgOZ8y', '17lzZA2AlOHwCwFALHttmp']",6
Wiggle (feat. Snoop Dogg),Jason Derulo,2sLwPnIP3CUVmIuHranJZU,0.697,0.621,-6.886,0,0.25,0.0802,0.0,0.162,0.721,81.946,193295,4,10,0.0,,61,2013-09-10,0,91,14709165,2,"['07YZf4WDAMNwqr4jfgOZ8y', '7hJcb9fa4alzcOq3EaNPoG']",9
Tip Toe (feat. French Montana),Jason Derulo,2z4pcBLQXF2BXKFvd0BuB6,0.845,0.709,-4.547,0,0.0714,0.0233,0.0,0.094,0.62,98.062,187521,4,10,0.0,,69,2017-11-10,0,91,12091889,2,"['07YZf4WDAMNwqr4jfgOZ8y', '6vXTefBL93Dj5IqAWq6OTv']",10
Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,5Xn4IyTtW6FUGIUyWjbUHG,0.643,0.904,-3.694,1,0.0739,0.0776,0.0,0.189,0.481,103.028,195419,4,10,0.0,,67,2018-08-24,0,92,49349216,4,"['07YZf4WDAMNwqr4jfgOZ8y', '1Cs0zKBU1kc0i8ypK3B9ai', '0hCNtLu0JehylgoiP8L4Gh', '4RSyJzf7ef6Iu2rnLdabNq']",0
Don't Wanna Go Home,Jason Derulo,1r3myKmjWoOqRip99CmSj1,0.671,0.808,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,206080,4,10,0.0,,65,2011-09-16,0,91,8402478,1,['07YZf4WDAMNwqr4jfgOZ8y'],2
Mamacita (feat. Farruko),Jason Derulo,7iwhbx1YQcQ675DTj6AmAb,0.593,0.787,-3.67,1,0.34,0.303,0.0,0.0917,0.495,191.772,204064,4,11,0.0,,62,2019-07-05,0,94,16856040,2,"['07YZf4WDAMNwqr4jfgOZ8y', '329e4yvIujISKGKz1BZZbO']",11
Let's Shut Up & Dance,Jason Derulo,05fVrhFBjfElZiDfHDRxhF,0.765,0.893,-2.891,0,0.209,0.042,0.000271,0.0331,0.715,110.051,208260,4,9,0.0,,58,2019-02-22,0,91,12523056,3,"['07YZf4WDAMNwqr4jfgOZ8y', '4o7tWrzQOqarDtTMWD2HV9', '7f4ignuCJhLXfZ9giKT7rH']",6
"Colors - Coca-Cola® Anthem, 2018 FIFA World CupTM",Jason Derulo,7wD6iRghe6SnKHkvHqpnC5,0.707,0.845,-3.478,1,0.201,0.0278,0.0,0.134,0.507,120.125,187389,4,9,0.0,,64,2018-03-09,0,91,8402478,1,['07YZf4WDAMNwqr4jfgOZ8y'],8
F It Up,Jason Derulo,7HKgmhsgsJw1Q61brYE4o3,0.847,0.853,-4.724,0,0.123,0.11,0.0,0.14,0.811,100.006,157078,4,8,0.0,,59,2019-11-08,0,91,8402478,1,['07YZf4WDAMNwqr4jfgOZ8y'],11
Bubblegum (feat. Tyga),Jason Derulo,2G76iRK1fzO5MiDvcTYkET,0.856,0.633,-6.429,0,0.34,0.0718,0.0,0.112,0.77,109.011,205971,4,9,0.0,,49,2013-09-10,0,91,14381054,2,"['07YZf4WDAMNwqr4jfgOZ8y', '5LHRHt1k9lMyONurDHEdrp']",11
Try Me (feat. Jennifer Lopez and Matoma),Jason Derulo,4tg1G3X26wDTmQbipgxhp5,0.579,0.68,-5.634,1,0.076,0.0157,0.0,0.0699,0.211,100.033,200240,4,12,0.0,,59,2015-05-29,0,91,17868963,3,"['07YZf4WDAMNwqr4jfgOZ8y', '2DlGxzQSjYe5N6G9nkYghR', '4YXycRbyyAE0wozTk7QMEq']",8
Hyped for Greatness,YoungAlmani,26h4r5dTxAQTDd1ssPiudM,0.457,0.648,-10.913,1,0.0431,0.0155,0.874,0.59,0.0832,170.101,211776,4,11,0.0,,45,2020-08-21,0,49,13404,1,['1CwD4YPmTR0gwYPq4qXhUz'],7
