,acousticness,artist,chart_date,danceability,energy,instrumentalness,length,liveness,loudness,mode,name,popularity,release_date,song_id,speechiness,target,tempo,time_signature,valence,weeks,duration_ms,sections,artist_popularity,artist_followers,number_of_artists,list_of_artists
3,0.252,Pop Smoke,2020-07-18,0.739,0.616,1.93e-06,158466,0.101,-6.963,0,Something Special,80,2020-07-03,5kkaSMcf4BFlhRRICCKZb6,0.0338,1.0,91.071,4,0.654,21,158466,8,96,2339609,1,['0eDvMgVFoNV3TpwtrVCoTj']
4,0.0509,Pop Smoke,2020-07-18,0.717,0.474,0.0,185803,0.139,-8.383,0,Yea Yea,70,2020-07-03,0bjgQ24UZGwKikldIyEOgf,0.403,1.0,123.906,4,0.448,21,185803,8,96,2339609,1,['0eDvMgVFoNV3TpwtrVCoTj']
5,0.65,Pop Smoke,2020-07-18,0.709,0.548,1.59e-06,160000,0.133,-8.493,1,What You Know Bout Love,95,2020-07-03,1tkg4EHVoqnhR6iFEXb60y,0.353,1.0,83.995,4,0.543,21,160000,6,96,2339609,1,['0eDvMgVFoNV3TpwtrVCoTj']
6,0.395,Pop Smoke,2020-07-18,0.645,0.64,1.04e-05,48000,0.286,-6.871,0,Bad Bitch From Tokyo (Intro),66,2020-07-03,4OGIeHtYhRTJ8iW21UUyZW,0.179,1.0,140.248,4,0.674,21,48000,4,96,2339609,1,['0eDvMgVFoNV3TpwtrVCoTj']
7,0.0185,Moneybagg Yo,2020-07-18,0.929,0.667,0.0,155168,0.1,-6.789,0,Said Sum,77,2020-09-18,3sKz6Sd72K0ofPWcJPPk6H,0.353,1.0,126.998,4,0.274,3,155168,7,80,1654625,1,['3tJoFztHeIJkJWMrx0td2f']
8,0.363,Pop Smoke,2020-07-18,0.718,0.66,0.0,132587,0.159,-7.39,1,Tunnel Vision (Outro),67,2020-07-03,2SxR5RitJdsG6wINvJLBSD,0.325,1.0,142.879,4,0.659,21,132587,5,96,2339609,1,['0eDvMgVFoNV3TpwtrVCoTj']
9,0.00289,6ix9ine,2020-07-18,0.672,0.733,0.0,149857,0.199,-5.377,1,YAYA,71,2020-07-03,6EfBMJQwe2xLgldra6DaYp,0.0566,1.0,105.043,4,0.354,46,149857,9,84,5935531,1,['7gZfnEnfiaHzxARJ2LeXrf']
0,0.00824,Megan Thee Stallion,2020-07-11,0.821,0.863,0.0,154323,0.0377,-3.159,1,Girls in the Hood,81,2020-06-26,6WbTTAGKrQtCQvmc5BuYfh,0.353,1.0,180.013,4,0.874,27,154323,10,90,2346045,1,['181bsRPaVXVlUKXrxwZfHK']
1,0.0375,BLACKPINK,2020-07-11,0.812,0.8,0.000112,180946,0.0638,-4.282,1,How You Like That,85,2020-10-02,4SFknyjLcyTLJFPKD2m96o,0.077,1.0,130.036,4,0.357,6,180946,10,94,16221070,1,['41MozSoPIsD1dJM0CLPjZF']
2,0.0658,Eric Church,2020-07-11,0.536,0.863,0.172,228706,0.118,-5.081,0,Stick That In Your Country Song,68,2020-06-25,5lH14PEjAXYuMTz0Dd4L1D,0.0362,1.0,89.979,4,0.405,303,228706,9,77,2736489,1,['2IvkS5MXK0vPGnwyJsrEyV']
3,0.00165,Luke Combs,2020-07-11,0.572,0.949,0.000195,194866,0.163,-4.865,1,Lovin' On You,76,2019-11-08,0nYvjcSlCgjcwogQAwIwNp,0.06,1.0,118.974,4,0.53,165,194866,9,88,3703385,1,['718COspgdWOnwOFpJHRZHS']
4,0.571,Tim McGraw,2020-07-11,0.499,0.619,4.82e-06,212146,0.148,-7.054,1,I Called Mama,69,2020-08-21,2oWuBmQtYMx3LEgahIsJvs,0.0339,1.0,86.185,4,0.514,450,212146,9,77,3345088,1,['6roFdX1y5BYSbp60OTJWMd']
0,0.00337,Beyoncé,2020-07-04,0.824,0.555,6.42e-06,281272,0.217,-5.817,1,BLACK PARADE,70,2020-06-19,2qzUpSVI4NnPyWxbXwumTj,0.05,1.0,120.002,4,0.0611,1,281272,10,89,24867339,1,['6vWDO969PvNqNYHIOW5v0m']
1,0.135,A Boogie Wit da Hoodie,2020-07-04,0.698,0.572,0.0,176958,0.154,-7.735,1,Bleed,72,2020-06-19,5XzombolzpiaOSTdj1W0VS,0.198,1.0,71.446,4,0.391,40,176958,8,88,5159600,1,['31W5EY0aAly4Qieq6OFu6I']
2,0.23,BRELAND,2020-07-04,0.883,0.299,7.62e-06,158329,0.162,-8.382,1,My Truck,65,2020-05-22,6jGyDvL1Rf4XfwTb25o1HN,0.105,1.0,136.982,4,0.55,1,158329,11,59,22902,1,['0C86lmpnwiyLDUiyo4d0P1']
3,0.00531,Parker McCollum,2020-07-04,0.562,0.683,0.0,244797,0.107,-4.427,1,Pretty Heart,76,2019-08-30,6vC90OOjZR165Hw8CpsqEm,0.0296,1.0,132.003,4,0.385,1,244797,8,71,98331,1,['0Z8XVUAOBPM4x12wKnFHEQ']
4,0.0183,AJR,2020-07-04,0.74,0.516,0.0,170858,0.0558,-6.233,0,Bang!,77,2020-02-12,53BHUFdQphHiZUUG3nx9zn,0.0507,1.0,139.918,4,0.698,13,170858,8,79,1453991,1,['6s22t5Y3prQHyaHWUN1R1C']
0,0.0127,Lil Baby,2020-06-27,0.59,0.618,0.0,252728,0.244,-5.756,1,The Bigger Picture,79,2020-06-12,44gRhRi2OhEf7moAUj6MD1,0.334,1.0,96.459,3,0.153,117,252728,12,95,5319724,1,['5f7VJjfbwm532GiveGC0ZK']
1,0.0838,NLE Choppa,2020-06-27,0.806,0.749,0.0,145167,0.0621,-5.268,1,Shotta Flow 5,71,2020-06-12,1orjH4IkSH9VrWmRCToKV8,0.328,1.0,140.032,4,0.77,42,145167,7,83,2339007,1,['0ErzCpIMyLcjPiwT4elrtZ']
2,0.723,J. Cole,2020-06-27,0.586,0.512,0.0002,235480,0.119,-8.819,0,Snow On Tha Bluff,72,2020-06-16,1oOEkBNp4zWnkD7nWjJdog,0.0668,1.0,75.857,4,0.235,174,235480,10,88,11926631,1,['6l3HvQ5sa6mXTsMTB19rO5']
3,0.206,Tyla Yaweh,2020-06-27,0.504,0.597,0.0,230488,0.0949,-6.237,1,Tommy Lee (feat. SAINt JHN & Post Malone) - Remix,71,2020-08-28,4Rq2BMG5VWMhb2whSx8bf4,0.1,1.0,117.974,4,0.557,1,230488,10,95,29783874,3,"['1MXZ0hsGic96dWRDKwAwdr', '0H39MdGGX6dbnnQPt6NQkZ', '246dkjvS1zLTtiykXe5h60']"
4,0.0916,Chloe x Halle,2020-06-27,0.701,0.668,2.09e-06,176786,0.111,-7.287,0,Do It,72,2020-05-14,1bRjwdtScY2eMe9uMmsOkG,0.0516,1.0,82.978,4,0.553,1,176786,9,72,701107,1,['0AsThoR4KZSVktALiNcQwW']
5,0.34,Chris Janson,2020-06-27,0.565,0.835,0.0,220120,0.0726,-3.379,1,Done,68,2019-10-18,693NFnfJZt16AFDaZqlflo,0.0335,1.0,105.007,4,0.763,58,220120,7,66,207874,1,['60gmlHZmT16wiO9GiXKYK9']
6,0.246,Zac Brown Band,2020-06-27,0.506,0.569,0.0,224286,0.112,-6.761,1,The Man Who Loves You The Most,63,2020-06-12,58DvikiJcEjow3Skg80yxX,0.0286,1.0,157.857,4,0.44,287,224286,11,77,2365647,1,['6yJCxee7QumYr820xdIsjo']
7,0.156,J.I the Prince of N.Y,2020-06-27,0.815,0.567,0.0,151640,0.0884,-4.653,0,Need Me,77,2019-10-11,2dzja72gQodveSpguIQGJl,0.135,1.0,95.034,4,0.732,1,151640,5,74,313364,1,['2eqoJbzUGDwys5ENUkbT3h']
0,0.0878,Meek Mill,2020-06-20,0.73,0.772,0.0,218103,0.401,-3.883,0,Otherside Of America,67,2020-06-05,3JBvJ9PwrYA1oeUzI3FMRI,0.316,1.0,147.053,4,0.403,7,218103,11,83,4516470,1,['20sxb77xiYeusSH8cVdatc']
1,0.703,Sleepy Hallow,2020-06-20,0.876,0.479,0.0,115200,0.102,-6.687,0,Deep End Freestyle,76,2020-04-03,4zTPYAf5scZdp0LnwPPeWK,0.44,1.0,133.858,4,0.776,1,115200,5,76,201934,2,"['6EPlBSH2RSiettczlz7ihV', '6trIghKwHRUyxwvm66HLHH']"
2,0.416,Black Eyed Peas,2020-06-20,0.873,0.585,9.12e-05,232599,0.0724,-6.145,1,MAMACITA - Béesau x Le Prince Lao Remix,27,2020-06-17,2mP3RZC3I6gPzOhOpWNzhx,0.139,1.0,105.006,4,0.621,1,232599,9,96,29788340,4,"['1yxSLGMDHlW21z4YXirZDS', '1i8SpTcr7yvPOmcqrbnVXY', '1OB278sOZVSFx5vXqYha83', '12uFh6RqAFf9Yd3i3sEDQg']"
3,0.0287,Ashley McBryde,2020-06-20,0.537,0.686,0.00709,190973,0.0988,-5.022,1,One Night Standards,67,2020-04-03,47qZzTLLJcuD69AIKnquo4,0.0293,1.0,78.052,4,0.611,1,190973,7,60,90237,1,['371jpyGdoChzUASOIG2ECV']
4,0.0344,Brantley Gilbert,2020-06-20,0.308,0.616,4.01e-06,178419,0.102,-6.947,1,Hard Days,59,2020-06-05,2AqbOAAgaNRygNIJYcM69I,0.0363,1.0,72.273,4,0.41,130,178419,9,72,2102798,1,['5q8HGNo0BjLWaTAhRtbwxa']
5,0.0146,Kane Brown,2020-06-20,0.517,0.724,0.0,208977,0.151,-5.953,1,Worldwide Beautiful,59,2020-06-04,431M98gFekRc9HdNfgWc7N,0.0443,1.0,143.937,4,0.57,94,208977,10,83,2892661,1,['3oSJ7TBVCWMDMiYjXNiCKE']
0,0.621,Jason Aldean,2020-06-13,0.512,0.58,1.72e-05,178146,0.513,-6.658,0,Got What I Got,78,2019-11-22,4TCc369aRPRubv1m8R1TBG,0.029,1.0,159.847,3,0.303,529,178146,8,80,4171056,1,['3FfvYsEGaIb52QPXhg4DcH']
1,0.602,LOCASH,2020-06-13,0.547,0.822,0.0,193026,0.107,-2.85,1,One Big Country Song,65,2019-03-29,28uL97M3whSL1UWqr7hsNh,0.0334,1.0,81.981,4,0.553,30,193026,8,60,243719,1,['5IcGbIAgdns0R5EJKHMjCQ']
2,0.00334,Lady Gaga,2020-06-13,0.723,0.88,0.0179,177600,0.0632,-4.287,0,Alice,71,2020-05-29,41A89rj3GoMG6ktN37L7PG,0.038,1.0,123.036,4,0.323,313,177600,8,91,14316393,1,['1HY2Jd0NmPuamShAr6KMms']
3,0.00824,Justin Moore,2020-06-13,0.624,0.903,0.0,211430,0.309,-3.046,1,Why We Drink,71,2019-07-26,4lSfhHd5Knwl8yQw2cVjAD,0.0347,1.0,116.99,4,0.724,160,211430,11,69,1258570,1,['30e8DmahrEamvLbFRPdWmk']
4,0.294,Lee Brice,2020-06-13,0.643,0.79,0.0,188893,0.107,-6.079,1,One Of Them Girls,80,2020-04-10,14GwnOeC9qYEKEA6uOZepa,0.0462,1.0,95.987,4,0.8,178,188893,9,76,1368312,1,['5Zq7R5qmi58ByYyBQTlNuk']
0,0.0217,Gunna,2020-06-06,0.89,0.455,0.0058,158240,0.11,-9.0,1,WUNNA,67,2020-05-22,0y7Ao3CVJsyKFmqdjutiIF,0.255,1.0,148.009,4,0.313,4,158240,8,93,2590760,1,['2hlmm7s2ICUX0LVIhVFlZQ']
1,0.0912,Gunna,2020-06-06,0.804,0.725,0.0,149133,0.0708,-9.463,1,ARGENTINA,63,2020-05-22,4LkEHc33eXcXFQNwxruw7W,0.0838,1.0,139.967,4,0.356,4,149133,9,93,2590760,1,['2hlmm7s2ICUX0LVIhVFlZQ']
2,0.353,Gunna,2020-06-06,0.873,0.577,0.0,149133,0.111,-9.151,1,MET GALA,66,2020-05-22,4loM16743hROPC6uIJG6wM,0.271,1.0,117.089,4,0.956,4,149133,9,93,2590760,1,['2hlmm7s2ICUX0LVIhVFlZQ']
3,0.0229,Agust D,2020-06-06,0.65,0.827,0.0,225668,0.121,-4.014,1,Daechwita,78,2020-05-22,0H4ugk6rhnXmTl47ayy9O5,0.0599,1.0,144.995,4,0.223,1,225668,7,74,3212346,1,['5RmQ8k4l3HZ8JoPb4mNsML']
4,0.204,Gunna,2020-06-06,0.598,0.472,1.54e-05,230600,0.108,-10.991,1,NASTY GIRL / ON CAMERA,66,2020-05-22,2f8y4CuG57UJEmkG3ujd0D,0.258,1.0,120.08,4,0.522,4,230600,7,93,2590760,1,['2hlmm7s2ICUX0LVIhVFlZQ']
5,0.0759,Gunna,2020-06-06,0.869,0.568,0.00344,152680,0.101,-7.631,0,MOTW,59,2020-05-22,0JZUiKHoEDpsLvXfeqbZxV,0.104,1.0,111.994,4,0.394,4,152680,8,93,2590760,1,['2hlmm7s2ICUX0LVIhVFlZQ']
6,0.00353,Gunna,2020-06-06,0.938,0.546,0.0,128639,0.102,-7.037,1,GIMMICK,57,2020-05-22,3IaxObCWKEaGtIT78GsEpP,0.138,1.0,111.971,4,0.58,4,128639,8,93,2590760,1,['2hlmm7s2ICUX0LVIhVFlZQ']
7,0.0704,Gunna,2020-06-06,0.793,0.536,3.86e-06,165680,0.171,-7.624,0,FEIGNING,58,2020-05-22,7qaoXmlsSrndaQeDRPpOeW,0.103,1.0,78.006,4,0.382,4,165680,8,93,2590760,1,['2hlmm7s2ICUX0LVIhVFlZQ']
0,0.0837,Katy Perry,2020-05-30,0.639,0.546,0.0,173123,0.122,-5.382,1,Daisies,79,2020-05-15,4uqh9bualXNHXXwO2wPorc,0.0407,1.0,122.179,4,0.149,386,173123,8,88,16538165,1,['6jJ0s89eD6GaHleKKya26X']
1,0.435,Future,2020-05-30,0.701,0.546,0.0,201979,0.188,-5.918,0,Trapped In The Sun,60,2020-05-15,6QeUzTuBoasiii8nevDciq,0.133,1.0,151.9,4,0.118,162,201979,5,91,9409700,1,['1RyvyyTE3xzB2ZywiAwp0i']
2,0.345,Polo G,2020-05-30,0.832,0.534,0.0,132832,0.165,-7.813,0,Martin & Gina,86,2020-05-15,1VLtjHwRWOVJiE5Py7JxoQ,0.253,1.0,93.924,4,0.116,2,132832,7,89,2329002,1,['6AgTAQt8XS6jRWi4sX7w49']
3,0.149,Polo G,2020-05-30,0.783,0.479,0.0,163797,0.101,-10.646,1,21,84,2020-05-15,3JKgcAa7r07ocVWcV8bS0H,0.541,1.0,176.027,4,0.533,2,163797,9,89,2329002,1,['6AgTAQt8XS6jRWi4sX7w49']
4,0.011,Future,2020-05-30,0.884,0.436,0.0,193656,0.101,-9.922,1,Hard To Choose One,61,2020-05-15,66z5CuZkqkb18VhFTRwbZk,0.255,1.0,119.013,4,0.254,162,193656,9,91,9409700,1,['1RyvyyTE3xzB2ZywiAwp0i']
5,0.0106,Future,2020-05-30,0.595,0.534,0.00157,225347,0.107,-8.747,1,Ridin Strikers,60,2020-05-15,6PHbWsTTlmQKF9i9VC1KFv,0.318,1.0,162.066,4,0.134,162,225347,8,91,9409700,1,['1RyvyyTE3xzB2ZywiAwp0i']
6,0.00102,Future,2020-05-30,0.873,0.591,0.0,182400,0.13,-7.332,1,HiTek Tek,58,2020-05-15,5v1STk4ZTTDrhgCs6LD3nd,0.293,1.0,150.057,4,0.188,162,182400,8,91,9409700,1,['1RyvyyTE3xzB2ZywiAwp0i']
7,0.0455,Future,2020-05-30,0.935,0.472,0.0,236818,0.19,-9.304,0,Too Comfortable,65,2020-05-15,0biVzpdI2z0vAxwfU9xuuA,0.0575,1.0,130.041,4,0.659,162,236818,12,91,9409700,1,['1RyvyyTE3xzB2ZywiAwp0i']
8,0.283,Future,2020-05-30,0.931,0.574,0.0,189341,0.274,-5.695,0,Posted With Demons,58,2020-05-15,7enaBBJnekyUCcXRuwGEH6,0.381,1.0,129.967,4,0.449,162,189341,10,91,9409700,1,['1RyvyyTE3xzB2ZywiAwp0i']
9,0.0361,Future,2020-05-30,0.898,0.577,0.0,144361,0.176,-7.785,1,Touch The Sky,57,2020-05-15,29s4u1adFGLWtGehbR5xkq,0.238,1.0,83.018,4,0.266,162,144361,8,91,9409700,1,['1RyvyyTE3xzB2ZywiAwp0i']
10,0.103,Future,2020-05-30,0.95,0.5,3.77e-05,142978,0.103,-8.18,1,One Of My,58,2020-05-15,12ZpiGAd2uPgJiofgoZMue,0.399,1.0,114.009,4,0.598,162,142978,6,91,9409700,1,['1RyvyyTE3xzB2ZywiAwp0i']
11,0.137,Polo G,2020-05-30,0.597,0.477,0.0,171441,0.113,-9.638,0,Beautiful Pain (Losin My Mind),71,2020-05-15,4SIB2yxKoFOrbkjA4zfQbB,0.642,1.0,80.382,4,0.512,2,171441,9,89,2329002,1,['6AgTAQt8XS6jRWi4sX7w49']
12,0.126,Polo G,2020-05-30,0.732,0.462,0.0,170057,0.12,-10.191,0,33,71,2020-05-15,2iW6Hb6kfrz2K7EhPibFiq,0.406,1.0,180.067,4,0.117,2,170057,7,89,2329002,1,['6AgTAQt8XS6jRWi4sX7w49']
13,0.0919,Polo G,2020-05-30,0.807,0.665,0.0,176574,0.0788,-5.249,0,I Know,73,2020-05-15,40j4RoqmLiivqzRObbQ4BF,0.276,1.0,164.964,4,0.557,2,176574,10,89,2329002,1,['6AgTAQt8XS6jRWi4sX7w49']
0,0.0264,6ix9ine,2020-05-23,0.611,0.688,0.0,132303,0.251,-5.688,1,GOOBA,81,2020-05-08,4NhDYoQTYCdWHTvlbGVgwo,0.341,1.0,178.462,4,0.393,38,132303,5,84,5935531,1,['7gZfnEnfiaHzxARJ2LeXrf']
1,0.307,Kehlani,2020-05-23,0.653,0.453,0.00101,168182,0.113,-5.395,0,Toxic,73,2020-05-08,5nexAvWNhwg51EavnDgViy,0.0351,1.0,111.737,4,0.0405,19,168182,7,83,4008120,1,['0cGUm45nv7Z6M6qdXYQGTX']
2,0.316,Chris Brown,2020-05-23,0.755,0.578,0.0,176960,0.25,-8.932,0,Go Crazy,90,2020-05-08,1IIKrJVP1C9N7iPtG6eOsK,0.145,1.0,94.148,4,0.581,374,176960,4,93,18103302,2,"['7bXgB6jMjp9ATFy66eO08Z', '50co4Is1HCEo8bhOyUWKpn']"
3,0.205,Moneybagg Yo,2020-05-23,0.853,0.821,0.0,183318,0.209,-4.537,0,Me Vs Me,70,2020-05-15,1lUTmmPMAsxZBR2iK9CKDF,0.209,1.0,130.999,4,0.625,1,183318,6,80,1654625,1,['3tJoFztHeIJkJWMrx0td2f']
4,0.0134,Lil Durk,2020-05-23,0.545,0.523,0.0,192000,0.109,-8.146,1,Viral Moment,58,2020-05-08,6w8vxB8I2QKZupDfxg9QTe,0.368,1.0,159.076,3,0.264,1,192000,10,87,1879672,1,['3hcs9uc56yIGFCSy9leWe7']
0,0.201,Drake,2020-05-16,0.864,0.477,0.0,192931,0.182,-5.786,1,Time Flies,74,2020-05-01,5H4mXWKcicuLKDn4Jy0sK7,0.224,1.0,86.46,4,0.5,623,192931,8,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
1,0.482,Drake,2020-05-16,0.473,0.824,0.0,222928,0.605,-3.68,0,Deep Pockets,63,2020-05-01,3IvMYBE7A3c7to1aEcfFJk,0.163,1.0,77.888,4,0.374,623,222928,11,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
2,0.252,Drake,2020-05-16,0.41,0.82,0.0,223124,0.538,-6.808,1,When To Say When,65,2020-05-01,5TCBWmEBrin7etRa4Lswr1,0.533,1.0,170.718,4,0.526,623,223124,13,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
3,0.00606,Drake,2020-05-16,0.881,0.636,0.0,152195,0.111,-4.629,1,Landed,65,2020-05-01,3KixNgUEaDtrKJVzdqjU5q,0.287,1.0,163.949,4,0.715,623,152195,7,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
4,0.768,Drake,2020-05-16,0.787,0.477,0.0,234782,0.104,-7.837,0,From Florida With Love,66,2020-05-01,0YkUwXxnTkeJBvt5upeEtP,0.199,1.0,80.506,4,0.476,623,234782,11,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
5,0.28,Drake,2020-05-16,0.551,0.57,0.0,271183,0.424,-7.385,0,Losses,62,2020-05-01,6fLVTVaHWaEfVKfEgbkf4D,0.351,1.0,85.687,4,0.505,623,271183,9,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
6,0.292,Drake,2020-05-16,0.749,0.792,0.0,180000,0.109,-4.151,0,War,68,2020-05-01,1I55Ea0zVoSKs6MqW7DQ3i,0.0826,1.0,144.064,4,0.239,623,180000,6,100,50451953,1,['3TVXtAsR1Inumwj472S9r4']
7,0.325,Luke Combs,2020-05-16,0.576,0.582,0.0,199066,0.276,-5.945,1,Six Feet Apart,63,2020-10-23,0tDOIR44aeHGLB5gpK1Gfn,0.0269,1.0,77.955,4,0.436,163,199066,8,88,3703385,1,['718COspgdWOnwOFpJHRZHS']
8,0.0471,Lil Baby,2020-05-16,0.849,0.64,0.0,137826,0.321,-5.15,1,Social Distancing,64,2020-05-01,1RrQK0BIyxZaOooNDVSEaZ,0.196,1.0,126.005,4,0.36,101,137826,6,95,5319724,1,['5f7VJjfbwm532GiveGC0ZK']
9,0.0354,Lil Baby,2020-05-16,0.962,0.619,0.0,144651,0.083,-5.562,0,Low Down,62,2020-05-01,5m0yZ33oOy0yYBtdTXuxQe,0.405,1.0,127.958,4,0.154,101,144651,5,95,5319724,1,['5f7VJjfbwm532GiveGC0ZK']
10,0.17,Lil Baby,2020-05-16,0.554,0.614,0.0,191583,0.267,-5.715,1,Humble,62,2020-05-01,6heRfvHrUIIPx9TqRg8SCq,0.44,1.0,80.028,4,0.372,101,191583,6,95,5319724,1,['5f7VJjfbwm532GiveGC0ZK']
11,0.0969,Luke Bryan,2020-05-16,0.641,0.842,0.0,193426,0.169,-4.872,1,One Margarita,73,2020-03-13,6NhS5LwYbJ6xD7BGvlWRJO,0.0464,1.0,89.997,4,0.738,486,193426,7,80,5802086,1,['0BvkDsjIUla7X0k6CSWh1I']
0,0.0417,Juice WRLD,2020-05-09,0.706,0.625,0.0,242180,0.129,-7.426,1,Righteous,84,2020-07-10,5dOxHHMOFAbG3VH23t0xNm,0.0314,1.0,142.948,4,0.225,125,242180,13,99,13099020,1,['4MCBfE4596Uoi2O4DtmEMz']
1,0.0716,Lil Baby,2020-05-09,0.836,0.649,0.0,156032,0.0943,-6.442,1,All In,64,2020-04-23,1ZRjLZcNTm1vUgrexBp3px,0.332,1.0,95.084,4,0.294,100,156032,9,95,5319724,1,['5f7VJjfbwm532GiveGC0ZK']
2,0.00414,Lil Uzi Vert,2020-05-09,0.859,0.477,0.0,251336,0.0819,-6.116,1,Sasuke,62,2020-04-24,0ROE31C8Wu4neZoR9stM9e,0.428,1.0,145.979,4,0.153,160,251336,12,92,10011133,1,['4O15NlyKLIASxsJ0PrXPfz']
3,0.0156,Kane Brown,2020-05-09,0.608,0.735,1.69e-06,164668,0.361,-5.497,1,Cool Again,73,2020-04-23,5P3oaNpPDVLRJsL3152SEs,0.0371,1.0,90.007,4,0.773,93,164668,7,83,2892661,1,['3oSJ7TBVCWMDMiYjXNiCKE']
4,0.749,StaySolidRocky,2020-05-09,0.728,0.431,0.0,147800,0.0996,-9.966,0,Party Girl,85,2020-04-21,5RqR4ZCCKJDcBLIn4sih9l,0.0622,1.0,130.022,4,0.629,1,147800,6,77,99000,1,['1XLWox9w1Yvbodui0SRhUQ']
5,0.115,YoungBoy Never Broke Again,2020-05-09,0.651,0.788,0.0,184931,0.0878,-4.561,0,Diamonds,57,2020-04-24,7jx8tZVzfOAYK6bwP1mwqN,0.253,1.0,93.364,4,0.589,100,184931,6,88,5702887,1,['7wlFDEWiM5OoIAt8RSli8b']
6,0.371,YoungBoy Never Broke Again,2020-05-09,0.623,0.721,0.0,161018,0.109,-4.584,0,Rough Ryder,54,2020-04-24,73C80fhriFzangrzWVO4Zp,0.339,1.0,166.637,4,0.719,100,161018,8,88,5702887,1,['7wlFDEWiM5OoIAt8RSli8b']
7,0.0326,Carrie Underwood,2020-05-09,0.691,0.732,0.0,258293,0.0608,-3.715,0,Drinking Alone,64,2018-09-14,4objxuNfJlJHomkRIPa2Y2,0.0294,1.0,97.949,3,0.477,501,258293,7,75,4209673,1,['4xFUf1FHVy696Q1JQZMTRj']
0,0.0136,Playboi Carti,2020-05-02,0.876,0.492,0.000283,166799,0.0678,-8.11,0,@ MEH,71,2020-04-16,5UusfWUMMLEXLMc1ViNZoe,0.153,1.0,151.044,4,0.4,21,166799,8,82,4046785,1,['699OTQXzgjhIYAHMy9RyPD']
1,0.601,Morgan Wallen,2020-05-02,0.621,0.882,0.0,216573,0.132,-5.01,1,More Than My Hometown,80,2020-04-17,0eBXyY4SatzpE7opnzgXvz,0.0459,1.0,126.014,4,0.574,40,216573,10,84,935459,1,['4oUHIQIBe0LHzYfvXNW4QM']
2,0.236,DaBaby,2020-05-02,0.875,0.687,0.0,125906,0.141,-5.734,1,BLAME IT ON BABY,63,2020-04-17,0jWm0VyD8p3MrSInczpows,0.387,1.0,109.791,4,0.864,91,125906,4,95,4742783,1,['4r63FhuTkUYltbVAg5TQnk']
3,0.00206,DaBaby,2020-05-02,0.951,0.638,0.0,159093,0.113,-5.614,1,TALK ABOUT IT,58,2020-04-17,3QSLoxRguKgK0knOG7EGyn,0.308,1.0,123.948,4,0.439,91,159093,11,95,4742783,1,['4r63FhuTkUYltbVAg5TQnk']
4,0.071,DaBaby,2020-05-02,0.828,0.538,0.0,132813,0.116,-6.067,0,CHAMPION,59,2020-04-17,19eeh4pgEGHdSTc26U1y89,0.341,1.0,145.071,4,0.56,91,132813,7,95,4742783,1,['4r63FhuTkUYltbVAg5TQnk']
5,0.0452,Kelly Clarkson,2020-05-02,0.655,0.719,1.77e-05,216107,0.109,-7.4,1,I Dare You,65,2020-04-16,0o58NWBiVXewJNfNDKQyjw,0.0368,1.0,124.034,4,0.435,500,216107,10,80,6964940,1,['3BmGtnKgCSGYIUhmivXKWX']
6,0.00981,Don Toliver,2020-05-02,0.629,0.692,0.331,167915,0.603,-8.045,1,After Party,86,2020-03-13,527k23H0A4Q0UJN3vGs0Da,0.0376,1.0,162.948,4,0.453,13,167915,9,90,991395,1,['4Gso3d4CscCijv0lmajZWs']
7,0.306,Keith Urban,2020-05-02,0.594,0.6,0.0,232165,0.149,-6.712,1,God Whispered Your Name,70,2020-02-27,7Ce11Oh1kConF6UlkBWnaZ,0.0498,1.0,145.967,4,0.5,562,232165,10,78,3931239,1,['0u2FHSq3ln94y5Q57xazwf']
0,0.32,Twenty One Pilots,2020-04-25,0.754,0.583,0.00015,220051,0.144,-7.34,0,Level of Concern,77,2020-04-09,6xZ4Q2k2ompmDppyeESIY8,0.0432,1.0,122.012,4,0.77,1,220051,9,86,18632769,1,['3YQKmKGau1PzlVlkL1iodx']
1,0.0881,Tory Lanez,2020-04-25,0.775,0.823,0.0,174848,0.309,-4.941,0,Stupid Again,69,2020-04-10,1fPnUpoXCpD2NDI4vPVeLw,0.0635,1.0,120.059,4,0.65,47,174848,6,88,3295231,1,['2jku7tDXc6XoB6MO2hFuqg']
2,0.218,Selena Gomez,2020-04-25,0.811,0.512,0.0262,161188,0.0768,-6.381,1,Boyfriend,73,2020-04-09,4QnC1bIaMSfDQvF4XDhV5M,0.17,1.0,92.046,4,0.346,208,161188,7,90,23191341,1,['0C8ZW7ezQVs4URX5aX7Kqx']
3,0.144,Tory Lanez,2020-04-25,0.929,0.7,0.0,132023,0.349,-5.595,0,Broke In A Minute,78,2020-04-10,4xqIYGwwZTEem9U8A42SPF,0.0906,1.0,120.009,4,0.802,47,132023,7,88,3295231,1,['2jku7tDXc6XoB6MO2hFuqg']
4,0.373,Maddie & Tae,2020-04-25,0.596,0.522,0.0,188320,0.291,-6.633,1,Die From A Broken Heart,74,2020-04-10,3DA4SE262k6rdEtlHteNyq,0.0358,1.0,76.042,4,0.443,35,188320,9,69,627269,1,['34bhyY8jfKez7uKakMfy4y']
