,acousticness,artist,chart_date,danceability,energy,instrumentalness,length,liveness,loudness,mode,name,popularity,release_date,song_id,speechiness,target,tempo,time_signature,valence,weeks,duration_ms,sections,artist_popularity,artist_followers,number_of_artists,list_of_artists
0,0.112,50 Cent,2007-05-26,0.642,0.846,0.0,190653,0.045,-3.856,1,Straight To The Bank,48,2007-01-01,6530klKZZmOHL2ACme2rRJ,0.423,1.0,179.548,4,0.519,157,190653,8,87,6428943,1,['3q7HBObVc0L8jNeTe5Gofh']
1,2.41e-05,Lifehouse,2007-05-26,0.442,0.952,0.0,203640,0.205,-2.214,1,First Time,49,2007,40Fp6pxcS9l08kL1R50mR4,0.0541,1.0,130.682,4,0.505,77,203640,9,70,1515544,1,['5PokPZn11xzZXyXSfnvIM3']
2,0.239,Eve,2007-05-26,0.82,0.854,0.0,192440,0.359,-4.153,1,Tambourine,60,2007-01-01,1U16aNzvnlfARgjWXjKmQj,0.22,1.0,102.623,4,0.574,17,192440,12,70,771873,1,['4d3yvTptO48nOYTPBcPFZC']
3,0.549,Secondhand Serenade,2007-05-26,0.422,0.519,0.0,200160,0.102,-5.531,1,Vulnerable,50,2007,1JJOL5EhixrtlbXDWKS0yj,0.0339,1.0,179.811,4,0.358,1,200160,10,64,814840,1,['6eouuqqGggqDlYRV63cgPo']
4,0.000963,Ozzy Osbourne,2007-05-26,0.578,0.937,2.25e-06,239826,0.4,-3.926,1,I Don't Wanna Stop,62,2007-05-18,5axOkQnmQmwtjr4bv1Xt7i,0.0724,1.0,137.937,4,0.769,1,239826,9,78,3186885,1,['6ZLTlhejhndI4Rh53vYhrY']
5,0.0317,MiMS,2007-05-26,0.771,0.693,0.0,203626,0.342,-7.483,1,Like This,49,2007-01-01,2Z2JnZNB7lbUdKR5GynUlV,0.293,1.0,97.163,4,0.525,1,203626,7,52,94574,1,['76RrKpsvOmSKG8CIjROdSG']
6,0.473,Musiq Soulchild,2007-05-26,0.499,0.61,0.0,260017,0.0722,-5.11,0,teachme,55,2007-03-13,0ODFPypnJLE6hKgahiuSzn,0.135,1.0,172.969,3,0.436,16,260017,12,64,807013,1,['3UVRliakQfa1pMWIsNuiZ8']
7,0.00788,Keith Urban,2007-05-26,0.627,0.841,1.47e-06,242760,0.0552,-5.885,0,I Told You So,43,2007-01-01,4UTcJuLaHwsPPP1bNnTRDt,0.0316,1.0,105.995,4,0.73,194,242760,13,78,3931239,1,['0u2FHSq3ln94y5Q57xazwf']
8,0.0673,Beyoncé,2007-05-26,0.865,0.829,0.0,205813,0.253,-6.981,0,Get Me Bodied,49,2006-09-04,6fmeXejj4CNkAQ78yao7oE,0.315,1.0,96.511,4,0.651,1,205813,7,89,24867339,1,['6vWDO969PvNqNYHIOW5v0m']
9,0.194,Nelly Furtado,2007-05-26,0.661,0.653,1.84e-05,311093,0.119,-7.717,0,All Good Things (Come To An End),45,2006-01-01,6NyWT02RGO5OgT55JDjI08,0.0357,1.0,100.899,4,0.387,47,311093,14,77,2208802,1,['2jw70GZXlAI8QzWeY2bgRc']
0,0.111,Bon Jovi,2007-05-19,0.51,0.417,6.36e-05,276453,0.116,-7.583,1,(You Want To) Make A Memory - Pop Album Version,52,2007-01-01,09ln4QumFqjIkfCFiW9aRk,0.0263,1.0,148.01,4,0.145,42,276453,8,82,8437668,1,['58lV9VcRSjABbAbfWS6skp']
1,0.0063,Various Artists,2007-05-19,0.3,0.643,1.81e-06,263733,0.147,-6.164,0,Working Class Hero,45,2007-06-11,1rls1uw64JiGI2O7MZABWj,0.0366,1.0,108.798,4,0.211,2,263733,9,84,11274683,1,['7oPftvlwr6VrsViSDV7fJY']
2,0.102,Down A.K.A Kilo,2007-05-19,0.877,0.839,0.0,198217,0.0735,-3.988,1,Lean Like A Cholo,50,2007-04-10,5EQjO4dIVCU6FUKrmkJ13M,0.275,1.0,71.977,5,0.926,1,198217,11,38,1458,1,['3ALJMSAJLWusPPBRwwJJ5U']
0,0.00168,Kelly Clarkson,2007-05-12,0.514,0.91,0.00187,217293,0.224,-2.978,0,Never Again,46,2007,24y3tSyLdRbpVsKhQrR2oj,0.0714,1.0,145.907,4,0.472,243,217293,11,80,6964940,1,['3BmGtnKgCSGYIUhmivXKWX']
1,0.0209,The White Stripes,2007-05-12,0.417,0.63,0.0134,254533,0.0543,-7.24,1,Icky Thump,63,2007-06-15,2LMq1O0NiqGhPOlXo3McYQ,0.0898,1.0,94.214,4,0.341,28,254533,12,75,2259583,1,['4F84IBURUo98rz4r61KF70']
2,0.167,Joe,2007-05-12,0.71,0.477,1.24e-06,232533,0.128,-7.44,1,If I Was Your Man,53,2007-04-24,5PH2eU6P5LdnwDezBu8334,0.0397,1.0,94.932,4,0.143,31,232533,11,69,1105624,1,['3zTOe1BtyTkwNvYZOxXktX']
3,0.0397,The Pussycat Dolls,2007-05-12,0.777,0.957,2.91e-05,219093,0.0855,-3.863,0,I Don't Need A Man,47,2005-01-01,0XEBKZHp8imfvf9NYjV8Kg,0.0442,1.0,105.844,4,0.756,27,219093,10,75,3850385,1,['6wPhSqRtPu1UhRCDX5yaDJ']
4,0.00051,Yung Berg,2007-05-12,0.373,0.67,0.0,229840,0.304,-7.098,1,Sexy Lady (featuring Junior) (feat. Junior),39,2007-04-03,34LDpnJTzst8uc8T1oSHFy,0.303,1.0,184.977,4,0.274,1,229840,9,57,32912,2,"['0BrPKSAeplwezYR1T2DF9s', '5g3B6vce2x5AGRetu3ViYv']"
0,0.205,Fergie,2007-05-05,0.708,0.641,0.0,268120,0.0945,-4.296,1,Big Girls Don't Cry (Personal),75,2006-01-01,3Q4WeJmzxuDpzMu9QjQqbM,0.0335,1.0,113.082,4,0.253,49,268120,10,74,4060388,1,['3r17AfJCCUqC9Lf0OAc73G']
1,0.0327,Bucky Covington,2007-05-05,0.62,0.686,0.0,208573,0.101,-5.027,1,A Different World,48,2007-04-17,0E0B8a7LSVgbQL160oUnwO,0.0276,1.0,128.962,4,0.464,1,208573,12,41,96124,1,['5sVu3ObJTpiln7yRQkMuje']
2,0.00541,Shop Boyz,2007-05-05,0.619,0.709,0.0,253400,0.507,-4.633,1,Party Like A Rock Star,61,2007-01-01,1IYaMVfidzSfvCUZYXhsU1,0.0395,1.0,144.972,4,0.68,1,253400,13,51,67366,1,['3v3clM1KQgVfpPjKJFPAmx']
3,0.368,Montgomery Gentry,2007-05-05,0.578,0.471,0.0,196706,0.159,-7.27,1,Lucky Man,49,2006-10-24,4GiXBCUF7H6YfNQsnBRIzl,0.0289,1.0,133.061,4,0.532,149,196706,13,63,975726,1,['3bGXaFVQLASmDMdjjeJr8a']
4,0.189,Avril Lavigne,2007-05-05,0.458,0.719,0.0,240047,0.228,-3.921,0,When You're Gone,69,2007-04-17,54JKnDB3CzVu8wNAOM27BI,0.0323,1.0,142.032,4,0.168,123,240047,8,80,6381677,1,['0p4nmQO2msCgU4IF37Wi3j']
5,0.000432,Gary Allan,2007-05-05,0.57,0.814,1.45e-05,210640,0.0788,-8.444,1,A Feelin' Like That,35,2007-01-01,4zhiR8GdYCOShGhs0itUyo,0.0387,1.0,113.489,4,0.515,120,210640,11,62,741106,1,['37W8SKV5Vc8lcGtdyWCA5m']
6,0.253,George Strait,2007-05-05,0.586,0.762,0.0,247880,0.109,-4.055,1,Wrapped,44,2006-01-01,1FWAB1KZHJnAeET0288xha,0.0263,1.0,114.067,4,0.59,134,247880,8,76,2203244,1,['5vngPClqofybhPERIqQMYd']
7,0.0081,Jason Aldean,2007-05-05,0.626,0.856,3.8e-06,190560,0.13,-4.114,1,Johnny Cash,52,2007-05-29,7C2Th9WKovi6NyjGoqaPsK,0.0463,1.0,112.078,4,0.699,53,190560,12,80,4171056,1,['3FfvYsEGaIb52QPXhg4DcH']
8,0.2,Josh Turner,2007-05-05,0.592,0.761,1.4e-05,179586,0.146,-6.212,1,Me And God,49,2006,2lfBuEVBgvKLAkcypn68VD,0.0284,1.0,153.362,4,0.861,59,179586,8,69,1873082,1,['7vCtweS8UVAXTyau2j0rDT']
9,0.0293,Incubus,2007-05-05,0.45,0.895,0.0,257253,0.116,-4.739,1,Dig,60,2006-11-28,5wvYib82q05wiNjLElD8GJ,0.0386,1.0,77.577,4,0.463,30,257253,9,73,2375646,1,['3YcBF2ttyueytpXtEzn1Za']
0,0.00511,Fall Out Boy,2007-04-28,0.459,0.891,0.0,203506,0.106,-5.057,0,Thnks fr th Mmrs,77,2007-01-01,3Zwu2K0Qa5sT6teCCHPShP,0.0623,1.0,154.837,4,0.588,100,203506,9,84,8290401,1,['4UXqAaa6dQYAk18Lv7PEgX']
1,0.0756,Justin Timberlake,2007-04-28,0.606,0.591,0.0,252973,0.328,-7.228,0,Summer Love,63,2006-09-12,1MBM7CyZbwJpVbbZJnHHRg,0.087,1.0,95.802,4,0.477,134,252973,11,84,9818714,1,['31TPClRtHm23RisEBtV3X7']
2,0.395,Björk,2007-04-28,0.626,0.948,0.00278,373853,0.385,-7.838,1,Earth Intruders,27,2007-05-08,7GgzqbrToXcicwk4yBS1BN,0.27,1.0,108.981,4,0.18,1,373853,19,66,1224619,1,['7w29UYBi0qsHi5RTcv3lmA']
3,0.541,Jennifer Lopez,2007-04-28,0.641,0.659,6.02e-06,297573,0.162,-7.149,0,Qué Hiciste,47,2007-03-27,6jGH911Nz9lPCSK9pd4tVQ,0.0857,1.0,116.148,4,0.628,22,297573,12,81,8838100,1,['2DlGxzQSjYe5N6G9nkYghR']
4,0.132,Swizz Beatz,2007-04-28,0.785,0.95,0.000229,154226,0.362,-5.136,1,It's Me Snitches,24,2007-08-21,04fPt6Ej6T5HCALlVVM9d3,0.267,1.0,92.033,4,0.145,1,154226,8,67,265922,1,['2cADQgiLMjNhbsfeN52Bf3']
0,0.0141,Linkin Park,2007-04-21,0.623,0.93,1.64e-06,205613,0.138,-5.285,1,What I've Done,77,2007-05-14,18lR4BzEs7e3qzc0KVkTpU,0.0324,1.0,120.119,4,0.287,113,205613,8,88,17063709,1,['6XyY86QOPPrYVGvF9ch6wz']
1,0.00143,Dashboard Confessional,2007-04-21,0.636,0.838,1.22e-05,199106,0.0573,-3.988,1,Stolen,49,2006,1fZhHANKVFNZ9W8iSh76gF,0.0329,1.0,101.584,4,0.318,5,199106,9,62,446184,1,['4ERtgeBbWRkFzIz6LaFCeY']
2,0.0654,Various Artists,2007-04-21,0.592,0.798,0.0,204466,0.144,-3.196,1,Kiss the Girl,43,2007-01-01,77ltWp9xNbfhldXx3IEqVx,0.0501,1.0,130.026,4,0.369,2,204466,9,60,908585,1,['2ddxtfC0oS8LoktXUHE7YL']
3,0.00485,Maroon 5,2007-04-21,0.803,0.851,0.000358,211080,0.0577,-2.429,1,Makes Me Wonder,56,2007-01-01,1lHXlGlve5Zx8tXLhyjDwM,0.0357,1.0,113.996,4,0.881,127,211080,12,90,27576712,1,['04gDigrS5kc9YWfZHwBETP']
4,0.209,Tracy Lawrence,2007-04-21,0.524,0.797,0.0,227840,0.286,-4.777,1,Find out Who Your Friends Are,59,2007-01-30,73njvNJmgXA180vTPkA16C,0.0329,1.0,159.859,4,0.783,17,227840,11,77,7153390,4,"['2BQVRw9md4UKcGUrDXABCD', '6roFdX1y5BYSbp60OTJWMd', '3grHWM9bx2E9vwJCdlRv9O', '1NSuMBUj4oAk0F1IfJ6zU4']"
5,0.457,Fantasia,2007-04-21,0.569,0.596,8.99e-05,217346,0.205,-6.486,1,When I See U,70,2006-12-09,4iuNZTcvT9diFySSzVsnVS,0.171,1.0,93.134,4,0.757,63,217346,12,62,1257799,1,['7xAcVHPiirnUqfdqo0USb1']
0,0.0312,Brad Paisley,2007-04-14,0.623,0.79,3.77e-05,273160,0.106,-6.316,1,Ticks,51,2007,736KP0gdltJQWPKk0wVL7l,0.0283,1.0,94.433,4,0.718,129,273160,11,71,1885103,1,['13YmWQJFwgZrd4bf5IjMY4']
1,0.0286,Rob Thomas,2007-04-14,0.163,0.616,0.0,224720,0.0826,-9.996,1,Little Wonders,56,2007-01-01,6j6bTAiW0oEfLlAjmRNcbb,0.044,1.0,81.993,4,0.33,95,224720,7,67,598372,1,['3aBkeBhwadnWMWoVJ2CxJC']
2,0.872,Plain White T's,2007-04-14,0.656,0.291,0.0,232533,0.114,-10.572,1,Hey There Delilah,81,2005-01-01,4RCWB3V8V0dignt99LZ8vH,0.0293,1.0,103.971,4,0.298,7,232533,13,71,887005,1,['1g1yxsNVPhMUl9GrMjEb2o']
3,0.545,Young Buck,2007-04-14,0.797,0.667,0.0,254493,0.0357,-6.095,0,Get Buck,49,2006-01-01,2v89G6dKQHB3LiV1Ej1vfX,0.158,1.0,76.51,4,0.621,32,254493,9,65,642681,1,['4pr7J7wzgObkE3DD3Izi7q']
4,0.506,Alan Jackson,2007-04-14,0.592,0.555,0.0527,253640,0.14,-8.868,1,A Woman's Love,29,2006-09-25,5sQbHxvOSDHbyLf6JrZjxC,0.0316,1.0,139.404,4,0.39,82,253640,10,76,1367331,1,['4mxWe1mtYIYfP040G38yvS']
5,0.0365,MIKA,2007-04-14,0.67,0.909,0.00407,235173,0.11,-4.95,0,Love Today,48,2007-01-01,6ZBJFWDYJSTQg54eDsqnkJ,0.067,1.0,124.461,4,0.544,9,235173,13,71,1049367,1,['5MmVJVhhYKQ86izuGHzJYA']
6,0.0173,Papa Roach,2007-04-14,0.575,0.591,0.0,246333,0.173,-5.916,0,Forever,54,2006-01-01,7zQ5nqAKKfk0gtBgV70gyq,0.028,1.0,107.967,4,0.332,67,246333,9,77,3484187,1,['4RddZ3iHvSpGV4dvATac9X']
7,0.00012,Breaking Benjamin,2007-04-14,0.347,0.868,0.000273,218466,0.0845,-4.145,0,Breath,64,2006-01-01,4JXfNOePhdgMOI7KZ1L25U,0.0467,1.0,182.851,4,0.313,43,218466,13,76,3195157,1,['5BtHciL0e0zOP7prIHn3pP']
0,0.39,Michael Bublé,2007-04-07,0.686,0.688,1.03e-06,212373,0.0924,-4.981,0,Everything,71,2007-04-30,4T6HLdP6OcAtqC6tGnQelG,0.0254,1.0,123.125,4,0.493,1,212373,12,81,4142210,1,['1GxkXlMwML1oSg5eLPiAz3']
1,0.25,Elliott Yamin,2007-04-07,0.764,0.487,0.0,261320,0.184,-6.734,1,Wait for You,63,2007-03-23,0U969xYNlAyfzi8P1TaO7u,0.0281,1.0,116.027,4,0.352,2,261320,10,53,88141,1,['4am1I89OWXUzFh4ctRLkdd']
2,0.32,Big & Rich,2007-04-07,0.599,0.574,0.0,210842,0.226,-7.363,1,Lost in This Moment,47,2007-06-05,6WacAQkSA7QkEPnxse7WWw,0.0434,1.0,147.751,4,0.677,34,210842,11,62,839923,1,['0oBEeN6BCxEgMogzThqrPf']
3,0.00333,Joss Stone,2007-04-07,0.864,0.927,6.93e-05,169186,0.821,-4.285,0,Tell Me 'Bout It,41,2007-01-01,7GmELLCacoDxgw74xfeUE4,0.11,1.0,109.303,4,0.686,1,169186,7,63,849962,1,['7bvcQXJHkFiN1ppIN3q4fi']
4,0.00462,P!nk,2007-04-07,0.688,0.734,0.0,208493,0.0756,-4.569,1,Who Knew,64,2006-04-04,2hns6Dv29Yrg68AVTJiAyA,0.0274,1.0,140.004,4,0.46,73,208493,10,85,9569127,1,['1KCSPY1glIKqW2TotWuXOR']
5,0.193,Emerson Drive,2007-04-07,0.498,0.481,0.0,298026,0.0868,-8.04,1,Moments,34,2006-09-19,0cD8u4HSKXY8fYEqSxhUJb,0.0278,1.0,141.911,4,0.303,35,298026,12,45,183491,1,['1efrXlPhLKv7PvgUxVcqIS']
0,0.00887,Hilary Duff,2007-03-31,0.852,0.896,6.03e-05,181000,0.0216,-5.465,0,With Love,46,2007-01-01,7DjTfU6kIcoXaAO02f5EOz,0.0681,1.0,121.978,4,0.961,40,181000,8,61,1687908,1,['2S9W9aSAd7e5mp8WqWxN2h']
1,0.000892,Nine Inch Nails,2007-03-31,0.618,0.675,0.216,262493,0.133,-5.723,1,Survivalism,40,2007-04-17,6iuRL2eQNTNQ2trVdbBYsE,0.0679,1.0,129.983,4,0.354,30,262493,12,70,1616049,1,['0X380XXQSNBYuleKzav5UO']
2,0.123,Lloyd,2007-03-31,0.822,0.905,0.0,209533,0.0496,-4.032,0,Get It Shawty - Main,60,2007-01-01,2a03afRiyAbNAleOByVju4,0.241,1.0,128.014,4,0.674,1,209533,9,69,1490448,1,['1Xfmvd48oOhEWkscWyEbh9']
3,0.0132,Amy Winehouse,2007-03-31,0.705,0.806,0.00428,256946,0.0701,-3.607,1,You Know I'm No Good,67,2006-10-27,4zQuwW24dweWcaX0fEJkP2,0.0309,1.0,103.383,4,0.734,1,256946,13,79,6701066,1,['6Q192DXotxtaysaqNPy5yR']
4,0.0473,Amy Winehouse,2007-03-31,0.434,0.872,1.83e-06,213760,0.396,-2.974,1,Rehab,68,2006-10-27,1L5tZi0izXsi5Kk5OJf4W0,0.0702,1.0,71.515,4,0.732,1,213760,12,79,6701066,1,['6Q192DXotxtaysaqNPy5yR']
0,0.307,Billy Currington,2007-03-24,0.716,0.72,0.0,215853,0.135,-2.183,1,Good Directions,68,2005-01-01,7GQjJEwqlp6m5HNWVQd6OR,0.0319,1.0,122.512,4,0.464,55,215853,7,71,1872302,1,['1By9QBFnjZAoI83BZppHlt']
1,0.288,Taylor Swift,2007-03-24,0.621,0.417,0.0,203040,0.119,-6.941,1,Teardrops On My Guitar - Radio Single Remix,63,2006-10-24,7zMcNqs55Mxer82bvZFkpg,0.0231,1.0,99.953,4,0.289,21,203040,10,95,33312478,1,['06HL4z0CvFAxyc27GXpf02']
0,0.000738,Avril Lavigne,2007-03-17,0.56,0.959,0.000206,216131,0.209,-2.433,1,Girlfriend,76,2007-04-17,45hOioMDJktr86iKDHC8gr,0.102,1.0,163.983,4,0.67,110,216131,10,80,6381677,1,['0p4nmQO2msCgU4IF37Wi3j']
1,0.329,Elliott Yamin,2007-03-17,0.7,0.395,0.0,221053,0.0833,-5.983,0,Movin' On,24,2007-03-23,3fzOl3tXMD7Jp6srNsTwvz,0.0823,1.0,97.771,4,0.17,1,221053,11,53,88141,1,['4am1I89OWXUzFh4ctRLkdd']
2,0.267,Ciara,2007-03-17,0.701,0.724,0.0,237053,0.0867,-5.751,0,Like a Boy,60,2006,358bOvBiZCS9fRzNYosw6c,0.145,1.0,132.035,4,0.425,18,237053,9,75,4592785,1,['2NdeV5rLm47xAvogXrYhJX']
3,0.00217,Daughtry,2007-03-17,0.443,0.853,1.77e-06,255666,0.198,-3.885,1,Home,58,2006,2mobr1UlKjhxDTOVqng3jw,0.0361,1.0,143.986,4,0.338,15,255666,11,70,1486530,1,['5P5FTygHyx2G57oszR3Wot']
4,0.528,Ne-Yo,2007-03-17,0.81,0.538,0.0,266840,0.0951,-5.784,0,Because Of You,76,2007-01-01,6CFPFnS9EcLs2I0nWqtWci,0.0356,1.0,109.97,4,0.828,68,266840,9,82,5594102,1,['21E3waRsmPlU7jZsS13rcj']
5,0.0575,The Fray,2007-03-17,0.447,0.592,4.47e-06,266773,0.13,-3.015,0,Look After You,66,2005-09-13,5l6hpyTGBK0LAAxgPnqTQL,0.0319,1.0,78.039,4,0.283,91,266773,9,75,3084568,1,['0zOcE3mg9nS6l3yxt1Y0bK']
6,0.205,Hinder,2007-03-17,0.449,0.682,0.0,223533,0.175,-5.295,0,Better Than Me,62,2005-01-01,10fddGyyeUquZZ2uPTjD7P,0.029,1.0,139.924,4,0.254,34,223533,9,65,1228785,1,['6BMhCQJYHxxKAeqYS1p5rY']
7,0.206,Tim McGraw,2007-03-17,0.48,0.621,0.0,237120,0.134,-4.814,1,Last Dollar (Fly Away),46,2010-11-30,5wZv3YevrrMZBlNrUTI4Yd,0.0372,1.0,207.676,4,0.713,195,237120,10,77,3345088,1,['6roFdX1y5BYSbp60OTJWMd']
0,0.106,Marques Houston,2007-03-10,0.676,0.662,0.0,245026,0.122,-6.438,1,Circle,49,2007-01-01,4awnQTwynhz0j6Rk2ZwM6A,0.0442,1.0,127.999,4,0.464,22,245026,11,55,564804,1,['1goOx6gnQdUllLfSMsL4Rt']
1,0.00655,Various Artists,2007-03-10,0.559,0.562,0.0,216906,0.0863,-9.735,1,Keep Your Mind Wide Open - Original Version,27,2007-01-01,7CG8Oz7GD8cTdU9SausPhj,0.0274,1.0,111.383,4,0.633,2,216906,10,16,629,1,['6Hly7A8KsiiIDP6TW6j2SV']
2,0.000756,Huey,2007-03-10,0.745,0.568,0.0,263240,0.159,-8.332,1,"Pop, Lock & Drop It",53,2006-09-26,6vs9xToxh23nXF8sucqnfP,0.164,1.0,144.14,4,0.493,1,263240,13,49,83207,1,['33wbkdcxtduHKY53LnI1Hf']
3,0.239,Dierks Bentley,2007-03-10,0.324,0.514,4.97e-06,223200,0.107,-6.228,1,Long Trip Alone,39,2006-01-01,1CSMeA4Hx1BYNYdeIsK8GL,0.0338,1.0,184.975,4,0.216,110,223200,12,72,2339129,1,['7x8nK0m0cP2ksQf0mjWdPS']
0,0.715,Corinne Bailey Rae,2007-03-03,0.606,0.226,0.0001,243213,0.35,-10.617,0,Like A Star,64,2006-01-01,5Anh8jULgeUgciLHCR25Mk,0.0347,1.0,122.711,4,0.142,20,243213,9,70,566606,1,['29WzbAQtDnBJF09es0uddn']
1,0.731,John Mayer,2007-03-03,0.764,0.326,0.0013,245826,0.24,-9.883,1,Gravity,73,2006-09-11,3SktMqZmo3M9zbB7oKMIF7,0.0342,1.0,123.98,3,0.237,124,245826,10,84,4760870,1,['0hEurMDQu99nJRq8pTxO14']
2,0.0313,Toby Keith,2007-03-03,0.648,0.912,0.0,201333,0.38,-3.879,1,High Maintenance Woman,36,2008-10-21,709C7jhLvAmJdZXmExrdWk,0.0336,1.0,123.024,4,0.799,197,201333,11,73,1365583,1,['2bA6fzP0lMAQ4kz6CF61w8']
3,0.0123,The Fratellis,2007-03-03,0.598,0.95,0.0,197440,0.329,-5.219,1,Flathead,42,2007-01-01,5t1Eqjxu93ub0LiTgxZQOB,0.139,1.0,105.185,4,0.29,1,197440,9,64,621194,1,['3M4ThdJR28z9eSMcQHAZ5G']
4,0.00572,The Killers,2007-03-03,0.543,0.917,7.76e-05,246840,0.104,-3.391,1,Read My Mind,69,2006-09-27,7cX4PJz1old9fyFI8RlfgW,0.0444,1.0,132.246,4,0.329,92,246840,11,82,5626352,1,['0C0XlULifJtAgn6ZNCW2eu']
5,0.0238,Rascal Flatts,2007-03-03,0.603,0.761,0.0,208133,0.235,-4.753,1,Stand,52,2006-01-01,0xhiQVCz22skOX51jsrfyE,0.0314,1.0,93.858,4,0.526,256,208133,8,75,2536886,1,['0a1gHP0HAqALbEyxaD5Ngn']
0,0.676,Jordan Pruitt,2007-02-24,0.69,0.29,0.0,159466,0.109,-6.544,1,Outside Looking In,42,2007-01-01,1wF2QB0bAAYQdPUIn0L0VE,0.0282,1.0,95.976,4,0.42,5,159466,8,39,161684,1,['1JfkqBTXs6VC3JZ7RJNu7h']
1,0.0159,Sheryl Crow,2007-02-24,0.579,0.913,3.72e-05,125080,0.117,-4.009,1,Not Fade Away - for Revlon Colorist. All proceeds to Breast Cancer Research,6,2007-01-01,7FzlbCUcpAfh0ar1yNiKXK,0.0614,1.0,192.062,4,0.912,71,125080,7,70,697232,1,['4TKTii6gnOnUXQHyuo9JaD']
2,0.0583,Unk,2007-02-24,0.763,0.797,0.0,195786,0.299,-2.274,0,2 Step,49,2006-10-03,7beqVxFB2g7DlL09mvfjDv,0.0977,1.0,77.003,4,0.645,23,195786,8,50,136944,1,['0PGtMx1bsqoCHCy3MB3gXA']
0,0.0045,Jonas Brothers,2007-02-17,0.659,0.857,1.93e-06,201960,0.335,-5.85,1,Year 3000,67,2019-05-09,4zP7ADsgJgHGY6VzxbNp1z,0.0437,1.0,106.965,4,0.798,1,201960,8,82,4632961,1,['7gOdHgIoIKoe4i9Tta6qdD']
1,0.0415,Katharine McPhee,2007-02-17,0.462,0.801,0.0,215200,0.0523,-4.191,1,Over It,52,2007,6RB4Z9DwTWaVgyNg3dR9p9,0.0664,1.0,84.541,4,0.491,6,215200,6,55,127069,1,['5oWOx0BBDSMoFB8JDrjQre']
2,0.00963,Modest Mouse,2007-02-17,0.639,0.903,7.06e-05,246173,0.174,-5.013,0,Dashboard,63,2007-03-20,0Fe3WxeO6lZZxj7ytvbDUh,0.0371,1.0,135.938,4,0.96,21,246173,12,68,1101608,1,['1yAwtBaoHLEDWAnWR87hBT']
3,0.00607,Vanessa Hudgens,2007-02-17,0.469,0.689,0.00119,221866,0.114,-7.017,0,Say OK,58,2006-01-01,73qbBlEAcm2HfnAaSnP1II,0.0475,1.0,126.505,3,0.531,20,221866,10,67,1406759,1,['6G9bygHlCyPgNGxK2l3YdE']
4,0.00963,Jack Ingram,2007-02-17,0.481,0.695,0.0,227453,0.103,-4.29,1,Lips Of An Angel,29,2007-01-01,7CnuusZCdhzNQlPdUDBhcA,0.0307,1.0,131.802,4,0.276,20,227453,11,40,33728,1,['7HNEfHmDlFofG6YnMt8G7N']
5,0.0194,MIKA,2007-02-17,0.671,0.82,0.0133,187733,0.361,-5.796,1,Grace Kelly,58,2007-01-01,7dzUZec5MnWMyQnk5klnKR,0.048,1.0,122.361,4,0.685,1,187733,8,71,1049367,1,['5MmVJVhhYKQ86izuGHzJYA']
6,0.605,Norah Jones,2007-02-17,0.65,0.299,0.0118,197280,0.219,-10.76,1,Thinking About You,56,2007-01-24,0suRVpl5fIZVm7PuROSRsQ,0.03,1.0,123.597,4,0.294,1,197280,7,77,2336434,1,['2Kx7MNY7cI1ENniW7vT30N']
7,0.0936,Carrie Underwood,2007-02-17,0.548,0.775,0.0,274266,0.0721,-3.285,1,Wasted,51,2005-11-14,5d98TnYzxQmFE4vKgzWXuT,0.0306,1.0,94.998,4,0.311,59,274266,12,75,4209673,1,['4xFUf1FHVy696Q1JQZMTRj']
8,0.141,Ashley Tisdale,2007-02-17,0.655,0.857,0.0,213826,0.298,-4.148,1,Be Good to Me,46,2007,0yfcOmDBSaW1fGY1PHuwU3,0.0994,1.0,97.994,4,0.719,3,213826,11,60,908585,1,['2ddxtfC0oS8LoktXUHE7YL']
9,0.112,Sugarland,2007-02-17,0.624,0.934,0.000221,207066,0.127,-1.825,1,Settlin',46,2006-01-01,63fKCxwRWqvp2Z6HQ6MHXU,0.0479,1.0,122.056,4,0.573,76,207066,10,63,1309474,1,['0hYxQe3AK5jBPCr5MumLHD']
10,0.0971,Martina McBride,2007-02-17,0.527,0.503,1.98e-05,280866,0.107,-6.769,1,Anyway,39,2007-03-04,0AezqhM99T5CS0mrEz3OM3,0.0252,1.0,137.021,4,0.305,90,280866,11,63,870512,1,['3P33qFNGBVXl86yQYWspFj']
0,0.00143,Lily Allen,2007-02-10,0.632,0.639,0.0,196893,0.221,-5.938,1,Smile,64,2006-05-08,4aR9bPMAOFySBuQSbVWF3d,0.0259,1.0,95.506,4,0.733,1,196893,11,74,1600375,1,['13saZpZnCDWOI9D4IJhp1f']
1,0.000486,The Shins,2007-02-10,0.515,0.848,0.0,287567,0.0946,-4.835,1,Phantom Limb,32,2007-01-23,3NPiFBw3mA9qbJfo0nhk6X,0.0375,1.0,119.84,4,0.475,1,287567,11,67,991484,1,['4LG4Bs1Gadht7TCrMytQUO']
2,0.312,Brooks & Dunn,2007-02-10,0.568,0.829,2.57e-06,258693,0.514,-4.713,1,Hillbilly Deluxe,57,2005-08-30,1BMhbPsW66IXqksKC8jrCf,0.0461,1.0,155.041,4,0.551,142,258693,11,75,1628510,1,['0XKOBt59crntr7HQXXO8Yz']
