track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,artist_popularity,artist_followers
Kannala Kannala - The Melting Point of Love,Hiphop Tamizha,spotify:track:4nSwWiwtieiNmRAjy9fEXN,0.593,0.776,0,-4.343,0,0.0325,0.216,2.94e-05,0.329,0.634,81.992,215457,4,24.99648,10,0,65,1356228
How Great Is Our God,Holy Communion Instrumental Duo,spotify:track:1mDMzqQCEYLVIdPPyqiVFp,0.504,0.111,0,-17.733,0,0.0433,0.97,0.924,0.111,0.191,130.487,221820,4,35.85664,11,0,39,3445
Smoke A Little Smoke,Eric Church,spotify:track:2uZhNjlUQ9mnt0rS7hcAgF,0.77,0.641,10,-6.077,0,0.035,0.0206,0.00023,0.106,0.639,96.98,191333,4,53.1056,7,1,77,2731732
Sunshine & Whiskey,Frankie Ballard,spotify:track:6aNwDe5YH5YUPlpHkku52w,0.67,0.737,9,-6.794,1,0.0434,0.223,0,0.325,0.754,92.983,182400,4,38.58872,8,1,58,298307
Oatmeal,Cass McCombs,spotify:track:5ewShVghjkFCiyNO71CmYe,0.45,0.915,5,-5.935,1,0.0687,0.00336,0.00301,0.0346,0.582,116.17,153933,4,19.72323,8,0,57,125209
Straighthate,Sepultura,spotify:track:7LsDbWXwOkgpbEgwitBT1j,0.263,0.856,9,-6.095,1,0.0964,0.000778,0.6,0.268,0.129,155.134,321627,4,27.66846,13,0,63,1125316
Bottoms Up,Trey Songz Featuring Nicki Minaj,spotify:track:2IpGdrWvIZipmaxo1YRxw5,0.845,0.601,1,-5.283,1,0.161,0.0205,0,0.385,0.329,74.008,242013,4,37.4138,11,1,92,24415303
Hands To Myself,Selena Gomez,spotify:track:1LoriJC05IrHIDwj3q0KC1,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,200680,4,56.37931,8,1,90,23133144
Good Time,Owl City & Carly Rae Jepsen,spotify:track:1kPpge9JDLpcj15qgrPbYX,0.56,0.872,3,-4.269,1,0.14,0.0239,7.52e-06,0.371,0.681,126.053,205933,4,45.91518,10,1,76,6293540
Kuggnäs - 214,Völund Smed,spotify:track:77pdRcuYPyYK5LRefEDGjs,0.458,0.957,1,-4.486,1,0.083,0.00645,0,0.335,0.545,150.046,222227,4,48.23724,7,0,35,6312
Raggarlåten - Acoustic version,Sofie Svensson,spotify:track:5LoYFUEX9t151eb3A2eW0y,0.561,0.445,4,-7.569,1,0.0556,0.506,0,0.113,0.73,162.566,164746,4,37.50495,8,0,47,11495
All Girls Are The Same,Juice WRLD,spotify:track:4VXIryQMWpIdGgYR4TrjT1,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4,59.66669,7,1,99,12997788
Side To Side,Ariana Grande Featuring Nicki Minaj,spotify:track:1FYLqciy2MckeKgTvOCawO,0.515,0.865,6,-4.065,0,0.161,0.0251,5.59e-05,0.971,0.372,158.053,260519,4,38.33258,15,1,95,71049466
Blood Walk,Cabaret Nocturne,spotify:track:2MgPVcBvbw9y9R8tC3aH5q,0.724,0.786,7,-9.393,1,0.0483,0.0138,0.85,0.111,0.0382,109.996,424500,4,18.18933,14,0,43,35411
Floor & More,Ronny Jordan,spotify:track:3QXSboWfPXuY6XpAJfGSXe,0.782,0.422,10,-7.691,0,0.0512,0.541,0.772,0.107,0.701,90.861,304040,4,52.31607,11,0,50,25056
It's You,Ali Gatie,spotify:track:5DqdesEfbRyOlSS3Tf6c29,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,212607,4,67.42189,9,1,80,1387692
I Made a Mistake,Harold Burrage,spotify:track:6i1xBAmezSnb0gkjHpFySv,0.51,0.431,8,-10.048,0,0.118,0.503,0,0.182,0.77,86.959,117200,3,31.13751,6,0,10,263
Glint,Deafheaven,spotify:track:2x5OP2zk25OLNuErjOinfY,0.213,0.966,7,-5.3,0,0.0863,1.06e-05,0.878,0.142,0.143,94.388,657005,4,36.19777,19,0,47,138301
Soft Music/Juno Portraits Of The Jovian Sky,of Montreal,spotify:track:5V8co6Vavse9sOwIksEprS,0.653,0.74,5,-4.946,1,0.0398,0.0359,1.47e-06,0.0469,0.746,138.015,335893,4,32.84019,16,0,57,238595
Suge,DaBaby,spotify:track:2gwkD6igEhQbDQegRCcdoB,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320,4,22.72264,9,1,95,4704559
Love Like Woe,The Ready Set,spotify:track:4XRZbiVdsA5qv6f6qP70lS,0.697,0.775,10,-4.106,1,0.0636,0.139,0,0.0737,0.822,90.015,200453,4,33.70704,9,1,56,259566
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",spotify:track:0puf9yIluy9W0vpMEUoAnN,0.706,0.786,0,-3.417,0,0.0909,0.26,0,0.38,0.749,150.035,199387,4,26.88523,9,1,95,78954295
Places,Shlohmo,spotify:track:3oGqaG8lbdMzw4kgRb0CYz,0.356,0.469,6,-8.403,0,0.12,0.361,0.882,0.396,0.231,85.228,302211,4,23.77058,15,0,58,212461
One Less Lonely Girl,Justin Bieber,spotify:track:69ghzc538EQSVon2Gm3wrr,0.58,0.75,4,-4.421,1,0.194,0.159,0,0.274,0.728,86.938,229107,4,53.04711,10,1,96,38856468
Speechless,Dan + Shay,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,0.616,0.438,1,-5.968,1,0.0298,0.356,0,0.24,0.386,135.929,213387,4,78.34329,7,1,81,1924380
The Middle,"Zedd, Maren Morris & Grey",spotify:track:09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732,4,20.25545,10,1,83,5804786
Steep Hills of Vicodin Tears,A Winged Victory for the Sullen,spotify:track:3ytUgxZj1EYHb8zlk5VKk6,0.0804,0.0836,11,-21.007,1,0.04,0.767,0.853,0.119,0.0498,82.14,266840,3,128.53203,11,0,49,47459
Angel from Montgomery,John Prine,spotify:track:0rGiEQvF7oWkfqHxW9G6GC,0.575,0.482,0,-12.186,1,0.0323,0.721,0.0759,0.269,0.364,131.77,221600,4,37.89404,7,0,68,314767
Ghost Town,Adam Lambert,spotify:track:44aN5xKL3kGHvQ5bXVk6B8,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955,208330,4,44.96767,10,1,69,1112279
Geraldines Routine,Tape Five,spotify:track:42l9bIPPT5555p3KeY83y2,0.817,0.683,10,-6.59,1,0.139,0.214,8.62e-06,0.0798,0.815,119.053,188911,4,65.90026,5,0,48,55283
"Le Bien, Le Mal",Guru,spotify:track:4IVoyP0rurHAR1huGLRXs9,0.842,0.821,1,-9.86,1,0.163,0.0413,0.00249,0.346,0.594,101.986,202160,4,20.45929,12,0,58,314445
Cheap Thrills,Freedom Dub,spotify:track:2K1PbCQGCS3lM2pFEBCzUl,0.754,0.615,6,-8.746,0,0.0461,0.0304,0.00578,0.179,0.62,90.005,216422,4,23.68503,9,0,48,4532
Sexy People (The Fiat Song),Arianna Featuring Pitbull,spotify:track:4X06LeyOO0NZoqOowDmp3a,0.708,0.79,9,-4.49,0,0.0544,0.015,3.22e-05,0.272,0.657,131.075,208667,4,34.31392,8,1,86,7982389
Brood - Live @ Graspop Metal Meeting '18,Fleddy Melculy,spotify:track:6mfdBomp1s96ookz7WODoD,0.189,0.954,11,-4.084,1,0.102,0.00036,0.0432,0.602,0.0528,80.183,255293,4,35.7409,13,0,31,7761
Hey Deannie,Mcrackins,spotify:track:3yCd0UD8yuVEzpMz8tgVSm,0.3,0.985,7,-3.161,1,0.112,0.00884,0,0.0788,0.53,171.613,164160,4,33.3251,10,0,10,1283
Metal,Black Asteroid,spotify:track:7ulRdYSgqwrIK66h8WgyjV,0.775,0.919,7,-13.044,1,0.0426,0.359,0.922,0.118,0.0335,129.988,421210,4,70.85815,17,0,19,3624
Record Year,Eric Church,spotify:track:5fSPbm5lcwtqwXkeQQswW8,0.589,0.641,5,-8.12,1,0.0838,0.205,0,0.0864,0.57,160.031,179347,4,35.1358,7,1,77,2731732
Fineshrine,Purity Ring,spotify:track:5KeyVNymqfqac1wLDseK8v,0.609,0.798,5,-4.448,0,0.0404,0.018,8.68e-06,0.434,0.401,130.034,209760,4,81.4581,7,0,61,518282
Burn The Ships,for KING & COUNTRY,spotify:track:6qNSq6OKjNgXAn3Kj9HBKf,0.497,0.542,5,-7.398,1,0.0315,0.16,1.4e-05,0.084,0.0707,93.57,276400,4,37.17849,11,0,69,683768
Magic,Coldplay,spotify:track:23khhseCLQqVMCIT1WMAns,0.738,0.483,6,-8.915,0,0.0403,0.0262,0.616,0.106,0.355,93.458,285014,4,30.37254,12,1,90,27540924
Selfish,Future Featuring Rihanna,spotify:track:6yHkPtl6UQ7RjtJLBPzbJw,0.415,0.369,8,-10.044,1,0.0741,0.0303,7.64e-06,0.383,0.0913,95.746,251423,4,26.52023,11,1,92,48968398
Shadow Days,John Mayer,spotify:track:3RgR3cFZ6xh7MlB9DURK6e,0.52,0.559,2,-9.615,1,0.0254,0.0736,0.349,0.116,0.254,146.944,228173,4,44.06129,10,1,84,4755425
Nazar Lag Jayegi,Millind Gaba,spotify:track:3y4e6lXqfubQYrAKhauUHX,0.768,0.828,10,-3.877,0,0.184,0.413,0,0.203,0.81,99.958,220159,4,28.71095,11,0,61,822225
Stolen Dance,Milky Chance,spotify:track:6vECYJHxYmm3Ydt3fF01pE,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684,4,25.79624,12,1,76,1403731
Binaural Alpha Sinus 120 Hz - 128 Hz,Vorssenn,spotify:track:1dkEjpn7OcceNXA8TbO6fO,0.138,0.152,0,-17.319,1,0.0685,0.858,0.848,0.119,0.0349,81.558,208000,5,50.69956,9,0,47,660
Girl On Fire,Alicia Keys Featuring Nicki Minaj,spotify:track:4esOae7i4rqTbAu9o5Pxco,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,224920,4,45.17219,9,1,84,8011706
Le Cimetière Marin,Arve Henriksen,spotify:track:2iMAWzYlP6xVwql2UOPUGY,0.374,0.023,5,-20.869,0,0.0479,0.988,0.893,0.102,0.358,138.158,268346,3,28.43784,16,0,44,13860
Kiss You,One Direction,spotify:track:0AkQbXGN4KG34TS7xLrM68,0.63,0.934,4,-2.559,1,0.0589,0.0186,0,0.324,0.905,89.992,182960,4,26.72317,7,1,91,18259054
Hey Mister,Miss May I,spotify:track:3ORgbqQVR5oj2QlX1nML8l,0.384,0.992,10,-3.249,0,0.125,3.36e-05,7.79e-05,0.565,0.0988,160.038,235640,4,36.82848,11,0,55,350946
I Will Always Love You,Whitney Houston,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,0.306,0.214,4,-12.518,1,0.0356,0.844,5.3e-06,0.0839,0.108,66.98,271093,4,34.6764,11,1,82,5932251
Might Be,DJ Luke Nasty,spotify:track:7KLB6Jptw9wyQXkSLiO8qh,0.448,0.782,9,-6.766,0,0.458,0.378,0,0.114,0.694,74.037,210704,4,31.50573,7,1,54,88814
Into Everlasting Fire,Immolation,spotify:track:2g6LzldW7Bl4LabnYx4PmG,0.213,0.903,1,-12.154,1,0.112,4.95e-05,0.842,0.151,0.265,140.969,315000,4,66.16864,13,0,35,60146
Get Along,Kenny Chesney,spotify:track:6n6OQfBpCgzF9oEg8zhBN7,0.632,0.804,7,-6.109,1,0.0503,0.101,0,0.17,0.35,92.456,199625,4,58.62868,8,1,77,3179806
Earfquake,"Tyler, The Creator",spotify:track:5hVghJ4KaYES3BFUATCYn0,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,4,46.41927,9,1,85,5218584
Jerry Sprunger,Tory Lanez & T-Pain,spotify:track:6JsHgIkMYHcbNtKfsal2Mg,0.76,0.746,0,-5.331,0,0.227,0.137,0,0.0905,0.449,100.011,233546,4,48.30754,11,1,88,6202446
Sundrop Pop,CASTLEBEAT,spotify:track:0pnxSdMxpafEX3Oj7Az830,0.208,0.516,7,-8.479,1,0.0335,0.108,0.631,0.144,0.169,113.07,216944,4,48.93765,8,0,52,57604
Metal Gods - Live from Battle Cry,Judas Priest,spotify:track:1ET9B8GT7Px38QlzKNPCCF,0.378,0.891,10,-4.735,1,0.0428,1.03e-05,0.0136,0.777,0.14,96.105,253867,4,48.45906,11,0,71,2295826
1901,Phoenix,spotify:track:3FM33HqRlV7J1QJoPOnd2u,0.591,0.831,0,-5.647,1,0.0415,0.0605,4.67e-05,0.19,0.705,144.084,193107,4,26.55089,10,1,69,1625140
Gunshotta,Machinedrum,spotify:track:5IM1TAhZ0tGhPketsWMC02,0.661,0.788,11,-7.828,0,0.141,0.00436,0.728,0.242,0.294,169.935,346118,4,39.35305,11,0,54,75370
Wish You Were Here,Avril Lavigne,spotify:track:5XHf9PBxxHmJFuiDkGNIOA,0.454,0.865,4,-3.841,1,0.0561,0.0323,0,0.186,0.34,166.018,225760,4,28.77377,11,1,80,6366295
Korpi Metal Riders,Blood Region,spotify:track:3LeJAt7zy9WtuxcON4mndi,0.506,0.955,4,-6.801,0,0.0893,5.64e-05,0.0228,0.0943,0.257,111.196,242116,4,35.17601,12,0,8,312
De Kinderballade,Boudewijn de Groot,spotify:track:1LwIGBDEtLGsvFBaqT6Obl,0.361,0.244,7,-10.678,1,0.0293,0.816,1.84e-05,0.088,0.366,84.962,253533,4,43.31302,14,0,54,116195
Cheap Thrills,Freedom Dub,spotify:track:2OiOPd52LlkVcXFQElxoPK,0.754,0.615,6,-8.746,0,0.0461,0.0304,0.00578,0.179,0.62,90.005,216422,4,23.68503,9,0,48,4532
Might Not,Belly Featuring The Weeknd,spotify:track:5e9aFSdnkQUrm5y8Dhw0qN,0.792,0.563,1,-4.836,1,0.0787,0.318,0,0.13,0.321,134.022,224213,4,72.13853,11,1,96,25427375
Mark My Words,Justin Bieber,spotify:track:2SnNaoNhMjC1WRMTWD8qTX,0.383,0.256,0,-8.572,1,0.0332,0.88,2.69e-06,0.169,0.519,114.188,134347,4,50.80174,7,1,96,38856468
Numero,Apulanta,spotify:track:763AYt0KdmyCoLznknsBHO,0.577,0.858,10,-6.711,0,0.139,0.000299,0.0899,0.557,0.612,96.347,320893,4,54.4449,10,0,57,102935
Farmer's Daughter,Rodney Atkins,spotify:track:5zGqTc1WQUe8XqqdnrpKTV,0.612,0.791,6,-3.519,1,0.0291,0.224,0,0.112,0.786,133.977,207040,4,48.57322,8,1,68,1329447
Nebelmond - Black Metal Version,Garden of Grief,spotify:track:5h3sar2TZKGMUJgttUZJdD,0.0805,0.957,6,-3.842,1,0.0966,7.3e-05,0.88,0.32,0.0374,170.144,826218,5,48.33551,28,0,0,97
Whispered Relaxing Haircut Pt. 6,Gibi ASMR,spotify:track:21Fzow7ardx92MWMkgWoOH,0.346,0.0127,8,-41.408,1,0.141,2.31e-05,0.0245,0.0864,0.184,82.447,315600,4,57.95194,11,0,56,123558
"Fight On, Fighter",for KING & COUNTRY,spotify:track:7lPM8uXuIO5MDWv6L0TPaZ,0.616,0.641,1,-6.696,1,0.0354,0.0104,0,0.0813,0.134,107.979,218107,4,22.40093,10,0,69,683768
Aggressive Fornicator,Blasfemia,spotify:track:6HCF6S8JvzoetNyLoQGlnL,0.197,0.977,1,-7.156,1,0.172,1.82e-05,0.943,0.324,0.115,124.868,245000,4,26.82766,9,0,1,119
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,spotify:track:543bCW2ruMPmxUBWirQ3MR,0.746,0.787,4,-6.373,1,0.12,0.214,0,0.0669,0.607,95.005,206187,4,31.46021,11,1,93,79071299
Promise,Romeo Santos Featuring Usher,spotify:track:0jr6tT2vc4cIFPHb6wufG3,0.764,0.739,1,-6.422,1,0.0574,0.403,0,0.0821,0.77,132.995,252253,4,30.1019,11,1,85,19712305
The Man,Aloe Blacc,spotify:track:2stPxcgjdSImK7Gizl8ZUN,0.308,0.769,11,-7.256,0,0.065,0.0331,0,0.214,0.488,81.853,254880,4,29.07343,11,1,75,604540
Opened Up the Heavens,Isla Vista Worship,spotify:track:0mq5n87KPgmWAatkZkjPoi,0.509,0.476,8,-7.959,1,0.0396,0.403,0.000185,0.178,0.36,88.054,272727,4,65.47549,9,0,57,80489
Crooked Smile,Hella,spotify:track:0hXInI3PSbNNHDu2NbQGiU,0.571,0.744,7,-7.878,1,0.146,0.435,0,0.829,0.868,81.052,276284,4,35.225,13,0,37,43706
Orphans of the Sky,36,spotify:track:3wwxIAfuJWjxgzgrQIjARs,0.172,0.148,10,-18.667,1,0.0394,0.908,0.763,0.0834,0.038,123.948,412891,3,21.75482,27,0,44,15367
Fresh Eyes,Andy Grammer,spotify:track:5NDUXbMwcnTQp66tI2zcdR,0.828,0.56,0,-6.685,1,0.0327,0.548,3.66e-05,0.15,0.872,122.054,198001,4,32.70325,12,1,78,849338
Can't Get Enough,J. Cole Featuring Trey Songz,spotify:track:3mTpegrOwRn0oJjv4TSbEE,0.768,0.62,2,-7.399,1,0.0658,0.139,0,0.521,0.589,132.035,225960,4,23.38601,11,1,88,17279283
Higher Love,Kygo X Whitney Houston,spotify:track:6oJ6le65B3SEqPwMRNXWjY,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,4,27.33844,11,1,89,12755578
No Flex Zone,Rae Sremmurd,spotify:track:1sw6h6YPbJ8cLedhg3wDpC,0.925,0.518,8,-5.831,1,0.106,0.00433,0,0.0976,0.241,120.064,231067,4,24.26451,9,1,78,6108284
Ghost Mountain,The Unicorns,spotify:track:6qkOSOyMbMLVj1zJlcPEPx,0.673,0.43,11,-8.97,1,0.0434,0.624,0.0411,0.082,0.605,79.939,190247,4,30.86975,8,0,43,58963
Thotiana,Blueface,spotify:track:3oh6SCCeLuXhFpEyepla6G,0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104.025,129264,4,47.9462,7,1,78,3080823
Aquasphere - Radio Edit,Dr. Sounds,spotify:track:1VhILpcV3lqjCwEmYjYEVw,0.162,0.0194,9,-28.806,0,0.0496,0.99,0.952,0.0872,0.0282,131.473,216592,3,19.54251,13,0,40,2356
No Other Name,Holy Communion Instrumental Duo,spotify:track:1nGEj2zjmZjbDZa9ubgNL0,0.516,0.0443,7,-21.661,1,0.0476,0.986,0.931,0.108,0.206,137.809,289909,4,29.82146,11,0,39,3445
Längtans café,Lasse Stefanz,spotify:track:4eRI034OAfC4hPgH9fsCSk,0.704,0.666,0,-7.092,1,0.0237,0.276,4.13e-06,0.0992,0.83,108.916,238893,4,18.62954,11,0,61,171396
Like I Would,Zayn,spotify:track:1zWMf9bVyhY5W3ZORbjNWt,0.565,0.832,10,-5.732,0,0.114,0.0247,0,0.26,0.233,112.827,192133,4,51.69151,8,1,85,13282750
Killers of the Unborn,Barren Cross,spotify:track:5uEelTfXEVaPyY8yhM7S8q,0.447,0.989,9,-3.628,1,0.129,0.000289,0.0148,0.324,0.235,78.862,205627,4,24.43816,9,0,20,9837
Dancing,Vantage,spotify:track:4Ub5Zdlj3xKs6UeNmJzH5p,0.66,0.807,11,-7.92,0,0.393,0.00655,6.16e-06,0.0658,0.546,119.965,282000,4,38.03877,10,0,58,25967
Feeling Good,Ahmad Jamal,spotify:track:3j4gmX547MfmvVkxGUKEtk,0.689,0.353,5,-13.69,0,0.0371,0.814,0.00201,0.12,0.8,81.995,172016,4,46.0383,5,0,50,87326
Let's Go Crazy,Prince And The Revolution,spotify:track:0QeI79sp1vS8L3JgpEO7mD,0.309,0.93,11,-6.399,1,0.125,0.0192,0.0022,0.106,0.376,195.815,280000,4,56.72941,9,1,76,4775720
You Ain't Coming Back,Zeal & Ardor,spotify:track:0ltZfCMoFkijXOnyBMZVTq,0.436,0.559,1,-7.408,0,0.0387,0.00792,0,0.101,0.212,118.023,198520,4,47.84832,10,0,54,95083
Le bonheur,L'Entourloop,spotify:track:50x8tChpDOmtHIX3mdUqWk,0.748,0.469,4,-9.619,0,0.0586,0.00225,0.0894,0.066,0.191,140.024,263865,4,21.2652,11,0,55,152758
Immortal,21 Savage,spotify:track:4IO8X9W69dIQe0EC5ALXhq,0.741,0.87,6,-3.494,0,0.503,0.00813,0,0.114,0.663,184.194,254723,4,36.4886,18,1,92,8645675
Drugstore,Def Cut,spotify:track:19ZBV24wi9aTmwG4XxFkdp,0.693,0.723,2,-7.513,1,0.164,8.49e-05,0.773,0.121,0.402,184.003,196282,4,66.98812,8,0,49,2726
Dear Future Husband,Meghan Trainor,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,0.655,0.782,1,-4.789,1,0.185,0.375,0,0.317,0.832,79.427,184227,4,66.14638,5,1,81,9637816
Amnesia,5 Seconds Of Summer,spotify:track:1JCCdiru7fhstOIF4N7WJC,0.594,0.497,2,-5.26,1,0.0303,0.0343,0,0.162,0.101,101.671,237248,4,44.56974,9,1,85,6694255
OTW,"Khalid, Ty Dolla $ign & 6LACK",spotify:track:6Hgh47WXVKtXN5zGOu0hjI,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989,263014,4,67.42753,13,1,93,18825254
What's Free,Meek Mill Featuring Rick Ross & JAY-Z,spotify:track:4iQ5gmTAzWfK8JyFC2LBox,0.511,0.718,11,-6.293,0,0.404,0.000322,0,0.111,0.267,166.42,362839,4,36.28663,19,1,87,14519085
Sex Therapy,Robin Thicke,spotify:track:6MmxDAqXSxFS9dLQs1l7DT,0.702,0.53,3,-4.384,1,0.0296,0.679,0,0.241,0.319,112.036,275147,4,16.78126,14,1,69,1633537
The Heretic Prevails,Shadow of Intent,spotify:track:5pEynJLDHQw18Nqpci58Ss,0.433,0.997,0,-3.386,0,0.312,0.00383,0.597,0.436,0.0391,140.011,288054,4,122.52501,7,0,53,86292
When We Were Young,Adele,spotify:track:7IWkJwX9C0J7tHurTD7ViL,0.381,0.594,3,-5.97,1,0.0486,0.348,0,0.0925,0.273,143.86,290907,4,31.34795,13,1,86,23818502
Hookah,Tyga Featuring Young Thug,spotify:track:3qQ6WFhcAx6LOH1UHz1c0U,0.678,0.484,1,-6.647,0,0.43,0.735,0,0.117,0.219,190.04,202320,4,40.78937,13,1,93,11580592
You The Boss,Rick Ross Featuring Nicki Minaj,spotify:track:24XPxbzGwOlPKf1pdf1ZtW,0.715,0.68,11,-6.57,1,0.14,0.00704,0,0.139,0.473,140.991,280667,4,27.4165,15,1,92,23366107
Dragon de métal,Izïa,spotify:track:7ipq1NcRuMHAPzGxNZQFHQ,0.681,0.496,4,-8.223,0,0.0453,0.332,0.00412,0.11,0.0661,97.993,256240,4,76.71725,11,0,52,54720
Bye Bye Blues,Esquivel!,spotify:track:7CjE6tcGvmdMVQ2m2dI7cG,0.447,0.553,7,-12.106,1,0.0428,0.581,0.711,0.102,0.459,93.349,135667,3,24.62635,6,0,42,21914
Walk,Foo Fighters,spotify:track:76Je5Wklky23mVoxiRszcN,0.231,0.866,9,-5.131,1,0.0517,3.62e-05,0.000552,0.29,0.191,138.311,255960,4,25.84663,10,1,81,8050658
Planet Metal,Emerald Sun,spotify:track:4BJhNNXqcjWOzKYUjB6h5U,0.369,0.951,10,-1.774,0,0.0569,0.000264,0.0853,0.249,0.349,175.027,276558,4,23.63382,15,0,17,5673
Tonight Tonight,Hot Chelle Rae,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,200467,4,41.56043,7,1,67,486089
Barbie Dreams,Nicki Minaj,spotify:track:6Poyf51k7W3NKnsGwAI90B,0.855,0.787,8,-4.134,0,0.334,0.313,0,0.194,0.702,88.003,279867,4,24.99546,9,1,92,19038199
Bruise,Echoes Of Yul,spotify:track:2yxlMpvlbVBzqNnR3rmCFn,0.205,0.43,0,-9.997,0,0.0332,0.0225,0.783,0.0796,0.035,140.156,575345,4,47.92946,23,0,1,618
Alive,Dabin,spotify:track:0dtuE679z6pgdEIMjgj26u,0.377,0.566,11,-6.173,1,0.044,0.134,0,0.135,0.222,154.875,365419,4,24.00343,17,0,62,100837
East Tennesse Blues,Bill Monroe,spotify:track:4KVkKbx2aMcDXiiZQKzmCq,0.424,0.639,1,-19.469,1,0.0634,0.378,0.266,0.444,0.975,159.088,173600,4,76.03829,8,0,37,53722
Erase Me,Kid Cudi Featuring Kanye West,spotify:track:6XkuklKiHYVTlVvWlTgQYP,0.688,0.631,9,-5.612,1,0.13,0.063,0,0.108,0.854,186.066,192253,4,33.57385,10,1,92,16743383
The Warning,Procession,spotify:track:5LN3YPwBZ5NYSjcYX3WrCt,0.525,0.908,8,-8.501,1,0.064,0.00411,0.775,0.145,0.0372,123.964,146929,4,54.06965,6,0,10,3334
She Moves In Her Own Way,The Kooks,spotify:track:1BuCy88dqYu5zd4GCNuHh8,0.465,0.811,7,-5.392,1,0.0619,0.273,0,0.0968,0.811,76.776,169347,4,34.18457,7,0,72,1964770
Crescent,John Coltrane Quartet,spotify:track:5KpU2bkurGoKg6uyEJHBbg,0.362,0.381,0,-8.789,0,0.0457,0.905,0.00183,0.0737,0.334,74.582,608467,4,23.85848,22,0,68,1323477
Cold,Maroon 5 Featuring Future,spotify:track:7gwLQ4tZ5UdZ7qNcDyJ8wr,0.693,0.717,9,-6.346,0,0.107,0.14,0,0.0464,0.412,99.836,234308,4,27.39501,11,1,91,36882865
"Le Bien, Le Mal",Guru,spotify:track:42KjehaZWieQYBUocNehit,0.842,0.821,1,-9.86,1,0.163,0.0413,0.00249,0.346,0.594,101.986,202160,4,20.45929,12,0,58,314445
Deja Vu,Post Malone Featuring Justin Bieber,spotify:track:0H8XeaJunhvpBdBFIYi6Sh,0.62,0.69,7,-6.508,1,0.0493,0.0931,0,0.131,0.331,133.935,234213,4,27.86278,13,1,96,67785494
She's So Mean,matchbox twenty,spotify:track:2toY6JyyfKy9TwNk3Ou2XG,0.672,0.875,0,-3.728,1,0.0378,0.0136,0,0.279,0.676,118.014,232320,4,24.5984,11,1,71,1683899
Voor altijd jong (feat. Danny DV8) - Live @ Graspop Metal Meeting '18,Fleddy Melculy,spotify:track:3ufMPrC3MW3qhpOp3NrdM5,0.466,0.961,1,-4.17,0,0.118,0.000307,0.000483,0.915,0.171,78.956,172147,4,22.59692,8,0,31,7761
She Knows,J. Cole Featuring Amber Coffman & The Cults,spotify:track:282L6SR4Y8Rs0VUgtEy1Zw,0.766,0.739,1,-10.364,1,0.0805,0.0192,0.0794,0.229,0.185,118.005,296520,4,33.08374,10,1,88,12152014
Come Back Song,Darius Rucker,spotify:track:4sHOAALFZiNa4wukjPSBpq,0.516,0.745,9,-5.674,1,0.0381,0.138,0,0.114,0.77,177.781,235147,4,21.91768,10,1,71,1711937
No Role Modelz,J. Cole,spotify:track:62vpWI1CHwFy7tMIcSStl8,0.696,0.521,10,-8.465,0,0.332,0.302,0,0.0565,0.458,100.0,292987,4,37.81045,15,1,88,11902179
Scene Of The Crime - Remastered Studio,The Stooges,spotify:track:4hAQkWi4hQ74nYJ32DFdCF,0.32,0.925,9,-4.417,0,0.124,1.19e-06,0.927,0.318,0.6,120.263,171510,4,82.56013,7,0,58,406905
(It) Feels So Good,Steven Tyler,spotify:track:3xuzbqmCALn6Ua8JeOrnZl,0.738,0.952,6,-3.386,0,0.0515,0.0631,0,0.216,0.899,122.0,211293,4,33.29399,10,1,49,63734
Conscious Ferilla,Kraddy,spotify:track:371iPV5YpIc05soDuzlDOH,0.77,0.928,7,-6.928,1,0.17,0.00199,0.0591,0.664,0.51,101.816,301709,4,16.70598,13,0,38,35815
