track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,artist_popularity,artist_followers
Tonight Is The Night,Outasight,spotify:track:0tr0D36L1RwPdUTFfyNq37,0.625,0.786,7,-3.814,1,0.0465,0.0343,1.05e-06,0.202,0.537,119.982,190000,4,62.53816,5,1,46,62737
Trip,Taiki Nulight,spotify:track:6rvwfGIof1BvFzCs24r5Yb,0.803,0.799,11,-4.638,0,0.0504,0.00599,0.865,0.112,0.396,128.03,230625,4,31.88421,9,0,49,20721
My Moment,"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",spotify:track:39qSXklPEyvZRzMwU1yZkg,0.456,0.76,1,-3.015,0,0.0988,0.0337,0,0.228,0.189,148.063,198920,4,28.61052,10,1,83,15806322
Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B,spotify:track:0kIHfcHGFGm5xb0dSlKEdp,0.912,0.644,11,-6.632,1,0.287,0.00714,0,0.107,0.492,96.0,225040,4,28.18266,10,1,83,9392265
No Frauds,"Nicki Minaj, Drake & Lil Wayne",spotify:track:7KcGEssn7BnJdTgildK5y0,0.867,0.558,1,-6.975,1,0.258,0.0884,4.05e-06,0.541,0.432,139.061,272453,4,33.75793,18,1,100,79068564
How Do You Do It?,Rob De Nijs,spotify:track:2qxqUASbF31HBBe4voU1f8,0.641,0.649,4,-5.804,1,0.0342,0.738,0,0.0871,0.939,144.191,112480,4,43.83673,6,0,53,65678
La Inconforme,Grupo G,spotify:track:0hIWFtRapuJrfDCovuGww9,0.894,0.698,1,-6.284,0,0.0451,0.132,0.00291,0.125,0.622,95.021,190320,4,35.70818,6,0,52,47415
The Blues Is Alive And Well,Buddy Guy,spotify:track:0TuPaGnVZ9wwv0qAjCLEin,0.641,0.539,7,-5.69,0,0.0264,0.568,0.00186,0.12,0.699,95.942,313547,4,48.59243,14,0,58,606752
Fall For You (feat. April) - Sandy Rivera's Classic Mix,Kings Of Tomorrow,spotify:track:0kTUtwlq88Pa63kr2BgkUm,0.902,0.324,7,-7.289,0,0.0485,0.00218,0.0054,0.146,0.604,123.002,337165,4,62.46625,9,0,51,29889
T-Shirt From Metallica,Fleddy Melculy,spotify:track:5IGnhx8Nh7YutxkWitYwtH,0.344,0.946,7,-5.711,1,0.297,8.92e-05,0.0505,0.0904,0.291,169.752,160307,4,15.85763,7,0,31,7761
I'm All Yours,Jay Sean Featuring Pitbull,spotify:track:4RP3afrf3AVFV1rTO0hFZh,0.662,0.891,0,-4.103,0,0.0378,0.0209,0,0.304,0.714,128.028,218573,4,50.02351,10,1,86,9179641
Young Girls,Bruno Mars,spotify:track:3G5iN5QBqMeXx3uZPy8tgB,0.561,0.749,6,-4.951,0,0.032,0.461,1.82e-06,0.205,0.501,125.986,228720,4,31.11898,10,1,90,27196202
Nyakinyua Rise,Jlin,spotify:track:4H3JrhfWm8h6FILr2Theml,0.788,0.829,10,-10.002,0,0.0654,0.000496,0.715,0.109,0.492,118.506,220437,3,23.96621,9,0,28,23595
Necromania,Electric Wizard,spotify:track:0Ux9oUYVJBa2eFBX9y3JgE,0.37,0.812,4,-6.952,0,0.0494,2.51e-05,0.775,0.0827,0.399,121.425,374397,4,29.67206,18,0,50,188927
Tempo,Chris Brown,spotify:track:0709StHzSeXpdj2zmqF2o2,0.769,0.482,10,-7.205,1,0.0502,0.192,0,0.0903,0.487,120.959,218744,4,25.56121,11,1,92,12448361
Over,Blake Shelton,spotify:track:2tE8dp7Xvhx9bfqHfqs0GJ,0.392,0.605,1,-6.204,1,0.0338,0.0274,1.75e-06,0.189,0.307,155.586,193147,4,57.52534,8,1,78,5358755
Am I The Only One,Dierks Bentley,spotify:track:59tUXZ9dL0qkaa18WCfUnZ,0.579,0.878,2,-5.396,1,0.145,0.29,0,0.789,0.88,165.972,191253,4,35.56599,8,1,72,2335244
Requiem For John Hurt,John Fahey,spotify:track:5oOOOqmBDbpm1eCKFTOsJy,0.195,0.541,0,-7.689,1,0.0327,0.507,0.821,0.103,0.175,102.078,310000,4,21.51721,16,0,47,48151
We Own It (Fast & Furious),2 Chainz & Wiz Khalifa,spotify:track:00QyLmjxaSEE8qIZQjBXBj,0.554,0.899,8,-4.573,1,0.408,0.0521,0,0.0568,0.552,171.966,227893,4,56.87412,8,1,88,15262984
I'm So Tired...,Lauv & Troye Sivan,spotify:track:7COXchtUOMd6uIT6HvmRaI,0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,162583,4,27.51311,7,1,88,8592233
Rest Of My Life,Ludacris Featuring Usher & David Guetta,spotify:track:6SLUwdeias7fn6qVq6LcgP,0.531,0.88,2,-3.875,1,0.0406,0.0123,3.29e-06,0.176,0.266,127.993,232027,4,19.27565,13,1,89,31680736
Winter Solace,Konane,spotify:track:1B7kifOMqMxYXNVabukRkj,0.497,0.477,3,-8.554,0,0.284,0.106,0.106,0.0883,0.376,77.464,184000,4,39.08025,10,0,8,254
Bunker of Armageddon,Invincible Force,spotify:track:31p7vCypaNq0fCJow2awvV,0.266,0.996,8,-4.767,1,0.231,0.00874,0.804,0.35,0.245,188.852,204280,4,25.33927,11,0,7,855
Girl Like You,Toro y Moi,spotify:track:6TFUZ8Bt1brEwomY90SKXi,0.629,0.823,1,-5.744,1,0.0597,0.35,0.039,0.0801,0.397,169.961,223773,4,24.04112,10,0,69,544819
Prblms,6LACK,spotify:track:4AtZRwSR8BOTTQg5ihSggt,0.417,0.58,9,-4.574,1,0.207,0.0307,1.45e-06,0.179,0.139,68.58,246773,5,32.20954,9,1,82,2562045
Please Remember,Deafheaven,spotify:track:7gTyR63h4FXXxOIXTZYDzv,0.22,0.582,2,-11.945,1,0.0556,0.587,0.842,0.11,0.0332,114.957,386173,4,83.94736,10,0,47,138301
Dance Or Die - Original Mix,Cabaret Nocturne,spotify:track:3LSVxvKUyjEta3wdHQC2Dy,0.786,0.758,2,-8.594,0,0.0845,0.0058,0.921,0.0894,0.189,115.991,379500,4,115.41599,11,0,43,35411
2 On,Tinashe Featuring ScHoolboy Q,spotify:track:3jVtllWS5CFFWLQng8sKsr,0.742,0.595,9,-7.51,1,0.107,0.15,0,0.111,0.431,101.013,227000,4,53.90187,11,1,79,5167863
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",spotify:track:5N1o6d8zGcSZSeMFkOUQOk,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427,4,50.71527,6,1,92,24868227
Gopher,Yma Sumac,spotify:track:081siJKg4YrdaluvnBUEhn,0.614,0.516,5,-7.126,0,0.116,0.811,3e-05,0.0796,0.83,153.234,136520,4,25.36003,9,0,41,31317
Lover,Taylor Swift,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,4,69.35088,11,1,95,33209760
Hip Hop Dummy (feat. Bishop Lamont & Apathy),Slaine,spotify:track:6G6bAoFBecifFcDUZRPwVS,0.722,0.604,7,-8.678,1,0.306,0.00755,0.00014,0.071,0.431,94.141,210019,4,23.91026,10,0,53,118260
Rock Your Body (103 Bpm),Clueless,spotify:track:2obNyzs0XsvBzvFBQ1ZLnU,0.91,0.825,0,-7.872,1,0.0842,0.0438,0.00209,0.0442,0.882,105.003,183787,4,40.68799,10,0,15,334
Mall Punk,TV Freaks,spotify:track:2uxShv8So3VY3xjnnAGBJM,0.0802,0.997,9,-1.343,1,0.061,0.0183,0.0765,0.338,0.0654,174.617,88760,4,56.02384,5,0,10,479
Hell Of A Night,Dustin Lynch,spotify:track:4x7Di9FZJXJoxHjLxjImmp,0.499,0.797,2,-4.845,1,0.0402,0.00472,0,0.297,0.591,85.054,190427,4,16.67872,9,1,70,1451206
Emma,Steven Price,spotify:track:4cnjW83kyOTjcEvSbKzy8N,0.407,0.433,2,-15.331,0,0.0376,0.467,0.936,0.0663,0.0779,119.923,155827,4,91.29034,4,0,55,17806
Sacred Serenity,Death,spotify:track:1MQqjaLSlWS72hRSoamcvA,0.451,0.989,2,-6.298,1,0.0679,1.28e-05,0.401,0.0455,0.317,139.133,267013,4,26.02914,14,0,60,464674
God Only Knows (GATTÜSO Remix),for KING & COUNTRY,spotify:track:0ReSY5XOCFXFRooRS7hPxk,0.545,0.889,2,-4.42,1,0.0448,0.00377,2.99e-05,0.103,0.429,144.039,198371,4,33.80571,12,0,70,700930
Smile,Uncle Kracker,spotify:track:4ZC8hXXqu2hPcDLw9QTdtQ,0.541,0.812,4,-3.764,1,0.0336,0.203,0,0.42,0.607,141.056,201627,4,28.24696,11,1,68,433927
Heart Racer,Elm Street,spotify:track:7MAPT8Clft06t6fV1aVlpb,0.424,0.957,4,-4.045,0,0.0993,6.53e-05,0.102,0.391,0.278,144.025,328733,4,67.6786,11,0,19,5640
The Catalyst,Linkin Park,spotify:track:4tXBsD5sEzxlJjWCOz6qzs,0.56,0.925,0,-5.48,1,0.0362,0.0372,0,0.104,0.178,135.009,339853,4,32.77759,16,1,88,17022372
Lay It Down,Lloyd,spotify:track:0npGoOENjn7vVvIMmvWekQ,0.527,0.796,1,-5.111,0,0.062,0.017,0,0.0798,0.534,155.99,240107,4,25.67207,13,1,69,1487323
Delicately in the Sunlight,Earthen Sea,spotify:track:6wwJpnx8QOlKhooSOp4I8I,0.13,0.0182,0,-26.349,1,0.037,0.984,0.922,0.0889,0.032,71.014,187693,3,26.89782,7,0,33,3571
Ni**as in Paris,Jay Z Kanye West,spotify:track:1auxYwYrFRqZP7t3s7w4um,0.788,0.859,1,-5.542,1,0.315,0.127,0,0.348,0.769,140.027,219333,4,19.33116,10,1,92,18313662
Dance Again,Jennifer Lopez Featuring Pitbull,spotify:track:4d2hD63oUGU3s7L66JD0BE,0.792,0.856,11,-5.236,0,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,237267,4,22.61843,14,1,86,16795195
Greece 2000 (ASOT 943) - WHITENO1SE Remix,Three Drives On A Vinyl,spotify:track:5LW1KzrfirwnM33CG79mFn,0.452,0.984,1,-7.517,1,0.0523,0.00299,0.877,0.431,0.0736,134.97,99600,4,39.45194,6,0,57,19984
Spotlight,Gucci Mane Featuring Usher,spotify:track:5xgAPoTn4YswCIOjAGNWJI,0.781,0.806,10,-4.2,0,0.137,0.0982,0,0.403,0.69,125.019,236080,4,49.59069,12,1,84,11629233
Gucci Gang,Lil Pump,spotify:track:43ZyHQITOjhciSUUNPVRHc,0.936,0.523,5,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889,124056,4,77.54349,4,1,77,7298692
Beg For It,Iggy Azalea Featuring M0,spotify:track:7MQREx2p9bXdqm8WTGVkGI,0.807,0.747,10,-4.31,0,0.0471,0.229,0.000111,0.0884,0.4,93.009,178107,4,24.88178,10,1,76,6419055
Rocky Road Blues,Bill Monroe & His Blue Grass Boys,spotify:track:59DfC3QV6rESsMJ6AHq4rA,0.827,0.368,9,-10.253,1,0.0461,0.738,0.00355,0.131,0.938,109.739,153960,4,69.24076,4,0,40,18326
The London,"Young Thug, J. Cole & Travis Scott",spotify:track:7DcvwMAiqKJQD1rrdfxSDx,0.796,0.586,4,-6.946,0,0.147,0.0247,0,0.132,0.179,97.981,200107,4,20.53311,9,1,96,30755455
Home,Dierks Bentley,spotify:track:6q5nAr2JniAHj1gKheejE0,0.61,0.69,11,-7.157,1,0.0378,0.463,0.0409,0.0842,0.462,118.038,238413,4,33.47703,10,1,72,2335244
Bound 2,Kanye West,spotify:track:3sNVsP50132BTNlImLx70i,0.365,0.666,1,-2.821,1,0.0471,0.145,0,0.113,0.311,149.445,229147,4,33.36305,8,1,92,12629007
Sell the Pussy,Mighty Sparrow,spotify:track:2ryZSK3dfAAlO3Nf2Op36d,0.552,0.844,10,-6.055,1,0.0723,0.423,0,0.0386,0.868,110.987,226200,4,28.94783,9,0,34,10760
Glass: The Hours - Arr. Michael Riesman - Morning Passages,Philip Glass,spotify:track:34eDtkmOUTbXbyIsITBP6v,0.327,0.0462,3,-24.656,1,0.0387,0.991,0.903,0.195,0.0339,111.604,369587,4,32.71666,16,0,67,471155
Myth,Beach House,spotify:track:5UFt0wpIRFSYTIPjZny4u9,0.448,0.733,3,-6.238,1,0.0292,0.0369,0.0425,0.169,0.407,142.008,258653,4,31.50008,10,0,71,1021378
Slow Motion,Trey Songz,spotify:track:4NYwy0R3NdvORX2B6OZXBT,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,197854,4,30.37535,11,1,80,5377104
Second Sun,Bonobo,spotify:track:16ikmfoT1249gG3pzPvnYt,0.378,0.178,6,-15.348,0,0.0303,0.958,0.802,0.11,0.0591,77.263,223720,4,29.94242,9,0,69,1071090
Tongue Tied,Grouplove,spotify:track:0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,218013,4,61.21171,9,1,73,923648
The Golden Age of Bloodshed,Rowland S. Howard,spotify:track:57c1Rrb1TRg8NMqa6Z3MF5,0.181,0.604,2,-8.098,1,0.039,0.000532,0.185,0.112,0.147,189.785,270987,3,84.67656,9,0,37,23940
Evolutionistically Yours,Józef Gatysik,spotify:track:01T3AjynqSMVfiAQCAfrKJ,0.322,0.0121,5,-31.994,1,0.0491,0.993,0.927,0.127,0.118,112.464,160897,4,37.14907,7,0,54,2328
"Out Of Sight, Out Of Mind",Napalm Death,spotify:track:13wSlrtOa4LiomP8Xh9Q2d,0.173,0.969,7,-4.111,1,0.112,2e-06,0.415,0.163,0.0387,121.159,180467,4,38.78794,7,0,53,201489
Metal Arms,Hannibal Buress,spotify:track:2ydIKKKimLhmH7C93RzRqE,0.489,0.755,6,-8.658,0,0.956,0.911,4.38e-05,0.687,0.17,86.142,150999,1,31.70716,6,0,50,71670
Red Opps,21 Savage,spotify:track:3cqZH3cqvfbV8wVbvHyPbG,0.703,0.709,9,-6.452,1,0.402,0.00908,0,0.127,0.569,140.998,163340,4,28.11481,8,1,92,8645675
Eye of God,Erra,spotify:track:2x0BR7Ct3NIDlTGUZcF4ia,0.481,0.979,8,-3.11,0,0.182,0.000201,0.00984,0.165,0.311,120.012,212375,4,64.14676,8,0,56,128546
Birth of Ghana,Lord Kitchener,spotify:track:0HFYcmjhjWUOb5DC0uA36t,0.717,0.385,10,-15.481,1,0.312,0.943,4.2e-05,0.0448,0.832,92.051,170240,4,42.91333,8,0,35,7913
Chebika - Claudio Mate Metal Remix,Stefano Patarnello,spotify:track:4tNxeAdzEwLxRNvr84KAhe,0.624,0.863,7,-8.142,0,0.03,3.78e-06,0.945,0.0849,0.0394,119.993,386000,4,58.49512,12,0,1,478
Blah Blah Blah,Ke$ha Featuring 3OH!3,spotify:track:7lWUJpax919G4JdaFEVmCy,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,172053,4,34.69668,9,1,81,6565316
Funk Assembly,PSYQUI,spotify:track:5y3y8xkKxyStlQUVkcsoJ6,0.707,0.966,11,-5.089,1,0.231,0.000545,0.806,0.673,0.857,162.018,266937,4,26.00021,12,0,52,49291
One,The Ungrateful,spotify:track:5RGL8OqEjCgYY6piR1VTdx,0.358,0.812,6,-4.241,1,0.0332,0.000267,0.208,0.0973,0.549,98.291,419253,3,37.27216,20,0,5,299
Velvet Glove - Remastered,Disparaged,spotify:track:4S1tPnio0viKn49H6kE2L0,0.331,0.95,3,-5.6,1,0.0889,1.21e-06,0.0651,0.177,0.192,125.081,209000,4,37.02288,11,0,6,540
Elly,Dj Spinna,spotify:track:3fUbSafV5oCqOv1S4wAmQG,0.728,0.43,6,-5.619,1,0.159,0.00698,0.743,0.0354,0.774,179.888,146685,4,46.35983,6,0,36,13655
Skotch Hop,Mr. Bill,spotify:track:1KEks6Ih8iwNasF1Koqulw,0.842,0.683,6,-8.954,0,0.159,0.00498,0.473,0.233,0.668,109.992,240799,4,35.95006,10,0,44,28534
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,spotify:track:3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,258343,4,20.60529,15,1,82,2530721
Cry Pretty,Carrie Underwood,spotify:track:7B9UAoGiN4iMCv4s40xoiM,0.374,0.742,6,-3.36,1,0.0432,0.00517,0,0.11,0.21,139.953,247320,3,25.68248,14,1,75,4202986
Cummins Falls,75 Dollar Bill,spotify:track:3GbgUk5R1XpOu1DZFcgf7S,0.473,0.666,2,-6.928,1,0.0331,0.0352,0.789,0.573,0.448,97.982,277853,4,59.88619,8,0,19,5043
My Wife's Nightie,Lord Kitchener,spotify:track:0kh4UY0Og0ex0WQINBUo19,0.832,0.397,5,-10.642,1,0.124,0.94,2.28e-06,0.0946,0.964,129.945,155720,5,31.49294,9,0,35,7913
I Don't Dance,Lee Brice,spotify:track:5aj0xPGiEUN3aI2oOYu14S,0.587,0.559,1,-7.742,1,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,221173,4,41.35884,10,1,76,1365221
Burn The Ships (R3HAB Remix),for KING & COUNTRY,spotify:track:4uQcfhLIZNpiWJKS9nPz3z,0.637,0.759,5,-4.804,1,0.0809,0.0244,0,0.0991,0.304,98.035,146020,4,36.18426,7,0,83,2760339
Lose It,Quavo Featuring Lil Baby,spotify:track:69PkhA9q3xCWU2CzoZnLAu,0.962,0.573,7,-5.924,1,0.308,0.0161,0,0.109,0.728,125.035,237655,4,61.96648,7,1,95,9713046
Cause of Death,Obituary,spotify:track:3tCf1ouhSdqyrsuqdsMera,0.284,0.978,9,-7.931,0,0.137,2.41e-05,0.00754,0.121,0.0625,140.758,339133,4,20.11179,17,0,51,261665
Machine,Born Of Osiris,spotify:track:7sxiG6BuAb28nh3qGmbz7L,0.443,0.991,1,-3.458,1,0.281,0.00398,0.000579,0.106,0.0519,155.045,264774,4,25.57526,8,0,52,219978
All over You,LEISURE,spotify:track:2DSTdXVhlCfiWnKpWgZlHA,0.763,0.355,2,-8.826,1,0.0518,0.162,0.00552,0.092,0.867,70.007,234925,4,42.09106,10,0,61,91798
I Feel It Coming,The Weeknd Featuring Daft Punk,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,0.773,0.819,0,-5.946,0,0.118,0.426,0,0.0679,0.585,92.99,269187,4,58.27695,10,1,96,32044605
No Promises,Cheat Codes Featuring Demi Lovato,spotify:track:5lNuqFVMca4vPupY10cH0J,0.739,0.619,10,-6.669,1,0.162,0.0572,0,0.105,0.58,112.961,222787,4,26.57643,11,1,87,19990354
Punk Inn It - Live,Conflict,spotify:track:3Ox56oHb3bB6WUayNZOrSC,0.281,0.861,9,-8.017,1,0.0573,0.0791,0.854,0.214,0.3,67.762,82773,4,6.19054,3,0,34,23984
Panda,Desiigner,spotify:track:275a9yzwGB6ncAW4SxY7q3,0.685,0.731,10,-5.503,0,0.414,0.0292,0,0.369,0.266,145.245,247867,4,31.17065,8,1,71,3053304
Story Of My Life,One Direction,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493,4,47.57315,12,1,91,18259054
Ella Quiere Beber,Anuel AA & Romeo Santos,spotify:track:3f5lA8nnc4YYF1qf78WpHw,0.75,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.697,95.239,219357,4,24.73369,10,1,94,26289135
Hell On The Heart,Eric Church,spotify:track:5XcMzuskwO305UC7RBm9Zu,0.637,0.89,0,-3.877,1,0.0312,0.0832,1.9e-06,0.0892,0.928,123.002,164733,4,26.31749,7,1,77,2731732
Mr. Know It All,Kelly Clarkson,spotify:track:7uRznL3LcuazKpwCTpDltz,0.676,0.807,5,-5.131,1,0.029,0.0284,0,0.0701,0.443,95.956,232520,4,29.74827,12,1,80,6949304
3rd Degree Hip Hop,Blue Daisy,spotify:track:2vfGV71SvqhOXTHwe2tqjf,0.561,0.87,0,-8.791,1,0.316,0.0341,0.959,0.102,0.635,172.943,179765,4,23.08318,8,0,19,3418
Protection,Alcest,spotify:track:3IMbfSGOT7QAuFB9nlpKBr,0.16,0.9,6,-8.037,1,0.0608,2.01e-05,0.804,0.035,0.169,142.297,349969,3,66.54224,16,0,52,160902
I Know Somebody,LOCASH,spotify:track:6pyshZbArprWRBXLbYVPO9,0.505,0.903,1,-3.699,1,0.037,0.0356,0,0.127,0.491,88.986,197830,4,31.89124,7,1,60,243172
Life's Too Short - For Longboards,Insanity Alert,spotify:track:303A4lc7qZeJdhGlP2Ifcz,0.324,0.975,0,-3.393,1,0.167,3.6e-05,0.199,0.406,0.32,100.749,108815,4,38.82555,5,0,27,6944
Radioactive,Kings Of Leon,spotify:track:60CirPlTOEWOUBus7HxV3B,0.408,0.925,5,-4.88,1,0.0533,0.00877,0.000454,0.12,0.361,126.405,206187,4,22.15137,9,1,79,4438629
It's Alright - Yan Garen & Kristof Tigran Remix,Sterling Void,spotify:track:7wYHrk3LaDB2Z9HR5MsQl3,0.924,0.602,7,-4.868,1,0.0588,0.000721,0.0346,0.031,0.544,122.996,333659,4,47.36181,13,0,53,30648
Hippie,Wolfgang Haffner,spotify:track:4fZNmPWBfslPOE1mHMtASq,0.666,0.345,0,-14.693,1,0.0622,0.617,0.83,0.0866,0.758,144.179,338800,4,24.62409,17,0,49,18199
Firestone,Kygo Featuring Conrad,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,0.486,0.652,11,-7.226,0,0.052,0.408,6.63e-05,0.077,0.391,113.055,273684,4,17.75892,15,1,89,6917830
Greatest Love Story,LANCO,spotify:track:2yQZwi1P8AkkxxFhQ8rMEK,0.671,0.617,10,-8.72,1,0.0561,0.401,0,0.119,0.62,147.986,222573,4,33.97211,11,1,63,372486
The World Was Mine,Logical Terror,spotify:track:4099yH8PI1aIKEwzwegVNe,0.465,0.971,11,-6.44,0,0.231,0.000774,0.0508,0.215,0.104,125.04,246027,4,26.20293,9,0,58,215229
The Long Way,Brett Eldredge,spotify:track:5vuMtXS5kQ7F0o9V9rG1dG,0.488,0.637,10,-7.63,1,0.0401,0.265,0,0.106,0.23,88.865,208720,4,49.30503,9,1,69,1193223
Standing Rock,David Rovics,spotify:track:2xofNBdnoZmTqgo1hFX4nC,0.895,0.332,0,-11.197,1,0.0844,0.727,0.00158,0.112,0.537,120.066,160218,4,41.08921,7,0,32,4940
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,spotify:track:1f5cbQtDrykjarZVrShaDI,0.839,0.81,5,-5.274,0,0.0568,0.501,0,0.117,0.814,129.014,209269,4,45.63839,6,1,88,11452630
Funkin Lovely,Love & Light,spotify:track:15cAHesuekNdYmDHMgiFr6,0.724,0.679,4,-7.42,0,0.198,0.00272,0.133,0.146,0.201,95.025,277234,4,41.5507,11,0,18,7356
Perfect,One Direction,spotify:track:3NLnwwAQbbFKcEcV8hDItk,0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,230333,4,22.57097,12,1,91,18259054
Kings And Queens,Thirty Seconds To Mars,spotify:track:4sjLcE0GQ6urc4iUXsUPe9,0.293,0.816,8,-5.432,1,0.0844,0.0401,2.95e-05,0.13,0.148,164.982,347667,4,35.45213,11,1,72,2748227
Fall,Eminem,spotify:track:58QhkbaAkLFnn7JwAnAato,0.83,0.546,1,-5.716,1,0.295,0.227,0,0.112,0.535,182.973,262494,4,39.07596,9,1,94,38792207
Over My Shoulder,Marc Kiss,spotify:track:7bCka65kiFIPTW4PUyisel,0.626,0.835,5,-5.516,0,0.0316,0.14,2.92e-06,0.365,0.41,109.997,220364,4,27.82472,11,0,56,3067
Talk Dirty,Jason Derulo Featuring 2 Chainz,spotify:track:5KONnBIQ9LqCxyeSPin26k,0.635,0.691,0,-4.862,1,0.258,0.555,0,0.097,0.638,82.142,217419,4,25.16837,9,1,91,8356417
Sexy Chick,David Guetta Featuring Akon,spotify:track:4MKzCHlZvkwJOQRNkdw4zq,0.809,0.562,11,-7.694,0,0.0534,0.0816,0.000418,0.105,0.798,130.003,194347,4,30.66844,8,1,89,24106030
Theory of Everything,DJ Nate,spotify:track:6VMVE26qGeS6Hnz6crAfEl,0.501,0.829,6,-7.405,1,0.0536,0.0249,0.868,0.237,0.258,129.947,298214,4,22.51277,6,0,42,18549
Bear Creek Blues,The Carter Family,spotify:track:6AmZCReYPnj3sl32MPaS6o,0.63,0.297,4,-12.296,1,0.029,0.911,0.000168,0.257,0.548,109.782,169800,4,36.92179,10,0,44,36130
Crazy Train,Forever The Sickest Kids,spotify:track:3Cu3oyYH5Py5z5qKJy5waY,0.604,0.848,9,-5.446,1,0.0714,0.000743,0.000306,0.456,0.593,137.976,297293,4,31.40496,14,0,55,217985
"Le Bien, Le Mal",Guru,spotify:track:4kpHlJZ7U4PzS9nl1gARni,0.842,0.821,1,-9.86,1,0.163,0.0413,0.00249,0.346,0.594,101.986,202160,4,20.45929,12,0,58,314445
Wasted Time,Keith Urban,spotify:track:13wYXGimJ5fANFu0y2pqG1,0.625,0.825,7,-5.758,1,0.0481,0.0621,0,0.0753,0.341,100.004,233827,4,47.13331,9,1,78,3926167
Rhesus Artificial,The Interbeing,spotify:track:0m6wzwyVy2kg3vWovrXRxb,0.46,0.95,7,-3.454,1,0.0848,2.76e-05,0.000139,0.0741,0.197,90.003,271427,3,94.72718,7,0,18,5949
Bibbidi Bobbidi Boo - Instrumental,Fred Mollin,spotify:track:3hSUUyu64UofrhKKg5zAOQ,0.585,0.226,0,-13.203,1,0.0514,0.983,0.00147,0.0751,0.793,128.988,83058,3,30.98991,5,0,62,2690
Fresh Squeezed,Duncan Fellows,spotify:track:3W3YJYPXgzGeb6l8DnKLmY,0.447,0.743,0,-5.773,1,0.03,0.115,0.00939,0.269,0.542,109.529,209987,4,36.68032,13,0,45,15356
Rhythm Is a Dancer - Extended Edition,Alex Christensen,spotify:track:2DOJQX3XNQmyyMnrFQA21A,0.614,0.705,9,-10.262,0,0.0513,0.0815,0,0.0663,0.222,124.029,279291,4,31.60614,11,0,50,31541
"Bon, Bon",Pitbull,spotify:track:2sFU5bR4Nsk0SWtZZIc36r,0.798,0.895,5,-7.811,1,0.216,0.177,0,0.358,0.784,127.967,215880,4,45.99864,9,1,86,7979518
Starscapes (Part One) (Ambient),The American Dollar,spotify:track:1JK3ppo006rbhBCAskTWid,0.114,0.136,2,-19.661,0,0.0453,0.996,0.952,0.115,0.0845,177.057,138612,4,25.90325,7,0,49,45589
Lonesome Cowboy Bill (Mono),The Velvet Underground,spotify:track:4ztitTqonQuIrxJHHih7cQ,0.33,0.751,11,-7.961,1,0.0374,0.0679,3.94e-06,0.186,0.537,166.76,162387,4,20.01082,6,0,70,1190801
Another Mellow Morning,Spirits Of Our Dreams,spotify:track:3Zo7qbx3AaRTfQBzrcYwy8,0.395,0.0901,0,-22.02,1,0.04,0.988,0.843,0.113,0.0914,90.913,239427,4,47.26959,8,0,56,3317
Yellow Hearts,Ant Saunders,spotify:track:2W4yABdLc4Jnds67Poi5Nl,0.865,0.438,7,-8.943,1,0.0719,0.177,0,0.0743,0.695,129.038,223258,4,45.12781,9,1,66,75295
Dark Age Funk,Yuni Wa,spotify:track:6hz3QVrAReVnxNDGvX8CE6,0.623,0.532,0,-7.348,1,0.0545,0.00319,0.854,0.149,0.31,168.106,205729,4,69.28787,8,0,40,12404
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,spotify:track:6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,216409,4,36.98563,11,1,92,30911339
