artist,artist_id,song_ids,song_names,length,weeksdates
Musiq Soulchild,3UVRliakQfa1pMWIsNuiZ8,"['3oXNIpoUMdk8qGkwCeXqGv', '0ODFPypnJLE6hKgahiuSzn', '2PN3gbuBn5WBEwrEJH3xiu', '0447V6bjlw5ERYGu3BEBnB', '4GhbRPmkVfAZmSQZqdifrn', '69rOfKSz0ys8UdgTkGd6qV', '2s0DmFkinx9TZMFxAfn4lJ', '6uSa5iCMwPr10Ftpz8w09b', '1yUvsJ7CEO5n2JshBHjM8Z', '5jgEJXjECdlhzNgfITSTVm', '3DkaXDmC0qaFNAxgLMuwX4']","['Whoknows', 'Buddy', 'sobeautiful', 'Just Friends (Sunny)', 'teachme', 'Forthenight', 'Halfcrazy - Album Version (Edited)', 'Girl Next Door', 'Dontchange - Album Version (Edited)', 'ifuleave (feat. Mary J. Blige)', 'Love']",11,"['2003-11-08|29', '2001-08-25|21', '2002-09-07|29', '2001-02-17|0', '2002-03-23|29', '2008-12-06|67', '2007-05-26|44', '2000-10-14|0', '2007-02-10|29', '2009-03-28|79', '2004-04-24|29']"
David Cook,4SQxI8xg6LcSWL3KuGVHLa,"['55r33uTqnLglVMHb1qeWOd', '6avyV3xlz2UFeiAUZ0SqyT', '7bppBAD4NHqVqzXkrkZVxY', '7zmqbdEqmQWgU2wOoBPG83']","['Permanent', 'Come Back to Me', 'Light On', 'The Time of My Life']",4,"['2008-06-07|0', '2009-04-18|39', '2008-10-18|19', '2009-06-06|40']"
Slim,33nrND6ODgesoa1Qmr5DbD,['2wmBKUx62Px6my6U1mYw18'],['So Fly (feat. Yung Joc)'],1,['2008-09-13|0']
David Archuleta,2C9n4tQgNLhHPhSCmdsQnk,['4wCD0qOFNRu1Q6O3N6ycm4'],['Crush'],1,['2008-08-30|0']
Alan Jackson,4mxWe1mtYIYfP040G38yvS,"['1ayFArNqsYgGT8gWWSscTD', '68qJGt0E1gB4MaQOZcGGK5', '5RuCWf4bJC0rqA05b7nWfd', '6lyKOW0FNW6aAZdKVgoM8m', '1CSdY0W7Ezx2loItcUFskp', '5ExWY6ojo1Qm3rC7iaEqx2', '2NKXcEKxgJFLW79EpjofqI', '1FV374EPG5CrjdIbIMLkcv', '0yftAXSqtZoHdgrXjSuZwz', '5sQbHxvOSDHbyLf6JrZjxC']","[""The Talkin' Song Repair Blues"", 'Small Town Southern Man', 'Like Red On a Rose', 'Drive (For Daddy Gene)', 'Monday Morning Church', 'Work In Progress', ""A Woman's Love"", 'Good Time', ""Sissy's Song"", 'Country Boy']",10,"['2006-10-07|251', '2008-11-15|308', '2002-08-24|161', '2007-04-14|256', '2002-03-16|136', '2009-04-25|327', '2004-12-04|233', '2008-01-19|268', '2008-05-24|286', '2005-07-09|249']"
Ray LaMontagne,6DoH7ywD5BcQvjloe9OcIj,['1jyddn36UN4tVsJGtaJfem'],['You Are the Best Thing'],1,['2008-11-01|0']
Oasis,2DaxqgrOhkeH0fpeiQq2f4,['72pRggptACNxeYG0vG3V3Q'],['The Shock Of The Lightning'],1,['2008-10-25|0']
Empire of the Sun,67hb7towEyKvt5Z8Bx306c,['5r5cp9IpziiIsR6b93vcnQ'],['Walking On A Dream'],1,['2016-02-06|0']
Kellie Pickler,021hNAnkFIbyFyL97br6NB,"['27BMLvWD1TYdosiReVgbAt', '7dFSHwa7BNZvWlOuYsvFpy', '4TWDBIZt5tJwEqyNYPCY4V', '2KvHHiBqpPUlgbKqCJ7Ip4']","[""Things That Never Cross a Man's Mind"", 'Best Days of Your Life', 'I Wonder', 'Red High Heels']",4,"['2009-04-25|22', '2008-04-19|21', '2006-11-18|0', '2007-06-23|11']"
Metallica,2ye2Wgw4gimLv2eAKyk1NB,"['2LfonCFEOzFedikP12rTeo', '2gqzkEF88vMclfRZEIOnQO', '6qIleHbUTXcGfBfQ8h0R2n', '51Vic2Yi71YKNtLbyJKgQt']","['My Apocalypse', 'Cyanide', 'I Disappear', 'The Day That Never Comes']",4,"['2008-09-13|31', '2008-09-06|30', '2000-05-13|10', '2008-09-20|33']"
Jessica Simpson,2tFN9ubMXEhdAQvdQxcsma,"['4Z4HrH47UW6Vc4s76hAsSL', '7AHZb0GnILBBitj0MxObO5', '1gFMesXcHHtIUhwzxYFOtz', '2TVSa07y6g3HRn4oLWv57M', '7pNJ1T9TGbVbNHKaLhhPri']","['Take My Breath Away', 'Come on Over', 'Irresistible', 'A Public Affair', 'With You']",5,"['2004-04-03|76', '2001-05-19|42', '2008-07-12|124', '2006-07-15|112', '2003-12-27|62']"
The Lost Trailers,3A5urS1Gh3qwxSvQgCx9ow,['3Q39dywbYuBZmQ7sW8sc95'],['Holler Back'],1,['2008-07-19|0']
Staind,5KDIH2gF0VpelTqyQS7udb,"['6FOpPA0a80RuBqqgDozvja', '6WV1sNIE0gG9cIdQ27vuvI', '6S7mmHgyWOG6pIYuL4YrfQ', '70b6WxS0cjxbQqvdu4Q4Sa', '464HG7mt7NNKtKY0Hco8Y8', '25CMmGsl22APKhfuj4Tp7j', '098lPAWl2OmsCx64TXH5OQ']","['So Far Away', ""It's Been Awhile"", 'Price to Play', 'For You', 'Fade', 'Believe', 'Right Here']",7,"['2008-07-12|142', '2005-06-25|122', '2001-10-20|27', '2001-04-14|0', '2002-03-02|63', '2003-04-26|84', '2003-08-02|94']"
Raheem DeVaughn,59NO6KX7wQCG7jGdtH1NtL,"['7vPtkrQdS0ZV0zX7qKHahN', '7aON8z3MgEECzYwTSqakXZ']","['Customer (feat. R. Kelly)', 'Woman']",2,"['2008-04-19|4', '2008-03-15|0']"
Yung Berg,0BrPKSAeplwezYR1T2DF9s,"['34LDpnJTzst8uc8T1oSHFy', '33PowGnnFPgWSGHcGIQX1U']","['Sexy Lady (featuring Junior) (feat. Junior)', 'The Business (featuring Casha)']",2,"['2007-05-12|0', '2008-07-26|20']"
Keith Anderson,4AgQTHagFdBq8VL791lSXz,"['3aQgDeBNn3ENJs8pheM9NH', '3aVCHTY93NQQbOcDDbwwXA', '2GgIDaPLsowybB3WgxLWUj']","[""Pickin' Wildflowers"", 'I Still Miss You', 'Every Time I Hear Your Name']",3,"['2006-04-22|12', '2005-06-04|0', '2008-06-28|31']"
Heidi Newfield,6Jb5H8o9T7c4C13vLFpyPY,['6FmgSnILynpsvDmWTE9uPW'],['Johnny & June'],1,['2008-07-26|0']
Melissa Lawson,6GaAodoP6zqw8FFZ6jHPZr,['5lFRQzNq8ew9QVvuEBTZIb'],['What If It All Goes Right'],1,['2008-08-23|0']
The Rock Heroes,0wp7cYNFjMgSHBDdla5aC9,['0gTEBEvVYhVAbq0M7ZuWhe'],['All Summer Long'],1,['2008-10-04|0']
The Ting Tings,2wvUfjKGoXvcnDHq7GgMOa,"['0GrrLYCH8u81aENhC8FBF4', '6tN0t7Y1bFI1ZU98Ou8Z3i']","[""That's Not My Name"", 'Shut Up and Let Me Go']",2,"['2008-12-20|11', '2008-05-17|0']"
O.A.R.,1Cq0LAHFfvUTBEtMPXUidI,['0J3MfW6wwIBqC4zjp5AbQL'],['Shattered (Turn The Car Around)'],1,['2008-08-23|0']
Pat Green,0EhgpjUqiIIQhM6ZRF4kXX,"['7rS87NoPWbAkVURdVFbGH9', '7D3XZFoMd9VyeHq4bNudwm', '4jVipHalgvFVz3Smp4aQID']","['Wave on Wave', 'Feels Just Like It Should', 'Let Me']",3,"['2003-08-30|0', '2006-09-09|20', '2009-02-07|23']"
Francesca Battistelli,29ywwKkxfoH7iWwNY1UezA,['49MBX6Un597xDasqAcgN4G'],"[""It's Your Life""]",1,['2009-12-12|0']
Thriving Ivory,0gHWXdaWQObi1A6C1rzgRM,['0pRfOWb0VgT5o8bws4iHvf'],['Angels On The Moon'],1,['2009-01-31|0']
Hot Stylz,1W4yZwIXzRls3KoybGLKy8,['00RYiT3a2lNQ1wTKBQXWSw'],['Lookin Boy (feat. Yung Joc) - Main Version - Explicit'],1,['2008-06-21|0']
Carolina Liar,0OuSnRyi1OkLPkR4AqzJwi,['2h8iXIwEdEnQywhFC4q5e5'],"[""Show Me What I'm Looking For""]",1,['2009-02-21|0']
Busta Rhymes,1YfEcTuGvBQ8xSD1f53UnK,"['26jVcJqG66nj36jRqPBp2U', '4SnTf4ixVZCfQtxHNhky0T', '7gKgd0P3dAAePiSQQBqrlf', '3oSvnVnypxfxRHVHawpwQu', '6NM525U7IB4Zhpn8d921uX', '0YImOCkIJ2PWhCXaURCZnY']","['I Love My Bitch', 'Make It Clap (feat. Sean Paul & Spliff Starr) - Remix Album Version', 'I Know What You Want (feat. Flipmode Squad)', 'Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix', 'Break Ya Neck', 'We Made It (feat. Linkin Park)']",6,"['2008-05-17|149', '2001-11-10|20', '2003-03-08|78', '2002-03-02|36', '2002-11-09|61', '2006-06-10|137']"
Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,"['5yc59J3MR3tVDPTOgwgRI5', '77vYwoC7e3pVoPq8BA9CuL']","['I Will Possess Your Heart', 'Soul Meets Body']",2,"['2005-10-08|0', '2008-04-12|0']"
Lil Mama,5qK5bOC6wLtuLhG5KvU17c,"['1Y4ZdPOOgCUhBcKZOrUFiS', '1Kef862HDQdZQaXpxNtHuv']","['Shawty Get Loose', 'Lip Gloss']",2,"['2008-03-08|11', '2007-06-09|0']"
James Otto,3VStI6m5Ig9FAyUaa0lYAP,['4b0XF7CDpJEBAdVHMw7amV'],"[""Just Got Started Lovin' You""]",1,['2008-03-08|0']
Theory of a Deadman,74eX4C98E4FCrAMl39qRsJ,"['5xyACR2lzIyzFepF4qlAas', '5m7on0zpnmeAXy72ANrmfU', '2ejt6exJRE2bXPfp37Xi8w']","['Bad Girlfriend', 'Not Meant to Be', 'All or Nothing']",3,"['2008-09-27|0', '2009-04-25|0', '2010-05-22|0']"
Josh Gracin,1456WwI15Lm9CktCzkLZvm,"['1DJgRkwljWXGb1sFxfSlOE', '01LgFdcK1vtxStxkTP4Lej', '7oiCqfE8Wjk8wf0pFTgL2H', '1P0QYbg9KhGtv2OvvYgAWq']","[""Nothin' To Lose"", 'I Want To Live', ""We Weren't Crazy"", 'Stay With Me (Brass Bed) - Single Remix Version']",4,"['2008-04-19|50', '2005-01-22|14', '2005-08-13|34', '2004-07-03|0']"
Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,"['2N5zMZX7YeL1tico8oQxa9', '6N7YkCy1oSMRsaZSoz5VlS']","['Going On', 'Crazy']",2,"['2008-04-05|29', '2006-05-20|0']"
Danity Kane,3FD9VAd0ppjmKbfxF4LzUh,"['5OIC83vOPXGU5ZzrfLVR4g', '5FRIqUXfTazrtRmYEGO4G0', '4yHFxB8kzzeuNvoouR8N0N', '6K3VfYpY58uXYuvS5NQLIJ']","['Damaged', 'Sleep on It', 'Show Stopper', 'Ride for You']",4,"['2006-09-09|1', '2006-09-02|0', '2008-03-29|22']"
Dolla,5Gc3IYdgY3PVcuf8FPMxDI,['6HBHc95Ry9rw8L4zrAI1JF'],['Who The F*** Is That? (feat. T-Pain & Tay Dizm) - Main Version - Explicit'],1,['2008-03-15|0']
Céline Dion,4S9EykWXhStSc15wEx8QFK,"['2FTZeRHQ4gRPViPMpWL9uX', '3zN4OLeBAN7LwAr442bB8E', '2ug8lg1r1YRLj5lxygZEeQ', '4YMF887Vyq1Xnj1QO6E25t']","['Taking Chances', 'The Prayer - LIVE Duet with Josh Groban', ""I'm Alive"", 'I Drove All Night']",4,"['2003-02-15|0', '2002-03-02|0', '2008-03-01|0', '2007-12-01|0']"
Secondhand Serenade,6eouuqqGggqDlYRV63cgPo,"['1JJOL5EhixrtlbXDWKS0yj', '7lWF2mVr1KKbVnaT2nSlPo']","['Fall For You', 'Vulnerable']",2,"['2007-05-26|0', '2008-06-28|1']"
Kate Voegele,7whckrkkTMEuvqfaNfMs7S,"['7GmyuYHwc7nZcvjoAnYWUs', '5OqW09kxGmc6b5xGFmln1b']","['Hallelujah', 'Kindly Unspoken']",2,"['2008-02-09|0', '2008-05-31|1']"
R.E.M.,4KWTAlx2RvbpseOGMEmROg,"['32kmXl5F8I3XDVKNfwwM4J', '47i0RQi76b6UUCIBDgu2TR']","['Supernatural Superserious', 'Imitation Of Life']",2,"['2001-05-26|14', '2008-04-19|19']"
Flobots,0rHiOzaAbw3cCp8D7yjyig,['6JH9yWhgbm0y9iAJhCslNc'],['Handlebars'],1,['2008-04-26|0']
New Kids On The Block,55qiaow2sDYtjqu1mwRua6,['6WZ7g8fpIXkf1ySWn3GA5O'],['Summertime'],1,['2008-05-31|0']
Kardinal Offishall,5P2rwRBgIN450RaJxdjYdA,['4NOZ35Dhucr6UlVyLOtktd'],['Dangerous'],1,['2008-05-24|0']
Cast Of Mamma Mia The Movie,2HB65P72dFRiOKvbLLcil2,['4nI8e3fy1hHvhCvJURv5JI'],"[""Mamma Mia - From 'Mamma Mia!' Original Motion Picture Soundtrack""]",1,['2008-08-09|0']
David Banner,7jFaoqWPhYLrKzjzlpXmUO,"['5CWyE2OcZI1HVnHBh4RrKF', '2IBF9lQ9lgVai8LkskI5L7', '0DW5anNzTO7h0OlKqFsVQ6']","['Like A Pimp', 'Get Like Me', 'Play']",3,"['2005-07-23|20', '2003-04-26|0', '2008-05-24|40']"
Julianne Hough,4BA9Z6ZV2JBwwLGGoZX7bs,['28iutfEP6JEXbHHqub8GzB'],['That Song In My Head'],1,['2008-06-07|0']
Ashlee Simpson,4hqDqHtBlgxXpLXVYf7c8L,"['1xus3kv8tqlzeOxVZzDd0f', '0i3XYGG0zbHDjnuxO3Sads', '1f0XxoeFQWM4mR4NxHu6DE', '0JKuYsEVL82LdZF7FRe1lE', '7H2TYuu6OmqkxQD3LIZRC7', '7yXibbAYi4to5oQTeO738f']","['Pieces Of Me', 'L.O.V.E.', 'Shadow', 'Little Miss Obsessive', 'La La', 'Boyfriend']",6,"['2005-09-24|33', '2005-11-05|39', '2004-07-03|0', '2008-05-10|75', '2004-10-02|13', '2005-02-12|28']"
Augustana,61YE3whKiuRr83j1yOm5M7,"['2WZyfujzMweFLnozyUJBkW', '1W4c3lEi67BG5Ev7CgYqNi']","['Sweet and Low - New Album Version', 'Boston']",2,"['2006-10-21|0', '2008-05-17|24']"
G-Unit,6evKD5JWJON3qPBJtUEmtY,"['3c1fI9dVeR0nKFkOYh3Sj0', '1dHJETCn2X1R1YwVlMvSza', '6QdVBqkKNUqCqercvUHMkP']","['I Like The Way She Do It', 'Wanna Get To Know You', 'Stunt 101']",3,"['2003-11-01|0', '2008-05-10|18', '2004-02-14|0']"
V.I.C.,49mHZzhcsoQB1JXWv8Q9gU,"['6JLcz9UGiVxAmEZXlCucn5', '7IxHyB6UoZW8EARDonolT2']","['Get Silly', 'Wobble']",2,"['2012-01-07|17', '2008-05-10|0']"
Jimmy Wayne,60h3lZFY2T93K7qxVPrajf,"['6AsMEdzzqzRQsTyOub8r15', '2HEMdZPNfOLF9W3LeE7dkC', '0HbtLdjkFkY8doAZzjRDmj']","['Stay Gone', 'Do You Believe Me Now', 'I Love You This Much']",3,"['2004-01-24|20', '2008-08-02|35', '2003-04-26|0']"
Duffy,37NqXwtb6nIEqRt4EJSoIO,['78twQ5XCFJMTE37ZSU0gsj'],['Mercy'],1,['2008-05-10|0']
Vanessa Hudgens,6G9bygHlCyPgNGxK2l3YdE,"['73qbBlEAcm2HfnAaSnP1II', '0occ3Gxp6ZV5DUmJNuEsQB', '5qaxeIJLARExwa34d9TuYp']","['Say OK', 'Sneakernight - Single Version', 'Come Back To Me']",3,"['2006-09-30|0', '2008-07-19|25', '2007-02-17|19']"
Ashanti,5rkVyNGXEgeUqKkB5ccK83,"['6zMUIb4uce1CzpbjR3vMdN', '6CbcdeTQKj0qTaZTt0xkdk', '3sckKKIx96cjPXtiqPHCTB', '7LFcepuZqkpghbKnslItnx', '1YZBMqN8kHaaRPXpQTC3kb', '6pWzCKTrKrwbUPzY8RLCoP']","['The Way That I Love You', 'Only U - No Intro', 'Foolish', 'Rock Wit U (Awww Baby)', 'Happy', 'Rain On Me']",6,"['2002-02-16|0', '2003-08-30|95', '2002-06-01|15', '2003-05-10|79', '2008-03-22|139', '2004-11-20|120']"
Ferras,3ZajykUFFll0Xwgal0fQfO,['5wizvr1JlRR3XWmKkOmEtV'],"[""Hollywood's Not America - Matrix Version""]",1,['2008-04-05|0']
Phil Vassar,1XhhO2dTs2fKyhILj0aam6,"['0ITpSCNjLUPmDvUYJG2tG6', '3u8m4E4pJn43otDkw2wXBs', '23qDMWnwf8p0pr5slljB6i', '1lhPhB8fdto7hvqCWljRm1', '3BcGTyGnofcaQlxEaHyuPD', '339hc1FygD8oJl4kg24IjG', '3XOFkS6Fvi3IqBTq4i73Xa', '4LlNoNZflek4hZyZigCxpW']","[""That's When I Love You"", 'Rose Bouquet', 'In a Real Love', 'American Child', 'Love Is A Beautiful Thing', 'Just Another Day In Paradise', 'Carlene', 'Six-Pack Summer']",8,"['2004-09-04|90', '2002-08-24|75', '2008-03-08|124', '2000-09-30|20', '2001-08-11|44', '2001-04-28|40', '2002-02-23|54', '2000-03-04|0']"
2 Pistols,7JBMlJmJpOk87BZTdbYSHD,['11WuptzKtcVfPMYaf5aook'],['She Got It'],1,['2008-03-01|0']
Jewel,6FbDoZnMBTdhhhLuJBOOqP,"['4S0SN8LHWeNgFVb3GFV4lV', '3ME8wEbmrIlu5FS0Jgb0R0', '0eqegAaplGBvg5jFjosHgb', '0sYalxPCX8OcwdYZcFzRgN']","['Standing Still', 'Intuition', 'Stronger Woman', 'Again and Again']",4,"['2003-05-10|33', '2006-05-20|53', '2001-11-17|13', '2008-02-23|55']"
Cast Of Camp Rock,6BaEtrOzEuvmxmHZRR1nNa,[],[],0,[]
Cherish,1c70yCa8sRgIiQxl3HOEFo,"['6MBEjJlXQYXr8dfxDvZuoA', '5KzHTHTjftb7QFh5GicRnO', '5ZelMPn7vupvsTToUTvcbF']","['Do It To It', 'Killa', 'Unappreciated']",3,"['2006-10-14|21', '2008-02-23|38', '2006-05-20|0']"
Saving Abel,2AVVj8ezW2mJ0v8u7XydiF,['3pxCXv0NACYfYnLjFcQW5D'],['Addicted'],1,['2008-06-28|0']
Randy Jackson,4PpmBoqphQusNFsxuVKb6j,['7v2Jv1X3D3q2uZuENKMhYh'],"[""Dance Like There's No Tomorrow""]",1,['2008-03-08|0']
Shwayze,6f0hUHWLOCxCSDQMtdVAS7,"['4U5CjTT6uObhD2vwnD4zOF', '3wQaW4rEZe7AaDrlrX4eDy']","[""Buzzin'"", 'Corona And Lime']",2,"['2008-08-09|3', '2008-06-21|0']"
Colby O'Donis,7fObcBw9VM3x7ntWKCYl0z,['3MldzywZOH4Uci6bq9noyJ'],['What You Got - Main'],1,['2008-03-15|0']
Lee Ann Womack,738OS3zrCO782uDiUN9pet,"['5rJRKtJzm7qacwYEjsKav6', '65B1tEOv5W294uCKbmEcFV', '6dWGSm15Vj6m7qLKEO85ZN', '5DWmvAL8WPuncj8tSxFVNC']","['I May Hate Myself In The Morning', 'Why They Call It Falling', 'I Hope You Dance', 'Last Call']",4,"['2001-07-21|73', '2000-05-13|11', '2009-01-31|96', '2005-01-29|83']"
The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,"['2l57cfmCnOkwNX1tky02n1', '6ihL9TjfRjadfEePzXXyVF', '1aWYAQICESeHj2Xauv1Zfd', '1FMHNVeJ9s1x1l1WlaRs2I', '5lDriBxJd22IhOH9zTcFrV', '003FTlCpBTM4eSqYSWPv4H']","['It Ends Tonight', 'I Wanna', 'Swing, Swing', 'Dirty Little Secret', 'Move Along', 'Gives You Hell']",6,"['2006-02-11|37', '2008-11-29|112', '2005-08-06|11', '2006-10-14|85', '2003-06-21|0', '2009-10-03|148']"
Charlie Wilson,6CxZzQFUTM6AzgluGwtq5w,"['6rZsGpXDr0WsUSFitx3v8N', '6UZqMYYQQThvV55IQPvscO']","['Charlie, Last Name Wilson', 'There Goes My Baby']",2,"['2009-05-16|14', '2005-08-06|0']"
Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,['0zoK1L5JxJbyk7T2nw367B'],['Chinese Democracy'],1,['2008-11-29|0']
Framing Hanley,3niqfoc7C6lIeCNVz8iZYE,['49dFv4gH1SeY90FySDOwCE'],['Lollipop'],1,['2009-01-10|0']
Avant,0AunegKKH2ys98aLxq8G1A,"['6Q13UWFUuqXLXT7IUVkqM1', '3g6SuyjGaGyAXmjvdNI1IU', '5S0cvScXb33JVpjTiY9Ivi', '00zqTWtvCWvDtAqoLRl6Sy', '6cR1U61DMpYbS2TtNTlSvo', '1y2wM4Qxn27EOsQnhHYA3Q']","['4 Minutes', 'My First Love', 'Separated', 'Read Your Mind', ""Makin' Good Love"", 'When It Hurts']",6,"['2003-10-04|61', '2006-03-25|87', '2002-03-23|40', '2000-11-04|20', '2008-12-27|101', '2000-04-29|0']"
Savage,1GbrJTB56Xs4XQGlmVbaCf,['61ehOd7NByNLD1C5AcQhEb'],['Swing'],1,['2008-08-16|0']
Artists Stand Up To Cancer,5UHeeAHp48bScX1RfoUt8m,['1EiwZsCTu8cGSRdog30oYY'],['JUST STAND UP!'],1,['2008-09-13|0']
High School Musical Cast,2gUMs9PE8XZVQyzCDqaYmW,"['4WQJPsbGOdqe24mUVHa8xb', '0WEH5Ca7GXdabT4W0M7Pw8']","['Now Or Never - Original Version', 'What Time Is It']",2,"['2008-09-20|2', '2007-08-04|2']"
Michael Franti & Spearhead,1mHuZMOP8FG5ip4yAb1vrB,['0nnxf8p851ZR49KFnGWVsB'],['Say Hey (I Love You)'],1,['2009-08-08|0']
Jamey Johnson,5yhxqYI0JBwUKfXpSEjiM8,['7CNd7rjfVt74TFlcOcnZgN'],['In Color'],1,['2008-10-18|0']
Chuck Wicks,696fbyLHSMBSYjDrDU5yiK,['6RKrORavcsGPPrkRzkU14H'],['All I Ever Wanted'],1,['2008-10-18|20']
Hinder,6BMhCQJYHxxKAeqYS1p5rY,"['10fddGyyeUquZZ2uPTjD7P', '4xNfsvj9mOVnMTvHZZ8HNk', '40LQiUUUKXVGyNs09lHVjW']","['Without You', 'Lips Of An Angel', 'Better Than Me']",3,"['2006-07-29|0', '2008-10-18|53', '2007-03-17|33']"
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,['5k7VKj1Xwy5DjO4B0PdAOb'],['Nude'],1,['2008-04-19|0']
MGMT,0SwO7SWeDHJijQ3XNS7xEE,['1jJci4qxiYcOHhQR247rEU'],['Kids'],1,['2009-03-21|0']
Shawty Lo,5mNB8ykTlENptzmsxXRtdS,['6TQANhh0iV17xMeExcH6qj'],['They Know (Dey Know)'],1,['2008-01-26|0']
Alvin & The Chipmunks,1SCWcYnoEh1978ycTDhZoW,[],[],0,[]
Alicia Keys,4FZ3j1oH43e7cukCALsCwf,"['3XVBdLihbNbxUwZosxcGuJ', '34ClgyHf8Awds1ew9vMX26', '588RGyR1f4Plc8nm7SrdCa', '6IwKcFdiRQZOWeYNhUiWIv', '3ODl8J0TZAykdMCtCIO28n', '5dxHF4lrDimKqnI3GaZUmC', '5bAEFsQjo0DEJalVwFVmsW', '1NRorokmYEtr1koWybvaE4', '6LGwYMXXgURfaequXipzHx', '0XPlSuCVQ1nOhzTpFgnDSz', '4esOae7i4rqTbAu9o5Pxco', '3JHDtmFdX9kdx9wz0md98U', '2DRcaAO76feWOoWCWP1cPp', '1yK9LISg5uBOOW5bT2Wm0i', '3unsLiH5FXmaDWtT5Imolu', '694V3efHIeLmVRZIDMGc4O', '5sra5UY6sD658OabHL3QtI', '4JOP8ELK6AaeySe7sKe996', '3FGiFUJRRp5RGikVrs6kig']","[""Un-thinkable (I'm Ready)"", 'Diary (feat. Tony! Toni! Tone! & Jermaine Paul)', 'Another Way to Die', ""Like You'll Never See Me Again"", ""A Woman's Worth"", 'Teenage Love Affair', 'Show Me Love', ""How Come You Don't Call Me"", 'Superwoman', 'Girl on Fire', 'Underdog', 'No One', ""You Don't Know My Name"", 'Try Sleeping with a Broken Heart', 'Empire State of Mind (Part II) Broken Down', 'Unbreakable - Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005', ""If I Ain't Got You"", ""Fallin'"", 'Karma']",19,"['2007-11-24|208', '2008-11-29|285', '2007-09-22|199', '2012-09-22|326', '2019-11-23|356', '2004-06-19|98', '2008-09-27|278', '2009-12-05|285', '2003-11-15|63', '2004-11-27|144', '2002-04-06|54', '2005-10-01|180', '2004-03-06|79', '2020-02-08|357', '2010-04-24|306', '2001-10-27|19', '2010-01-02|289', '2008-05-24|258', '2001-06-16|0']"
Cassidy,3WilJWdCNLSU7fpYjiKb7v,"['30KGtFjHhlT3JMX5s4IklU', '2TXB3vQ1IdfQ8u1S0tyLvU']","[""My Drink N' My 2 Step"", 'Get No Better (feat. Mashonda)']",2,"['2007-09-29|36', '2004-05-08|20']"
Spice Girls,0uq5PttqEjj3IH1bzwcrXF,['4ll3zqElfObKDVSIitAIga'],['Headlines (Friendship Never Ends) - Radio Version'],1,['2007-11-24|5']
The Veronicas,1dIdBZaaHRW2bDTkHNfWln,"['7MFvqBJ3ozTwDrf5VfoW8U', '0KlahhzNb98zyN83Vwae0l']","['Take Me on the Floor', 'Untouched']",2,"['2009-06-20|20', '2008-12-13|0']"
Playaz Circle,5gV9T9VSwhHBlHcRMojEZw,['5l53XkYN5rTYmdJ0P2GKFT'],['Duffle Bag Boy'],1,['2007-10-06|0']
Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,"['4XRUKxDIn28c7uHEzbGFgj', '35o9a4iAfLl5jRmqMX9c1D', '0CnD7Hiw6pae6rLsZw5q5W', '0AiTIiCQ15NW8QHQwSxKuR', '13J4KuQoJaf0ubp9gzPuFo', '1mxTCArq9EhSg4QPGqhjhT', '17lJlBTeJZEC5r4m8kqrE4']","['Incomplete', 'More Than That', 'Inconsolable', 'The Call', 'Just Want You to Know', 'Drowning', 'Shape of My Heart']",7,"['2000-10-14|108', '2007-09-29|197', '2005-04-23|173', '2005-09-03|192', '2001-10-20|153', '2001-02-17|126', '2001-05-26|133']"
Baby Bash,12PSlydMSjEHzSCj9X5qv7,"['0x1LCpY9Rgeq97VPajm81B', '6EfyEbyk4XjCisJz90V8Ki', '371GoHoueVN53jY8MoWufq', '6Nq5lE0CeOAAAqN4qhkbZU']","['What Is It', ""Baby, I'm Back"", 'Cyclone - Main', 'Suga Suga']",4,"['2003-08-23|0', '2008-01-05|79', '2007-08-11|58', '2005-02-26|33']"
Yael Naim,32aFdXARUiqP81SXqIPD4w,['476JcJ3TpAuCOlGdCmomGm'],['New Soul'],1,['2008-02-16|0']
Serj Tankian,0BEI7i5sgUuivcfwXLzFmM,['16pmJwwNFVCqdXWPZtwZzh'],['Empty Walls'],1,['2007-11-10|0']
Billy Ray Cyrus,60rpJ9SgigSd16DOAG7GSa,"['1uVRIEqMTtnbcxZocYDJRH', '4SSUj4OC7giqpMNCqSQSCf']","[""You Won't Be Lonely Now"", ""Ready, Set, Don't Go""]",2,"['2000-09-23|15', '2007-08-04|28']"
Santana,6GI52t8N5F02MxU0g5U69P,"['43LdgobPlcCc5g9Kmactvy', '41IShViF79gmulEkIHAjcb', '5Hv1QAbRWrUSUHaT0CmnMS']","[""Why Don't You & I (feat. Chad Kroeger)"", 'Into the Night (feat. Chad Kroeger)', 'The Game of Love (feat. Michelle Branch) - Main / Radio Mix']",3,"['2003-07-26|121', '2002-10-05|84', '2007-10-20|156']"
Metro Station,7vXwfZyDp3spzIVNXDaTPN,"['5619Ojc6t9evEEs3B7Drhe', '1v0E30pA3wOBXuDxfsyOPa']","['Shake It', 'Seventeen Forever']",2,"['2008-04-19|0', '2008-12-27|30']"
