artist,artist_id,song_ids,song_names,length,weeksdates
Jaron And The Long Road To Love,1gnxlAhv4TnE1Kbvcbv8QI,['3HMMQkT3IMvMBbvxUNPpK3'],['Pray For You'],1,['2010-04-10|0']
Shontelle,4M6Z1wubeKtwPqbjJygTOc,"['0m0FYyIbSDiASOlQ64GDO5', '45EDI3rk0f4cAMt9f8b56R']","['T-Shirt', 'Impossible']",2,"['2010-05-08|17', '2008-09-20|0']"
Alpha Rev,5fhX5cgW9CIJ363zTqAP3a,[],[],0,[]
Don Omar,33ScadVnbm2X8kkUqOkC6Z,"['2a1o6ZejUi8U3wzzOtCOYw', '7zo8XAMYBG6nGpqGiIudBc']","['Angelito', 'Danza Kuduro']",2,"['2011-05-21|4', '2006-06-24|0']"
Sick Puppies,7qAcXJgt1PWnxwUgxMdyuk,['0nbaoA1FPNt1tRnbXB6FFa'],['Maybe'],1,['2010-12-11|0']
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,"['58FUwmyGUqkt53YPUcm7cJ', '1jEtDqwYCKpR0mlrMrrITx', '2Adn2LNgkHMH5TelQVAu4n']","['Pretty Girl Rock', 'Knock You Down', 'Turnin Me On - Original Clean']",3,"['2009-01-03|9', '2009-04-11|23', '2010-12-11|62']"
DEV,7Ip2u3e5Nv6fFb5xyIHxEE,['4Xf7EL8G6FRYwvJADl0nf4'],['Bass Down Low'],1,['2010-12-25|0']
Plain White T's,1g1yxsNVPhMUl9GrMjEb2o,"['3CE3PYF64qJBjq54Uf9ZiW', '6cQSR4chKDTFhlCT2MuNwq', '6MDTpYxPFL0wtFd0pjfKws', '4RCWB3V8V0dignt99LZ8vH', '5VWmMZCfJ4yVkJw9ZLFXej']","['Rhythm Of Love', 'Our Time Now', ""Hate (I Really Don't Like You)"", '1, 2, 3, 4', 'Hey There Delilah']",5,"['2007-04-14|6', '2008-01-19|41', '2009-02-07|42', '2010-08-28|62', '2006-11-18|0']"
Reba McEntire,02rd0anEWfMtF7iMku9uor,"['6A2hvKTF2FShj0Yma7CP8N', '21gIIm2pGR0VK36gLVvY26', '3lZ2BjqnF3MhSIqRnEnahr', '3e4ZaMM2t6Pv25W05KfZTP', '46a3BjDPBdi6OngVhTkuM6', '0fNCLvSVUEK7NTwhu5vk5B', '5LGEfWqwgYL16tyXkrRC8J']","['Strange', ""I Keep On Lovin' You"", 'Turn On The Radio', 'My Sister', 'He Gets That From Me', 'Consider Me Gone', 'Because Of You']",7,"['2010-10-02|53', '2009-06-13|53', '2010-05-08|53', '2005-07-09|49', '2007-07-14|53', '2004-12-18|37', '2009-10-17|53']"
My Darkest Days,64g59lHsc4g2jMFokrKDGW,['3Q8zopc4ABXhysDb1sgLVW'],['Porn Star Dancing'],1,['2010-11-06|0']
Hannah Montana,7nU4hB040gTmHm45YYMvqc,"['3FRuUuqmFDk3BYHaDzAjTI', '1GBknQ67DCfKTPms1dw9EW', '0G71WvIkF2K6HViJeFvOcM', '5qiWQq9tPjMDNpd1knSoZ0', '6ftcAmQPmGbk7Gkr5MJe4T', '5J0d605KKCz4x8zbUKTaPe', '1pEc2SNzgGvbmvcapQ566n', '0Q2y7Amx3vHz5Jqa7TFEYE', '3rcXcJT6Uwg1ojuCdPRjeJ', '322E3pHVE4THhniKjNLTY9', '4GhI2lrDJwwLXEGSrVrQGG', '7jg5JfizOZSEipnTR6d4Nt', '6YufqZwFe2U4mxCy3B1xsC', '1qsN5cpqU6quWtL9lgyA1v', '4OCwbVkarjtTqkYZUP10lQ', '07HPV6hzecJmMJwsIX8YVU', '2kIq7Oq6YNfdUuTrmPC4w1', '52Dw5hXeylenurLTKoFJfZ', '7smCjIc7MoUM4ay55LQrdu', '3bSq5OpEWmLK1o8F7saR2F', '1y6Y28gA3mNHSs7RDLrDKs', '6Z0F3Mqj7tq1CBZo5qMlUg']","['He Could Be the One', ""Life's What You Make It"", 'True Friend', 'This Is The Life - From ""Hannah Montana""/Soundtrack Version', 'The Other Side of Me - From ""Hannah Montana""/Soundtrack Version', 'I Wanna Know You', 'I Got Nerve - From ""Hannah Montana""/Soundtrack Version', 'Start All Over', ""G.N.O. - Girl's Night Out"", 'The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version', 'Gonna Get This', ""Let's Get Crazy"", 'Rock Star', ""Nobody's Perfect"", 'Just Like You - From ""Hannah Montana""/Soundtrack Version', 'Make Some Noise', 'Pumpin\' Up The Party - From ""Hannah Montana""/Soundtrack Version', ""Ice Cream Freeze (Let's Chill)"", 'If We Were A Movie - From ""Hannah Montana""/Soundtrack Version', 'Who Said - From ""Hannah Montana""/Soundtrack Version', 'Ordinary Girl', 'See You Again']",22,"['2006-11-11|2', '2009-04-11|27', '2006-08-12|1', '2008-02-16|23', '2007-07-14|16', '2007-06-23|13', '2008-01-19|23', '2010-07-31|35', '2010-11-06|37', '2007-12-22|23', '2009-07-25|30', '2006-08-05|0']"
Akon,0z4gvV4rjIZ9wHck67ucSV,"['6LBcHFbzmKSgGjZapRE2B5', '4vYGubD2JGIRTAu4bEvlgC', '6QUHWicoDehyYS0UXQwKAR', '4xAk8Lw82G3YoVSOdVAsBx', '5QnM8r0kqFdM84k18aFE2V', '2kQuhkFX7uSVepCD3h29g5', '1sBiJZixyXiVBkZCXYvTdf', '7rv0UuxMX7CpUUwEE1jVrd', '1ARJhjuI6TNYZCxYygFQ4F', '11FLXIjJOGzx7H0n1bu5wz']","['Beautiful', 'Angel', 'I Wanna Love You', 'Smack That', 'Ghetto', 'Bananza (Belly Dancer)', 'Troublemaker', 'Sorry, Blame It On Me', 'Right Now (Na Na Na)', 'Lonely']",10,"['2008-10-11|150', '2008-12-20|161', '2010-10-09|195', '2008-11-29|157', '2005-02-26|32', '2005-01-08|27', '2007-08-04|131', '2005-08-13|52', '2006-10-07|72', '2006-10-14|73']"
Mann,3sAHunotiQdUXKSsFj5KUg,['0wpbWr0vI9mIV6WpO5CqPi'],['Buzzin'],1,['2011-01-29|0']
Asher Roth,1wgY8huggK60P5nvYrwcYT,"['7g1yl3UgC1m0E1qPqCDwwZ', '1akgiRM3mN2nxu2AX6ACCW', '0R2yQJOFsKqS0SsgPdWqtP']","['I Love College', ""G.R.I.N.D. (Get Ready It's A New Day)"", 'Lark On My Go-Kart']",3,"['2010-08-14|18', '2009-05-09|10', '2009-02-28|0']"
Hurricane Chris,1fQ46lgoUCz8FVXdTVNk0a,"['63XXvHR6FfiRDk5lKNNCMI', '6V5r8IMSL7wTZlFmi8AjR0', '6MnFB3qurhmGs1xdjrz5Bg']","['The Hand Clap - MAIN', ""Halle Berry (She's Fine)"", 'A Bay Bay']",3,"['2009-05-16|26', '2007-06-23|0', '2007-11-03|19']"
The White Tie Affair,4lmpEOYpB8yNe8buBDP5vF,['7L2njnxdaRRvDMNLuP1ZcD'],['Candle (Sick And Tired)'],1,['2009-03-21|0']
The Pop Heroes,21iJ0sfITnAGHIFS3UQmk3,['4BKKOpYUypuaDG8z2IvZnE'],['Meet Me Halfway (Made Famous by Black Eyed Peas)'],1,['2009-10-03|0']
Susan Boyle,1qAuetfG6mhtDgsVIffWQc,"['70rEifmDizVTzvvuUMEITz', '1uenbEVPd129TmVPXyn9Lv']","['I Dreamed a Dream', 'Wild Horses']",2,['2009-12-12|0']
Kris Allen,2zwHaEmXxX6DTv4i8ajNCM,"['1HfxPaJggVwFsvOtHbVzMz', '4K5LLD1QqDCYfCfe7MjAsG', '4gwDrsXJPXfCAYFbpUjeCW']","['No Boundaries', 'Heartless', ""Live Like We're Dying""]",3,"['2009-10-17|5', '2009-06-06|0']"
Leona Lewis,5lKZWd6HiSCLfnDGrq9RAm,"['2rVnxIk0QkCpHNWXElXtVk', '2iXBZ32Fz5VDCLeE0JIdX5', '4hrAKlxfblnG7llBEEX7TR', '2DWO9x9rhszjJsabuPqp8P', '7wZUrN8oemZfsEd1CGkbXE']","['Better in Time', 'I Will Be', 'Run', 'Bleeding Love', 'Happy']",5,"['2009-10-03|77', '2009-01-03|62', '2008-03-01|0', '2009-02-14|69', '2008-04-26|8']"
Weezer,3jOstUTkEu2JkjvRdBA5Gu,"['1D7UBHqaPWDbBHs2S5YXge', '7wclPheMJAUKn2njmO2s3A', '09aDV0TC2RfWFU5IwZfIdG', '1yKu2MhpwzDXXH2tzG6xoa']","['Beverly Hills', ""(If You're Wondering If I Want You To) I Want You To"", 'Perfect Situation', 'Pork And Beans']",4,"['2009-09-12|75', '2005-04-16|0', '2005-12-24|36', '2008-05-10|60']"
A Rocket To The Moon,1NU9Em6e8dDo36Js6nEo3t,['1fkYmLPG2Oi2AkUmcspWKl'],['Like We Used To'],1,['2010-10-23|0']
Mario,20s0P9QLxGqKuCsGwFsp7w,"['3SjS9Y86t8BiecD1Wq7r4o', '2cxbxpHrND6i4uvUGVvC9J', '3lMgczyYCjVDpJX8Wl2ilu', '3ibKnFDaa3GhpPGlOUj7ff', '6HICEWiTO1LSB5wayNBh70', '4UP5HP7IAnNdxD01g1lzQp', '174rZBKJAqD10VBnOjlQQ3', '0IneDe6NkMtTOb5q2SPXfq']","['Ooh Baby', 'Let Me Love You', 'Break Up', 'Just a Friend 2002 - Radio Edit', 'Crying Out For Me', 'How Do I Breathe', 'How Could You', 'Braid My Hair']",8,"['2005-03-19|51', '2007-07-07|83', '2004-10-23|30', '2007-12-15|93', '2002-10-12|21', '2002-05-25|0', '2010-03-27|136', '2009-07-04|113']"
Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,"['5PZ2cqh9Yem2g6cTSOLllz', '3HE50TVRquwXe9yv2HFoNL', '56sk7jBpZV0CD31G9hEU3b', '4urxRqBRiaH0i20OKBsgxc']","['Pain', 'Break', 'Animal I Have Become', 'Never Too Late']",4,"['2006-12-16|64', '2009-09-26|104', '2007-07-28|84', '2006-05-06|44']"
Uncle Kracker,2DnqqkzzDKm3vAoyHtn8So,"['0RFgvrhkf9FiDRLA0BhzpZ', '4KoecuyOpZaNFZ0UqVsllc', '7whM5VFdH5ddvNYO7HIfvs', '4ZC8hXXqu2hPcDLw9QTdtQ']","['Drift Away', 'Smile', 'Follow Me', 'In a Little While']",4,"['2003-03-29|53', '2009-08-15|88', '2001-03-10|0', '2002-11-02|33']"
Brooks & Dunn,0XKOBt59crntr7HQXXO8Yz,"['76fUOrKOcUnAceODDPBidy', '3XREqhLzypw6NzrFg1RMsr', '1BMhbPsW66IXqksKC8jrCf', '2whdkf4NsAloiUJ9ISRVDM', '4xvMOj9QANlmQ7If03em5Q', '1mLStmTgqH0nBzds3S4jkJ', '1BsW6G8T2QhG5RYykq58AF', '3EZzghqykkfOB0Z8d0kTSt', '6PToEvKwt5ZbRjgvQkgmJe', '7dP5CWoAZlHVBzNAsSxYP1', '7hAUQNn3k9QZFjtqnWzq8b']","[""Cowgirls Don't Cry"", 'Proud of the House We Built', 'Hillbilly Deluxe', ""That's What It's All About"", 'Red Dirt Road', 'Honky Tonk Stomp (feat. Billy Gibbons)', 'Building Bridges - (Guest Vocals by Sheryl Crow and Vince Gill)', 'God Must Be Busy', 'Every River', 'Put a Girl in It', ""That's What She Gets for Loving Me""]",11,"['2002-12-07|0', '2004-04-10|0', '2008-06-14|0', '2008-11-29|0', '2007-02-10|0', '2007-08-11|0', '2003-05-31|0', '2009-10-24|0', '2008-02-02|0', '2004-08-28|0', '2006-08-05|0']"
Boys Like Girls,0vWCyXMrrvMlCcepuOJaGI,"['1MaqkdFNIKPdpQGDzme5ss', '1AnesEZjtNHT7Nr2Y4BuNR', '1MrNveiYvWyKNAMiqn8xS8', '20X9OeC606XNwEtDBOym5u', '56Tl3UgyZTqfZtvFNS31wm']","['Two Is Better Than One (feat. Taylor Swift)', 'Love Drunk', 'Hero / Heroine', 'The Great Escape', 'Thunder']",5,"['2007-12-22|25', '2009-09-26|65', '2009-07-18|55', '2008-07-12|42', '2007-06-02|0']"
Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,"['4qoRtBttExNQ8eguqiYsRg', '549DBe4tw3IYPnedaz0q0J', '78Liq9m8u6xjuamJIeznTd', '2IpeftovkFwpkWBYuS0qCz', '1rAESNsSXvXpJh9hCjgHVX', '7Kt3rCH3VPNDDJq3iq7v16']","['Whatchulookinat - Main (A.K.A. Backing Vox Up)', 'One Of Those Days', 'Million Dollar Bill', 'Could I Have This Kiss Forever (with Enrique Iglesias) - Metro Mix', 'I Look to You', 'Try It On My Own']",6,"['2002-08-24|111', '2000-06-17|67', '2009-09-19|148', '2002-11-16|114', '2009-08-22|145', '2003-04-26|133']"
Skillet,49bzE5vRBRIota4qeHtQM8,['0nkzd3yNniB767zSDDdLZ3'],['Awake and Alive'],1,['2009-09-12|0']
Three 6 Mafia,26s8LSolLfCIY88ysQbIuT,"['4qmUWu3rhuIR0Ox8hAjEIa', '4ioTeLwRRJeWsz8535nrjD', '5MYFw4T2gy52pOGBN4EYHS', '4xWMTkwknjh8FzxNrkwLl6', '5zd9TgduWbfFXwgnm3K3Rz']","['Shake My - Explicit Album Version featuring Kalenna', 'Stay Fly (feat. Young Buck, Eightball & MJG)', ""Poppin' My Collar (feat. Project Pat)"", 'Doe Boy Fresh (feat. Chamillionaire)', 'Lolli Lolli (Pop That Body) (feat. Project Pat, Young D & Superpower) - Explicit Album Version']",5,"['2008-05-31|49', '2005-09-24|0', '2006-03-04|23', '2007-01-20|39', '2009-09-12|69']"
Cascada,0N0d3kjwdY2h7UVuTdJGfp,"['3OW3uDpM7mgLe3xU6EYX5q', '1fvD4tBLGypUG0Tg2nHHus']","['Evacuate the Dancefloor - Radio Edit', 'What Hurts the Most - Radio Mix U.S.']",2,"['2009-08-29|45', '2008-01-26|31']"
Dorrough Music,5MAp6rMiUJjRLXMWtArXRS,['57QFOU3f7O0gDLadxv5z8w'],['Ice Cream Paint Job'],1,['2009-06-13|0']
Anya Marina,6xYBLeSMu1AqPsnUzEvx5n,['5qX2ZJoLEyFCTAdaCqUo7s'],['Whatever You Like - Single Version'],1,['2009-11-28|0']
Maxwell,2AOt5htsbtyaHd5Eq3kl3j,"['0f62w1teOSaYgKObtzygaR', '741OE401HO7ZCaPhEqCZ7w', '22NLm3IIR9NLG0cUYtmHMW', '0tXq1ob3ysGZN2oK1abtyp', '3uMigZrW9l9De8roOy6CAn']","[""This Woman's Work"", 'Bad Habits - uncut', 'Fistful of Tears', 'Pretty Wings - uncut', 'Lifetime']",5,"['2009-10-10|81', '2009-05-16|60', '2010-04-03|97', '2002-03-16|45', '2001-09-08|25']"
All Time Low,46gyXjRIvN1NL1eCB8GBxo,['4CDlYQu16nUtVGwgwqj3I3'],"[""Damned If I Do Ya (Damned If I Don't)""]",1,['2009-07-04|0']
Maino,20apXQGKM00jJTvYfyKwlb,['1z667LebVh3DtYNrVJEao0'],['All the Above (feat. T-Pain)'],1,['2009-03-14|0']
Rob Thomas,3aBkeBhwadnWMWoVJ2CxJC,"['4faFAhOflLzhfJECveRwva', '4L9J2or96xvWhQwWw09fHO', '6j6bTAiW0oEfLlAjmRNcbb', '7uPQU7uKvsZZ7T9XnpBpFg', '3LtwmK1OfN0dGs9jf3qSjn', '3Voz5vnFfMu8nrVP6hIYte', '02acUMylPHMjJ9miDc9b38', '20117nklRrpujknMRpueYQ']","['Mockingbird', 'This Is How a Heart Breaks', 'Lonely No More', 'Her Diamonds', 'Ever the Same', 'Streetcorner Symphony', 'Little Wonders', 'Someday']",8,"['2005-07-16|21', '2009-11-21|130', '2007-04-14|94', '2006-01-21|54', '2005-02-19|0', '2006-10-07|74', '2009-06-06|110', '2010-07-31|152']"
Ashley Tisdale,2ddxtfC0oS8LoktXUHE7YL,"['1bYtKF2sY2wLU6xdVaqIqD', '0yfcOmDBSaW1fGY1PHuwU3', '0jTTjg6q4jsd2RhuHwTvLj']","['He Said She Said', ""It's Alright, It's OK"", 'Be Good to Me']",3,"['2009-05-02|12', '2007-02-17|2', '2007-01-27|0']"
Darryl Worley,4zIBkSJcqRp4ADuFI94WvO,"['28ZUoSyOdNswEdokyJs07B', '5JWuz7zukN8z9JLNm29U5K', '5uqbTKo8Ogq1sBQ3u940Xz', '3Ye4dPI87Y3SP3pH0EC3rC', '0qnoS5hMZMphvKWi0D2LQh', '4eVikDUCG2zumfejHQxGbe']","['If Something Should Happen', 'Sounds Like Life To Me', 'Have You Forgotten?', 'A Good Day To Run', 'Awful Beautiful Life', 'I Miss My Friend']",6,"['2005-05-28|85', '2001-01-20|15', '2002-06-15|24', '2003-03-15|45', '2004-11-13|65', '2009-08-01|94']"
Pleasure P,6dROiL44pIQZVNZ6Bc0OJO,"['3taIcgVjePRzkdz0ZmJbOi', '48TPQWN8wy8vgJ0rKWM0z3']","['Under', 'Boyfriend #2']",2,"['2009-04-04|4', '2009-09-12|22']"
Phoenix,1xU878Z1QtBldR7ru9owdU,['3FM33HqRlV7J1QJoPOnd2u'],['1901'],1,['2009-12-19|0']
Jason Michael Carroll,6vgqbvuLEUcrg7SB1kRTYE,"['3PJq5Cu74e3bIes9sY7jM1', '0VeI4Zyirc6yuJ4P7fudjE', '61aJPoKikSDWTNnyp4fzgf', '5NhZkLMccDVhxocmVHDu4G']","['Alyssa Lies', ""Where I'm From"", 'Hurry Home', ""Livin' Our Love Song""]",4,"['2010-02-13|40', '2009-04-25|29', '2007-09-15|12', '2007-01-13|0']"
Mike Jones,07VmOvmuBp9G0gb8BTrpn0,"['5krOROgmf8adn3SJzeKLZy', '7xVwhsuZTUWhIyFeDH6rYr', '3LU66Soe9kT5saRxI4wTj6', '59rtiYOPgMEDf3yPEfU2la']","['Next to You', 'Mr. Jones', 'Back Then', ""Still Tippin' (feat. Slim Thug and Paul Wall)""]",4,"['2005-06-04|11', '2005-03-19|0', '2007-01-27|32', '2009-03-21|36']"
Silversun Pickups,6qyi8X6MdP1lu6B1K6yh3h,['597i9UhHbW8hHgBUp8Tm54'],['Panic Switch'],1,['2009-05-02|0']
DAY26,7dpKVB4mK3ufNdZOpMKtrd,"['20m3aiJZdxy6kzOapoVTyD', '6Qqp1NCiy8Ps6EtOL1yjeb']","['Imma Put It on Her (feat. P. Diddy & Yung Joc)', 'Got Me Going']",2,"['2009-04-25|3', '2008-04-12|0']"
Brooke White,1feuQE7d9izI54MoL5Lc7t,['2nJgEO3puyn2Pr81cNXcmY'],['Hold Up My Heart'],1,['2009-03-14|0']
GS Boyz,7Ej52CNJlhlwWROkrcjKLL,['73GD9DI2EBRSi2l57wyh3Z'],['Stanky Legg - Main Edit'],1,['2009-02-21|0']
Spectacular! Cast,6LXsctaxlamY9VuhxWlFH1,['1WbeuiDYoCfCpvxisr1zRx'],['Break My Heart'],1,['2009-03-07|0']
Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,"['08QZBupqwLXOalOpgiTi5e', '2czBvzOv3TvnyoW7Ozo7fP', '5kVSDFEAqgjKtcD6tRvRzY', '4YUSC63LMMUbaeLjcfT4Go']","['Girls In Their Summer Clothes', 'The Rising', 'Devils & Dust', 'Working On a Dream']",4,"['2002-08-03|0', '2009-02-21|13', '2005-04-16|11', '2008-02-02|12']"
Lily Allen,13saZpZnCDWOI9D4IJhp1f,"['4aR9bPMAOFySBuQSbVWF3d', '7bW6MqAdTclmHVHAOkIyPS']","['Smile', 'The Fear']",2,"['2007-02-10|0', '2009-02-28|16']"
Matt and Kim,4MSMDY0ClgWqXApU53I1L1,['57i3M29DWoo7RDk0Tf0LZG'],['Daylight'],1,['2009-06-27|0']
Madcon,6c4sUNBgdonFJz8Kx2VsGz,['4YeKAwFn69ehnciOfi7Sbf'],"[""Beggin'""]",1,['2009-05-02|0']
Reba McEntire,0I2iJ4qXhWez7QzSRd2UX6,"['6A2hvKTF2FShj0Yma7CP8N', '21gIIm2pGR0VK36gLVvY26', '3lZ2BjqnF3MhSIqRnEnahr', '3e4ZaMM2t6Pv25W05KfZTP', '46a3BjDPBdi6OngVhTkuM6', '0fNCLvSVUEK7NTwhu5vk5B', '5LGEfWqwgYL16tyXkrRC8J']","['Strange', ""I Keep On Lovin' You"", 'Turn On The Radio', 'My Sister', 'He Gets That From Me', 'Consider Me Gone', 'Because Of You']",7,"['2010-10-02|53', '2009-06-13|53', '2010-05-08|53', '2005-07-09|49', '2007-07-14|53', '2004-12-18|37', '2009-10-17|53']"
U2,51Blml2LZPmy7TTiAg47vQ,"['6uQL0epVs9N9Bergafaf6x', '1VuBmEauSZywQVtqbxNqka', '2pcXHC2NXIByMRsgBKp66o', '6fzcnVO0X2cpYjsHk19GJo', '57ZXcBtCZXSg9TVV5xRdnR', '3gkijt6bxk8ts6S2RCEu4n', '47z5v7hkOTuvb82F0FWALC']","[""Sometimes You Can't Make It On Your Own"", 'Magnificent', 'Vertigo', 'Electrical Storm - William Orbit Mix', 'Get On Your Boots', 'Beautiful Day', 'The Saints Are Coming']",7,"['2005-04-16|80', '2002-09-28|53', '2009-03-21|95', '2004-10-09|60', '2009-02-07|92', '2006-12-02|83', '2000-10-07|8']"
Kristinia DeBarge,5Z22vlK4DCgDrQgBEqfc8w,['5myYDbAurm1CW038qd4gL2'],['Goodbye'],1,['2009-05-09|0']
A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,['7Kpqjspw4Y7HrvItIRcBiW'],['Jai Ho! (You Are My Destiny)'],1,['2009-03-07|0']
Parachute,2PCUhxD40qlMqsKHjTZD2e,['2Dz5WpEWA0vhnMmEPYiZ2y'],['She Is Love'],1,['2009-08-15|0']
Chrisette Michele,3YJMzGjAm245zwJooY7PEj,['3oQ5kA2PGJlztciJk3SKA0'],"[""Epiphany (I'm Leaving)""]",1,['2009-05-16|0']
Jessie James Decker,0GzIauSfKRc5BlNXpTWAGz,['6yrU8Dn9x8KcAftMIODkyP'],['Wanted'],1,['2009-05-30|0']
The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,"['5TXNLJ2EENAt3Tf9MX4kT2', '6LDasBOWaNQEGgpDLaKDnJ', '21pySLskKIKrhDziCX5ojQ', '3tSuRiNgJmMqmYR23dCqnR', '2H9CKpZiLDF223BbwehpDF', '4NjR63Up0uMkQBlKvlZd1l', '3BxWKCI06eQ5Od8TY2JBeA', '0XEBKZHp8imfvf9NYjV8Kg']","['When I Grow Up', 'Beep', 'Stickwitu', 'Hush Hush; Hush Hush - Main', 'I Hate This Part', ""I Don't Need A Man"", 'Buttons', 'Wait A Minute']",8,"['2007-05-12|93', '2006-05-27|42', '2008-12-13|114', '2008-06-14|94', '2006-02-04|15', '2005-10-22|0', '2006-11-25|72', '2009-05-30|134']"
F.L.Y. (Fast Life Yungstaz),0zOuQuYGGcrtDYYy3YFDMr,['5ItzU5pBrFmRUudfr5RkJP'],"[""Swag Surfin'""]",1,['2009-05-23|0']
Jack Ingram,7HNEfHmDlFofG6YnMt8G7N,"['7CnuusZCdhzNQlPdUDBhcA', '743UzZj0Yzh9IYJEzH2f5H']","['Lips Of An Angel', 'Barefoot And Crazy']",2,"['2007-02-17|19', '2009-07-11|21']"
Mitchel Musso,3IcF2f5vEkY6HPQfLlQDlw,['7zKObGlclVsHMwOG0Q3wYO'],['Hey'],1,['2009-06-20|0']
Bobby V.,4HgF4KnohByNElYid7iCNb,"['6kLZ1DzSxBkNVvdQm6CX0N', '5fJcHhfW0ngZ4qGZqJrIQh', '4Ilen0VxPEsVRLpnePji8P', '5xnZ1vqo2LAOge8DWtvBVk']","['Slow Down - 12"" Version', 'Beep', 'Anonymous - Main', 'Tell Me']",4,"['2007-05-26|0', '2009-01-03|0', '2005-07-16|0', '2005-03-05|0']"
Papa Roach,4RddZ3iHvSpGV4dvATac9X,"['1eRgyfyizDWISeS99kwLNC', '69dO2HECe2I2563iMIvEV2', '1x0AirtLjfVquI0A9iBVep', '1UREw2MCfU0xwBzCAjxlUD', '7zQ5nqAKKfk0gtBgV70gyq']","['Getting Away With Murder', 'She Loves Me Not', 'Lifeline', 'Forever', 'Scars']",5,"['2007-04-14|86', '2009-04-11|104', '2002-07-20|20', '2005-02-12|48', '2004-10-23|32']"
Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,"['6mmtxbG5pzkrJ0BrSdg9uW', '6psdUDK8ojdMj563fniLfm', '2DHc2e5bBn4UzY0ENVFrUl', '0wbDgMuAoy7O7pL3a69uZx', '3gVDntrSjxw2GzBma5M9nG', '360UM2DaiHZPRu0EsrOvMp', '2bLqfJjuC5syrsgDsZfGmn', '7qje9qxLncMESiPeI27SAn', '6ucR4KfvsBFWCMVFDvyKKl']","['Undertow (Featuring The Fray & Esthero)', 'Give It To Me', 'Release', 'Morning After Dark (Featuring Nelly Furtado & SoShy)', 'Apologize', 'The Way I Are', 'Say Something (Featuring Drake)', 'Carry Out (Featuring Justin Timberlake)', 'If We Ever Meet Again (Featuring Katy Perry)']",9,"['2009-12-19|115', '2009-12-12|114', '2010-01-23|121', '2007-04-21|10', '2009-11-28|113', '2007-02-24|2', '2007-06-16|20']"
Thirty Seconds To Mars,0RqtSIYZmd4fiBKVFqyIqD,"['2D52zjCyqEIQa221lhw6uk', '0UZwcRQAk4QR09HtGRZhYC', '4sjLcE0GQ6urc4iUXsUPe9']","['Closer To The Edge', 'Kings And Queens', 'This Is War']",3,"['2009-12-26|2', '2009-10-31|0', '2011-05-21|5']"
Shiny Toy Guns,6UocZe4AprSYBvmn3J0oqY,['6MQdIVpcXuaa9QpuCd33ei'],['Major Tom'],1,['2010-02-20|0']
V V Brown,39ZHUueufhIdbW4yu9uODG,['0BLPuaA32HDg6AJTUT4WMl'],['Shark In The Water'],1,['2010-06-19|0']
La Roux,3K2zB87GZv1krx031en5VA,['6lUY6MoqGgPnA27PHYxem5'],['Bulletproof'],1,['2010-03-20|0']
Bon Jovi,58lV9VcRSjABbAbfWS6skp,"['5439qJTu5mVH9aeriwp03u', '09ln4QumFqjIkfCFiW9aRk', '06Zz2l7cVTCTgCNDe1bnEF', '6tVwi09OwB7zVYV0NUajeP', '0v1XpBHnsbkCn7iJ9Ucr1l', '577MNC3o3L0lNIzx9abqOk']","['Thank You For Loving Me', 'Have A Nice Day', ""It's My Life"", ""Who Says You Can't Go Home"", ""We Weren't Born To Follow"", '(You Want To) Make A Memory - Pop Album Version']",6,"['2001-02-17|20', '2005-10-08|30', '2007-05-19|71', '2009-10-03|91', '2000-08-12|0', '2006-01-28|43']"
Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,['2O2ii9OPZYh1NBXo9FtE0Y'],['Check My Brain'],1,['2009-10-03|0']
Ester Dean,0v2Y5jwtcv8LiWNTRls1KM,[],[],0,[]
LeToya,5xenrbYhp4IRydrWpBe4Bx,"['6GPiKalxD23rJirHKJm00X', '0n6Rakh2ND1JR03sXEviS2']","['Regret', 'Torn']",2,"['2006-05-06|0', '2009-10-17|20']"
Chamillionaire,6vdMPayKk8YJxxeNP5oMCb,"['3KcsyKN0GyGQYGZJJhIx3L', '2VkD1v3tYy51yHdalZzEgJ', '3kZoay4ANo86ehb6s4RwS9']","['Good Morning', ""Ridin'"", 'Turn It Up']",3,"['2009-10-31|51', '2005-11-05|0', '2006-03-04|17']"
Creed,43sZBwHjahUvgbx1WNIkIz,"['42T2QQv3xgBlpQxaSP7lnK', '2VSbEXqs6NbNiZSTcHlIDR', '25TQBBKOrtTfnH6QBM9He1']","['My Sacrifice', 'One Last Breath', 'Overcome']",3,"['2009-09-12|188', '2002-06-08|153', '2001-10-27|124']"
C-Side,53thXvKRvNjrjmcusbdDSu,['7bWonRM5QK6qA0dwYISntA'],['Boyfriend/Girlfriend - Original'],1,['2008-04-19|0']
