name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name,release_year
I'm Gonna Be Somebody - 2003 Remaster,Travis Tritt,2Vgdge1IJBTdU3NItPa1dB,0.561,0.659,-6.7010000000000005,1,0.0267,0.14800000000000002,9.93e-06,0.106,0.5539999999999999,76.49,245266,4,10,0,,47,2003-04-22,62,69,822280,1,['2M4Yt7oKGoYd0wqU44k4i2'],7,2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,2003
On My Way,Ginuwine,0NdKbmzMXbVSvmKJI8c33r,0.675,0.40700000000000003,-9.568999999999999,1,0.0804,0.363,0.0,0.0667,0.33399999999999996,60.775,296240,4,5,0,,32,2003-04-08,166,69,1699938,1,['7r8RF1tN2A4CiGEplkp1oP'],1,7r8RF1tN2A4CiGEplkp1oP,Ginuwine,2003
I Stand Alone,Godsmack,44NRdYQw7P0GWuiunRv3hr,0.217,0.92,-4.479,1,0.0628,2.8600000000000004e-05,0.0,0.102,0.376,167.169,246040,4,9,0,,69,2003-04-08,0,73,2010620,1,['6gZq1Q6bdOxsUPUG1TaFbF'],8,6gZq1Q6bdOxsUPUG1TaFbF,Godsmack,2003
The Hardest Button to Button,The White Stripes,3RdQfyk7BBxxIx0zSnCBIw,0.693,0.514,-8.488999999999999,0,0.0675,0.00972,0.32299999999999995,0.10300000000000001,0.5529999999999999,128.47,212426,4,11,0,,63,2003-04-01,0,75,2276341,1,['4F84IBURUo98rz4r61KF70'],4,4F84IBURUo98rz4r61KF70,The White Stripes,2003
From the Inside,Linkin Park,60IkVf7UfQXmt5CwkpcX8a,0.466,0.965,-2.597,0,0.0904,0.042,0.0,0.10099999999999999,0.45299999999999996,95.02799999999999,173933,3,7,0,,57,2003-03-24,75,88,17229661,1,['6XyY86QOPPrYVGvF9ch6wz'],1,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2003
Don't Stay,Linkin Park,27gUeiai56GKF6TxvmPJut,0.488,0.995,-3.096,0,0.10800000000000001,0.0015300000000000001,0.0,0.9109999999999999,0.679,90.05799999999999,187933,4,7,0,,56,2003-03-24,75,88,17229661,1,['6XyY86QOPPrYVGvF9ch6wz'],1,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2003
Hit the Floor,Linkin Park,5VYbLzAplnqPaGNpcf8qhZ,0.74,0.9590000000000001,-3.6919999999999997,1,0.193,0.0629,0.0,0.0444,0.878,150.007,164213,4,11,0,,53,2003-03-24,75,88,17229661,1,['6XyY86QOPPrYVGvF9ch6wz'],9,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2003
Figure.09,Linkin Park,3yE7LC2ZyNWsLRSXHb0J06,0.518,0.951,-3.198,1,0.0529,0.00919,0.0,0.14800000000000002,0.537,98.068,197506,4,8,0,,53,2003-03-24,75,88,17229661,1,['6XyY86QOPPrYVGvF9ch6wz'],9,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,2003
Haunted,Evanescence,6Z77oDcn6iI1MHFCBPjl24,0.364,0.861,-4.588,0,0.0617,0.009590000000000001,0.00449,0.107,0.16,155.672,185440,4,8,0,,58,2003-03-04,0,76,2845531,1,['5nGIFgo0shDenQYSE0Sn7c'],4,5nGIFgo0shDenQYSE0Sn7c,Evanescence,2003
Going Under,Evanescence,3UygY7qW2cvG9Llkay6i1i,0.37,0.858,-4.885,0,0.0545,0.00815,2.12e-05,0.22899999999999998,0.46399999999999997,175.077,214946,4,10,0,,71,2003-03-04,0,76,2845531,1,['5nGIFgo0shDenQYSE0Sn7c'],11,5nGIFgo0shDenQYSE0Sn7c,Evanescence,2003
Everybody's Fool,Evanescence,0tWEB6BxbI48XN79QE1JbT,0.43700000000000006,0.835,-5.0760000000000005,0,0.0405,0.00145,2.27e-05,0.245,0.29600000000000004,95.111,195880,4,9,0,,65,2003-03-04,0,76,2845531,1,['5nGIFgo0shDenQYSE0Sn7c'],2,5nGIFgo0shDenQYSE0Sn7c,Evanescence,2003
Tourniquet,Evanescence,46fyLy4W9HhAkcb67kLaAV,0.204,0.898,-5.859,0,0.0938,0.00505,0.0107,0.31,0.14,98.943,278066,4,10,0,,58,2003-03-04,0,76,2845531,1,['5nGIFgo0shDenQYSE0Sn7c'],4,5nGIFgo0shDenQYSE0Sn7c,Evanescence,2003
Such Great Heights - Remastered,The Postal Service,4G21jWo0Cm6lOIUNnZ2mUI,0.644,0.8079999999999999,-7.268,1,0.0513,0.0467,0.187,0.0652,0.175,174.98,266506,4,10,0,,62,2003-02-19,0,59,440235,1,['5yV1qdnmxyIYiSFB02wpDj'],5,5yV1qdnmxyIYiSFB02wpDj,The Postal Service,2003
Many Men (Wish Death),50 Cent,1m14pmtptcjM7mdWyJyAoc,0.653,0.826,-2.93,0,0.354,0.0153,0.00146,0.131,0.41600000000000004,108.52,256226,5,10,0,,54,2003-02-06,26,86,6480492,1,['3q7HBObVc0L8jNeTe5Gofh'],6,3q7HBObVc0L8jNeTe5Gofh,50 Cent,2003
Lifes On The Line,50 Cent,65l5KYs1YMFplVybSvFZqZ,0.672,0.84,-5.191,1,0.342,0.00848,0.0,0.171,0.768,94.669,218480,4,15,0,,44,2003-02-06,26,86,6480492,1,['3q7HBObVc0L8jNeTe5Gofh'],1,3q7HBObVc0L8jNeTe5Gofh,50 Cent,2003
High All The Time,50 Cent,7nFlzPTW9WGNJ2y9t3Tfvw,0.6629999999999999,0.9109999999999999,-1.7919999999999998,1,0.26899999999999996,0.0273,0.0,0.0769,0.562,87.3,269373,4,9,0,,50,2003-02-06,26,86,6480492,1,['3q7HBObVc0L8jNeTe5Gofh'],6,3q7HBObVc0L8jNeTe5Gofh,50 Cent,2003
What Up Gangsta,50 Cent,1CYyIsAaTrnmJ8MO2rec5f,0.68,0.767,-2.387,0,0.0397,0.00213,0.0,0.0996,0.344,82.51799999999999,179466,4,8,0,,53,2003-02-06,26,86,6480492,1,['3q7HBObVc0L8jNeTe5Gofh'],11,3q7HBObVc0L8jNeTe5Gofh,50 Cent,2003
U Not Like Me,50 Cent,73SsX4CUXflgE4AupsB6Fr,0.8059999999999999,0.847,-1.788,1,0.317,0.0556,0.0,0.0617,0.8320000000000001,91.449,255666,4,12,0,,47,2003-02-06,26,86,6480492,1,['3q7HBObVc0L8jNeTe5Gofh'],11,3q7HBObVc0L8jNeTe5Gofh,50 Cent,2003
Blood Hound,50 Cent,6rbfsPyc6fpoDv1NEuHXyq,0.7809999999999999,0.898,-2.247,1,0.243,0.0109,0.0,0.23800000000000002,0.9309999999999999,167.833,239986,4,11,0,,45,2003-02-06,26,86,7129340,2,"['3q7HBObVc0L8jNeTe5Gofh', '4pr7J7wzgObkE3DD3Izi7q']",1,3q7HBObVc0L8jNeTe5Gofh,50 Cent,2003
Many Men (Wish Death),50 Cent,2I9foKseoFQh07p6sD2voE,0.653,0.826,-2.93,0,0.354,0.0153,0.00146,0.131,0.41600000000000004,108.52,256226,5,10,0,,68,2003-02-06,26,86,6480492,1,['3q7HBObVc0L8jNeTe5Gofh'],6,3q7HBObVc0L8jNeTe5Gofh,50 Cent,2003
Don't Push Me,50 Cent,4pmiIC65ustS2XeeJwQvAU,0.7190000000000001,0.7909999999999999,-3.011,1,0.245,0.0486,0.0,0.0721,0.713,85.603,248893,4,13,0,,50,2003-02-06,26,94,46619689,3,"['3q7HBObVc0L8jNeTe5Gofh', '3vDUJHQtqT3jFRZ2ECXDTi', '7dGJo4pcD2V6oG8kP0tJRR']",1,3q7HBObVc0L8jNeTe5Gofh,50 Cent,2003
Heat,50 Cent,4qRdQm8EzQlkx7WmTKpI4R,0.519,0.968,-2.7889999999999997,0,0.5579999999999999,0.26,0.0,0.34600000000000003,0.68,81.91199999999999,254893,4,10,0,,49,2003-02-06,26,86,6480492,1,['3q7HBObVc0L8jNeTe5Gofh'],6,3q7HBObVc0L8jNeTe5Gofh,50 Cent,2003
Patiently Waiting,50 Cent,3ORfa5ilEthp2U0TRcv7kv,0.5379999999999999,0.675,-2.3,1,0.335,0.245,0.0,0.36200000000000004,0.519,78.985,288880,4,14,0,,62,2003-02-06,26,94,45809384,2,"['3q7HBObVc0L8jNeTe5Gofh', '7dGJo4pcD2V6oG8kP0tJRR']",0,3q7HBObVc0L8jNeTe5Gofh,50 Cent,2003
Back Down,50 Cent,3EjmNhVqZ4FjK8ZyVKWKM6,0.784,0.633,-2.388,1,0.17,0.262,5.82e-06,0.0743,0.22699999999999998,89.01700000000001,243013,4,11,0,,49,2003-02-06,26,86,6480492,1,['3q7HBObVc0L8jNeTe5Gofh'],2,3q7HBObVc0L8jNeTe5Gofh,50 Cent,2003
Can't Let You Go (feat. Mike Shorey & Lil' Mo),Fabolous,6lrRIfQDcikJ5y5DtyZPuJ,0.6459999999999999,0.6,-6.569,1,0.45799999999999996,0.231,0.0,0.0794,0.8109999999999999,192.082,223973,4,14,0,,63,2003-02-01,18,74,1835680,3,"['0YWxKQj2Go9CGHCp77UOyy', '15qg3Tr23aMVGAruYtlMdg', '5wBDD4FNJvob5fAGkAIQ92']",9,0YWxKQj2Go9CGHCp77UOyy,Fabolous,2003
Simple And Clean,Hikaru Utada,2G8tfTExxzpRKssKzKwDYV,0.5920000000000001,0.885,-4.2010000000000005,0,0.0489,0.047,0.000134,0.348,0.5479999999999999,88.012,300760,4,12,0,,54,2003-01-29,0,67,1729517,1,['7lbSsjYACZHn1MSDXPxNF2'],5,7lbSsjYACZHn1MSDXPxNF2,Hikaru Utada,2003
Turn It Up (I LIke The Sound Of That),Aaron Lines,2oabSyzKGdemnqoHI9WNVx,0.525,0.713,-7.794,1,0.0293,0.0222,0.0,0.21,0.501,107.55799999999999,230333,4,8,0,,24,2003-01-07,0,22,11385,1,['3YmywXnB2RxQ9IvUzZqvo9'],1,3YmywXnB2RxQ9IvUzZqvo9,Aaron Lines,2003
This Is God,Phil Vassar,2WeGSj8M1jVHpjtaOcV2Mm,0.546,0.531,-7.5,1,0.0281,0.10300000000000001,0.0,0.21899999999999997,0.395,82.36399999999999,213133,4,8,0,,31,2003-01-06,90,53,231694,1,['1XhhO2dTs2fKyhILj0aam6'],0,1XhhO2dTs2fKyhILj0aam6,Phil Vassar,2003
Shake Ya Tailfeather - Radio Edit,Murphy Lee,4TJduXYW1Pg96EDNnfiwxJ,0.715,0.733,-7.068,1,0.262,0.134,0.0,0.157,0.897,87.665,295173,4,10,0,,64,2003-01-01,0,79,2787115,3,"['07W0YfsvHM7Mw7Bq48Mb0A', '2gBjLmx6zQnFGQJCAQpRgw', '59wfkuBoNyhDMQGCljbUbA']",1,07W0YfsvHM7Mw7Bq48Mb0A,Murphy Lee,2003
Uh Huh,Hitman Sammy Sam,4c3Q8R9NXE9VQG7SB7sWvx,0.722,0.807,-4.124,1,0.0898,0.00494,0.0,0.8220000000000001,0.488,149.991,259970,4,12,0,,11,2003-01-01,0,19,1869,1,['6RhzdrHfuZEMnZTNRjbTpz'],0,6RhzdrHfuZEMnZTNRjbTpz,Hitman Sammy Sam,2003
Oh My Goodness,Keith Murray,7Meyneu7HtXw7Xh61kwhyv,0.531,0.7090000000000001,-6.252999999999999,0,0.408,0.00442,0.0,0.16399999999999998,0.624,94.939,266186,4,9,0,,18,2003-01-01,0,49,131502,1,['2bwR166mSJEJrYJqfyust3'],1,2bwR166mSJEJrYJqfyust3,Keith Murray,2003
Candi Bar,Keith Murray,1fgjpbx6n2nvHD5ryWmejA,0.8009999999999999,0.726,-4.791,1,0.569,0.134,0.0,0.276,0.765,90.03200000000001,225453,4,10,0,,39,2003-01-01,0,49,131502,1,['2bwR166mSJEJrYJqfyust3'],11,2bwR166mSJEJrYJqfyust3,Keith Murray,2003
A Long December,Counting Crows,4t9lT9WMlCsQRXkx8dyX2y,0.40399999999999997,0.6,-5.959,1,0.0291,0.515,0.008020000000000001,0.213,0.386,141.763,297293,4,13,0,,42,2003-01-01,20,72,1178013,1,['0vEsuISMWAKNctLlUAhSZC'],5,0vEsuISMWAKNctLlUAhSZC,Counting Crows,2003
"Accidentally In Love - From ""Shrek 2"" Soundtrack",Counting Crows,3OltYYcLZUhvho5QoRbUNr,0.555,0.9259999999999999,-3.613,1,0.0363,0.0484,7.67e-06,0.171,0.7709999999999999,138.017,188386,4,9,0,,53,2003-01-01,20,72,1178013,1,['0vEsuISMWAKNctLlUAhSZC'],7,0vEsuISMWAKNctLlUAhSZC,Counting Crows,2003
Down for Me (feat. Mario Winans),Loon,6E68HHJ3fbo5vub3NMsBRz,0.74,0.895,-6.36,0,0.18899999999999997,0.45899999999999996,6.59e-06,0.0433,0.958,196.082,259346,4,14,0,,46,2003-01-01,0,61,26474,2,"['2gie1bU1LwnxdFAJoTLjzT', '4rhq9myoBjElSDOpaFZiaV']",2,2gie1bU1LwnxdFAJoTLjzT,Loon,2003
Why,Bad Boy's Da Band,44o6nfl3K3mPkrG8Mv0Il8,0.529,0.684,-5.479,1,0.42700000000000005,0.0186,0.0,0.247,0.426,179.71,280733,4,11,0,,27,2003-01-01,0,25,7776,1,['1UxXd73KV3x4Hos5ZL7lKi'],2,1UxXd73KV3x4Hos5ZL7lKi,Bad Boy's Da Band,2003
All My Life,Freeway,4MtQADB0reOO3qkZq4so4L,0.447,0.687,-3.178,0,0.29,0.0526,0.0,0.0398,0.568,178.051,330853,4,14,0,,31,2003-01-01,0,80,1102673,2,"['2Jwr7hGoSNK3S3QBxh3T0z', '1Oa0bMld0A3u5OTYfMzp5h']",8,2Jwr7hGoSNK3S3QBxh3T0z,Freeway,2003
P-Poppin',Ludacris,6yOghbMYTTUdOGiExT0rIF,0.907,0.831,-5.291,1,0.21899999999999997,0.21899999999999997,0.0,0.35700000000000004,0.9009999999999999,149.99,289266,4,17,0,,40,2003-01-01,111,81,2032390,3,"['3ipn9JLAPI5GUEo4y4jcoi', '4gpDA7R5796e6zbvZxGNga', '6JUnsP7jmvYmdhbg7lTMQj']",9,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,2003
Heart Of A Woman,R. Kelly,4xx2AJl0aCKtp3O4RTEBq6,0.613,0.466,-6.146,0,0.0372,0.33899999999999997,0.0,0.16,0.623,122.04299999999999,271320,4,8,0,,38,2003-01-01,198,72,2165622,1,['2mxe0TnaNL039ysAj51xPQ'],7,2mxe0TnaNL039ysAj51xPQ,R. Kelly,2003
I'll Never Leave,R. Kelly,3EGLDaSVEJdQNvOQvm2dmv,0.755,0.39,-7.938,1,0.0398,0.265,0.0,0.257,0.532,113.88799999999999,225173,4,10,0,,37,2003-01-01,198,72,2165622,1,['2mxe0TnaNL039ysAj51xPQ'],7,2mxe0TnaNL039ysAj51xPQ,R. Kelly,2003
Full Effect,Freeway,64DnGyz71FXuhIm5fAcXBh,0.496,0.8740000000000001,-3.928,0,0.302,0.00865,0.0,0.151,0.297,170.637,290720,4,14,0,,32,2003-01-01,0,54,305662,2,"['2Jwr7hGoSNK3S3QBxh3T0z', '2sBv30RzdeMVPoBXbzjIo5']",6,2Jwr7hGoSNK3S3QBxh3T0z,Freeway,2003
Free,Freeway,2xjM5AWtRucwSb9VXnEjJA,0.747,0.8390000000000001,-5.627999999999999,0,0.364,0.0444,0.0,0.214,0.495,85.742,204853,4,8,0,,34,2003-01-01,0,54,175603,1,['2Jwr7hGoSNK3S3QBxh3T0z'],11,2Jwr7hGoSNK3S3QBxh3T0z,Freeway,2003
Alright,Freeway,22LZCuzVLUABBMHz659yqb,0.428,0.7929999999999999,-4.465,1,0.265,0.159,0.0,0.35,0.597,96.596,323840,4,11,0,,37,2003-01-01,0,54,176103,2,"['2Jwr7hGoSNK3S3QBxh3T0z', '3T0Sprgx701zHPL6U6gvA8']",2,2Jwr7hGoSNK3S3QBxh3T0z,Freeway,2003
You're In My Head,Brian McComas,211hFa49P97JR6S3H8wQyH,0.5579999999999999,0.94,-3.787,1,0.0488,0.0442,0.0,0.285,0.496,135.071,216400,4,9,0,,12,2003-01-01,0,20,1280,1,['57oPg5vpE4vyip60by74tq'],11,57oPg5vpE4vyip60by74tq,Brian McComas,2003
Hit 'Em up Style (Oops!),Blu Cantrell,3flAV51ACbtIcEixb0QeZv,0.698,0.722,-5.319,0,0.0799,0.17300000000000001,0.0,0.289,0.67,90.116,250493,4,9,0,,47,2003-01-01,34,58,145006,1,['6vytZ677lz4LzCrUDcDokM'],5,6vytZ677lz4LzCrUDcDokM,Blu Cantrell,2003
"Mary, Did You Know",Clay Aiken,2ppJsXbdQg4FihMJswryHm,0.611,0.381,-12.227,0,0.0266,0.773,2.15e-06,0.0991,0.27899999999999997,100.51700000000001,198013,4,5,0,,34,2003-01-01,0,42,40609,1,['13aBWT8LN4oNWWGFOu96MA'],3,13aBWT8LN4oNWWGFOu96MA,Clay Aiken,2003
Changes,Kelly Osbourne,3inSAmtjMjAePyBUqh5Z3r,0.214,0.147,-13.876,1,0.0291,0.8370000000000001,2.2800000000000002e-05,0.13,0.114,81.844,247013,3,12,0,,43,2003-01-01,0,77,3239419,2,"['1hckaudcoOzWyeRIlrOksc', '6ZLTlhejhndI4Rh53vYhrY']",0,1hckaudcoOzWyeRIlrOksc,Kelly Osbourne,2003
Extraordinary,Liz Phair,5fIGsUTmNIfJLZhqCd4D5h,0.561,0.9109999999999999,-4.261,1,0.0685,0.005379999999999999,5.67e-06,0.32899999999999996,0.6609999999999999,112.015,204626,4,9,0,,40,2003-01-01,0,51,104099,1,['2LXeJdQVcFkhkWydphLI74'],9,2LXeJdQVcFkhkWydphLI74,Liz Phair,2003
Anywhere But Here,Hilary Duff,75HF0EUQbxlUQKCB1EDusg,0.529,0.8909999999999999,-5.029,1,0.0932,0.276,0.0,0.0973,0.5329999999999999,104.055,212226,4,9,0,,42,2003-01-01,0,61,1700086,1,['2S9W9aSAd7e5mp8WqWxN2h'],4,2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff,2003
My Favorite Mistake,Sheryl Crow,0KmylOmsEL1Lqo8GDP80LJ,0.603,0.825,-5.558,0,0.0342,0.00563,0.000592,0.258,0.52,104.693,247000,4,11,0,,38,2003-01-01,49,70,704153,1,['4TKTii6gnOnUXQHyuo9JaD'],4,4TKTii6gnOnUXQHyuo9JaD,Sheryl Crow,2003
Why Not,Hilary Duff,1jypmXUJgxWKWJZdDsJiXQ,0.49,0.843,-4.849,1,0.0478,0.0706,0.0,0.10400000000000001,0.564,112.85,179533,4,7,0,,52,2003-01-01,0,61,1700086,1,['2S9W9aSAd7e5mp8WqWxN2h'],4,2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff,2003
Shit Hits The Fan,Obie Trice,1r3cH3Y1QGe8VseL8GEvn2,0.7859999999999999,0.9,-0.8390000000000001,1,0.205,0.0262,0.0235,0.306,0.627,91.984,292013,4,13,0,,60,2003-01-01,0,82,5796924,2,"['2XnnxQzxFZG8qEPjakokPM', '6DPYiyq5kWVQS4RGwxzPC7']",1,2XnnxQzxFZG8qEPjakokPM,Obie Trice,2003
Strong Enough,Sheryl Crow,1iDYoLIMqZjp7CCaI6uFTr,0.5870000000000001,0.405,-8.951,1,0.0324,0.8109999999999999,8.56e-05,0.107,0.565,154.57,190826,3,10,0,,33,2003-01-01,49,70,704153,1,['4TKTii6gnOnUXQHyuo9JaD'],2,4TKTii6gnOnUXQHyuo9JaD,Sheryl Crow,2003
Love Calls,Kem,3HoyAX58MUIBFCNmhMliHy,0.812,0.526,-9.347000000000001,0,0.0621,0.48,0.00203,0.124,0.516,143.981,313373,3,13,0,,55,2003-01-01,0,58,536567,1,['1f2e3RQf7LHOum8NU61q0R'],6,1f2e3RQf7LHOum8NU61q0R,Kem,2003
She's Hot,Various Artists,05jHFnv6I9aOij4uipICJe,0.639,0.586,-6.278,0,0.33299999999999996,0.28,3.01e-06,0.0606,0.8690000000000001,129.18,209680,5,9,0,,44,2003-01-01,0,44,79415,1,['4c4iX8pe1SV13xToguoelN'],2,4c4iX8pe1SV13xToguoelN,T.O.K.,2003
I Need A Vacation,Rebecca Lynn Howard,5ejEJwRrY3y2Prt5cFex7J,0.634,0.8190000000000001,-4.4430000000000005,1,0.0378,0.159,0.0,0.107,0.635,135.15,231106,4,12,0,,12,2003-01-01,0,28,21418,1,['12bBoCZdPZbBEq1xHT0heD'],3,12bBoCZdPZbBEq1xHT0heD,Rebecca Lynn Howard,2003
Hey Julie,Fountains Of Wayne,2LGAbm0xHNu7scBDVCkFwN,0.7390000000000001,0.5539999999999999,-5.667999999999999,1,0.0363,0.39,0.0,0.0785,0.978,137.013,156933,4,7,0,,53,2003-01-01,0,63,121367,1,['1pgtr4nhBQjp9oCUBPyYWh'],7,1pgtr4nhBQjp9oCUBPyYWh,Fountains Of Wayne,2003
Saddest Day,Wayne Wonder,4qaxWylitp9qvg0zsaEqeo,0.767,0.541,-4.877,1,0.0766,0.00165,4.75e-06,0.29,0.516,169.06799999999998,223400,4,12,0,,48,2003-01-01,0,55,113258,1,['3kc5AFnL1TQQdNaMdSW2UO'],1,3kc5AFnL1TQQdNaMdSW2UO,Wayne Wonder,2003
Inertiatic Esp,The Mars Volta,16Elz7HJPLZPMylp13ewxv,0.22,0.83,-3.5839999999999996,0,0.0801,0.00419,3.06e-05,0.654,0.457,169.765,263773,3,11,0,,52,2003-01-01,0,56,440902,1,['75U40yZLLPglFgXbDVnmVs'],6,75U40yZLLPglFgXbDVnmVs,The Mars Volta,2003
Half A Heart Tattoo,Jennifer Hanson,0A6w4x2Yuq5dC2OiPKtPm8,0.466,0.9179999999999999,-3.6010000000000004,1,0.131,0.17600000000000002,0.0,0.262,0.7340000000000001,162.257,237733,4,10,0,,5,2003-01-01,0,12,1852,1,['6xadQb6qb6Kz0enpqkfOrV'],4,6xadQb6qb6Kz0enpqkfOrV,Jennifer Hanson,2003
Get It On The Floor,DMX,094MWdspdy9amhOi8TFlIN,0.812,0.794,-3.075,1,0.155,0.163,0.0,0.131,0.5720000000000001,94.198,262133,4,12,0,,48,2003-01-01,91,74,2489667,2,"['1HwM5zlC5qNWhJtM00yXzG', '2cADQgiLMjNhbsfeN52Bf3']",1,1HwM5zlC5qNWhJtM00yXzG,DMX,2003
Forever,R. Kelly,13Jvkdmbus4Cf6D91CSO6p,0.6509999999999999,0.436,-8.577,1,0.0341,0.27899999999999997,0.0,0.17600000000000002,0.311,140.072,246800,3,11,0,,39,2003-01-01,198,72,2165622,1,['2mxe0TnaNL039ysAj51xPQ'],10,2mxe0TnaNL039ysAj51xPQ,R. Kelly,2003
My Buddy,G-Unit,3iyZRwIGmyXvdZMoxOlur7,0.6459999999999999,0.927,-3.925,1,0.368,0.0428,0.0,0.306,0.605,98.389,224626,4,10,0,,53,2003-01-01,0,65,1333666,1,['6evKD5JWJON3qPBJtUEmtY'],6,6evKD5JWJON3qPBJtUEmtY,G-Unit,2003
Gettin' It,Chingy,0Ekuez6rXXvecSg14ifHLk,0.892,0.807,-3.322,1,0.0765,0.133,3.99e-06,0.29,0.706,150.024,267493,4,15,0,,40,2003-01-01,0,63,586118,1,['3s2wTjWxK8NOX09dmsvVOh'],0,3s2wTjWxK8NOX09dmsvVOh,Chingy,2003
Obsesion (No Es Amor) (feat. Baby Bash),Frankie J,7iQY2alDQ2MVya5up2hDgq,0.618,0.505,-8.212,1,0.0549,0.0851,0.0,0.325,0.5589999999999999,75.038,225426,4,8,0,,44,2003-01-01,16,67,968547,2,"['3sMYEBy0CZFxedcnm9i9hf', '12PSlydMSjEHzSCj9X5qv7']",8,3sMYEBy0CZFxedcnm9i9hf,Frankie J,2003
My Last Name,Dierks Bentley,5Sgozi87WjzpSxQnzKO8J7,0.583,0.36700000000000005,-10.575999999999999,1,0.0311,0.568,0.0,0.14400000000000002,0.19699999999999998,72.059,210233,4,10,0,,39,2003-01-01,0,73,2355451,1,['7x8nK0m0cP2ksQf0mjWdPS'],2,7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley,2003
Dile,Don Omar,69Ej1xrGjOcHvIMtMKxK0G,0.8170000000000001,0.7140000000000001,-7.501,0,0.141,0.184,0.000132,0.042,0.7140000000000001,94.001,204600,4,12,0,,75,2003-01-01,0,84,4659703,1,['33ScadVnbm2X8kkUqOkC6Z'],4,33ScadVnbm2X8kkUqOkC6Z,Don Omar,2003
Oye,Various Artists,35VFenXHO0oWYugtj94zgi,0.573,0.856,-4.8069999999999995,1,0.371,0.0204,4.93e-05,0.179,0.515,139.317,242320,5,11,0,,59,2003-01-01,0,86,8015771,1,['0TnOYISbd1XYRBk9myaseg'],9,0TnOYISbd1XYRBk9myaseg,Pitbull,2003
Wanna Be Close,Avant,3TfBp81XBxnU5RLDKgD8nR,0.6659999999999999,0.526,-4.71,1,0.0389,0.23,0.0,0.278,0.6759999999999999,138.129,228120,4,11,0,,50,2003-01-01,61,60,937558,1,['0AunegKKH2ys98aLxq8G1A'],5,0AunegKKH2ys98aLxq8G1A,Avant,2003
Just A Girl,No Doubt,6mfkHv00I6jhHIn7EWHJ2N,0.635,0.937,-2.86,1,0.0452,0.0741,7.290000000000001e-05,0.134,0.779,108.00299999999999,205946,4,7,0,,56,2003-01-01,90,71,1762140,1,['0cQbJU1aAzvbEmTuljWLlF'],2,0cQbJU1aAzvbEmTuljWLlF,No Doubt,2003
Don't Speak,No Doubt,6JGQ98So2ik5GVI9ydQ2Yh,0.507,0.752,-5.439,0,0.0343,0.251,2.1e-05,0.142,0.5539999999999999,76.071,262746,4,9,0,,58,2003-01-01,90,71,1762140,1,['0cQbJU1aAzvbEmTuljWLlF'],5,0cQbJU1aAzvbEmTuljWLlF,No Doubt,2003
Spiderwebs,No Doubt,5ZcmP16SFTTgHT7WyZYWNQ,0.484,0.925,-4.046,1,0.057999999999999996,0.0373,1.72e-06,0.248,0.66,143.246,266706,4,11,0,,44,2003-01-01,90,71,1762140,1,['0cQbJU1aAzvbEmTuljWLlF'],10,0cQbJU1aAzvbEmTuljWLlF,No Doubt,2003
One Original Thing,Original Soundtrack,0faQ0UVHJkDF7PZZmWZODr,0.634,0.889,-3.415,0,0.0662,0.0968,4.96e-06,0.292,0.59,126.889,211466,4,9,0,,25,2003-01-01,0,24,24323,1,['28GmLYDzZIZWQChkzH1Mgy'],5,28GmLYDzZIZWQChkzH1Mgy,Cheyenne Kimball,2003
Holidae In - Edit,Chingy,3D4ujK4uinSZCDwoIYXhKK,0.812,0.7859999999999999,-5.936,1,0.184,0.0871,0.0,0.0826,0.9490000000000001,153.036,314413,4,14,0,,29,2003-01-01,0,87,8883222,3,"['3s2wTjWxK8NOX09dmsvVOh', '3ipn9JLAPI5GUEo4y4jcoi', '7hJcb9fa4alzcOq3EaNPoG']",7,3s2wTjWxK8NOX09dmsvVOh,Chingy,2003
Chingy Jackpot,Chingy,36n0GlZkzkU58qfDueQKBd,0.609,0.787,-7.095,0,0.355,0.0125,0.0,0.13,0.8220000000000001,90.234,248240,4,8,0,,35,2003-01-01,0,63,586118,1,['3s2wTjWxK8NOX09dmsvVOh'],4,3s2wTjWxK8NOX09dmsvVOh,Chingy,2003
"Endless Love - From ""The Endless Love"" Soundtrack",Lionel Richie,0FGxAEMIE5GhyFqFMHRWaO,0.456,0.332,-9.775,1,0.025,0.665,0.000248,0.138,0.237,93.633,266266,4,11,0,,65,2003-01-01,0,75,3043884,2,"['3gMaNLQm7D9MornNILzdSl', '3MdG05syQeRYPPcClLaUGl']",10,3gMaNLQm7D9MornNILzdSl,Lionel Richie,2003
