name,artist,song_id,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,sections,target,chart_date,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,list_of_artists,key,artist_id,lead_artist_name,release_year
What I’m Leaving For,Lady A,4XP4Tj6GDlSOyDoe3SlEET,0.519,0.601,-6.9510000000000005,1,0.048,0.20800000000000002,0.0,0.111,0.405,75.075,203601,4,8,0,,23,2020-11-20,1,75,3100482,1,['32WkQRZEVKSzVAAYqukAEA'],2,32WkQRZEVKSzVAAYqukAEA,Lady A,2020
Let It Be Love,Lady A,6Q0psGGpJxSx7WjOSchEvo,0.48,0.5920000000000001,-5.983,1,0.0315,0.0755,5.400000000000001e-06,0.109,0.24100000000000002,96.037,218933,4,11,0,,22,2020-11-20,1,75,3100482,1,['32WkQRZEVKSzVAAYqukAEA'],6,32WkQRZEVKSzVAAYqukAEA,Lady A,2020
Crazy Love,Lady A,2R0F9kQ8HKLg4YCM1wHzlT,0.401,0.624,-7.042999999999999,1,0.0375,0.17300000000000001,5.36e-05,0.092,0.302,81.527,205635,4,11,0,,23,2020-11-20,1,75,3100482,1,['32WkQRZEVKSzVAAYqukAEA'],4,32WkQRZEVKSzVAAYqukAEA,Lady A,2020
Heroes,Lady A,7nMsK2p3lMYAjRi6J4ygow,0.56,0.418,-6.569,1,0.0276,0.335,0.0,0.0771,0.204,116.81700000000001,237393,3,10,0,,33,2020-11-20,1,81,6708348,2,"['32WkQRZEVKSzVAAYqukAEA', '6x2LnllRG5uGarZMsD4iO8']",6,32WkQRZEVKSzVAAYqukAEA,Lady A,2020
Run Through The Jungle,Various Artists,6nR3R5ncYlkbfiiX74llck,0.657,0.6859999999999999,-6.71,1,0.0389,0.0597,0.0145,0.0894,0.878,136.665,184640,4,4,0,,7,2020-11-20,0,81,3860574,1,['3IYUhFvPQItj6xySrBmZkd'],7,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,2020
Underwater,Lady A,4xWqyfhNjRuVLmdqEvsPhJ,0.341,0.49,-7.391,1,0.0316,0.268,0.0,0.10099999999999999,0.179,112.15100000000001,197101,4,9,0,,41,2020-11-20,1,75,3100482,1,['32WkQRZEVKSzVAAYqukAEA'],8,32WkQRZEVKSzVAAYqukAEA,Lady A,2020
Let It Be Love - At Home Version,Lady A,6HL97KWUZlzNC2yk8bHlrQ,0.534,0.382,-6.563,1,0.0285,0.7709999999999999,0.0,0.105,0.29600000000000004,96.071,221945,4,11,0,,24,2020-11-20,1,75,3100482,1,['32WkQRZEVKSzVAAYqukAEA'],6,32WkQRZEVKSzVAAYqukAEA,Lady A,2020
On A Night Like This,Lady A,5uQdAXdbtZlirqbTTuS4jE,0.34,0.365,-8.328,1,0.0287,0.544,7.269999999999999e-05,0.10099999999999999,0.106,123.08200000000001,203760,4,9,0,,22,2020-11-20,1,75,3100482,1,['32WkQRZEVKSzVAAYqukAEA'],9,32WkQRZEVKSzVAAYqukAEA,Lady A,2020
Mujer Latina,Various Artists,5cZL8jSJkx84c38VgurOGQ,0.8,0.966,-5.388999999999999,0,0.0916,0.17800000000000002,1.64e-05,0.135,0.961,126.844,218306,4,12,0,,0,2020-11-20,0,76,2917097,1,['23wEWD21D4TPYiJugoXmYb'],8,23wEWD21D4TPYiJugoXmYb,Thalia,2020
Livin' On A Prayer,Various Artists,1HMz5nwq7mpAH8gl4J6KIP,0.527,0.89,-3.335,1,0.0338,0.0678,0.000162,0.222,0.818,122.494,250626,4,11,0,,5,2020-11-20,91,82,8529894,1,['58lV9VcRSjABbAbfWS6skp'],0,58lV9VcRSjABbAbfWS6skp,Bon Jovi,2020
Alright,Lady A,5FTHOLtKbzU3ruXr3YsHdX,0.466,0.8320000000000001,-4.959,1,0.0548,0.11900000000000001,0.0,0.171,0.568,183.821,196066,4,7,0,,22,2020-11-20,1,75,3100482,1,['32WkQRZEVKSzVAAYqukAEA'],3,32WkQRZEVKSzVAAYqukAEA,Lady A,2020
Me Vs. The World,The All-American Rejects,3CXMsoCv6gYlcRLBz7WkNO,0.49,0.872,-4.577,1,0.057,0.0207,0.0,0.7959999999999999,0.599,159.108,231370,4,9,0,,51,2020-11-20,112,72,1956740,1,['3vAaWhdBR38Q02ohXqaNHT'],7,3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,2020
Pasarela,Various Artists,5ROgz3AeDPH72Kj7y3J2yY,0.8390000000000001,0.907,-4.2589999999999995,1,0.0453,0.10099999999999999,0.0,0.332,0.737,121.04799999999999,193733,4,12,0,,0,2020-11-20,85,93,20829178,1,['4VMYDCV2IEDYJArk749S6m'],9,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,2020
Lies,Lee Brice,3nQvypZPam8BgAgmNuaxTh,0.396,0.38799999999999996,-9.546,1,0.0328,0.841,0.0,0.109,0.33899999999999997,142.24,209000,4,10,0,,44,2020-11-20,178,77,1382760,1,['5Zq7R5qmi58ByYyBQTlNuk'],2,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,2020
Aqui Estoy Yo,Various Artists,7ERXa6DXc6VrwaKmBvuyty,0.429,0.551,-6.33,1,0.0313,0.34700000000000003,0.0,0.292,0.385,149.759,251520,3,12,0,,0,2020-11-20,10,81,13464503,4,"['4V8Sr092TqfHkfAA5fXXqG', '0r8toju2ecKaVtItkzAnNi', '2uEjXyVi0SA1HPpj3zquXh', '5gOJTI4TusSENizxhcG7jB']",4,4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,2020
Sons And Daughters,Lee Brice,2iJtkYBmDeWSJBAUPLMEa4,0.534,0.794,-7.632000000000001,0,0.0548,0.0435,0.0,0.36,0.675,90.025,185960,4,8,0,,44,2020-11-20,178,77,1382760,1,['5Zq7R5qmi58ByYyBQTlNuk'],11,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,2020
You Make It Feel Like Christmas,Various Artists,1tvNSYM9tPdXE4XVmYAHi3,0.635,0.87,-4.291,0,0.04,0.0152,0.0,0.111,0.912,92.999,157800,4,9,0,,0,2020-11-20,214,79,9671402,2,"['4yiQZ8tQPux8cPriYMWUFP', '1UTPBmNbXNTittyMJrNkvw']",2,4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,2020
O. Lover,Various Artists,1WtGLUcBImITY2KT8GbfiX,0.722,0.867,-5.062,0,0.0499,0.23399999999999999,0.0,0.245,0.6759999999999999,124.956,234760,4,10,0,,0,2020-11-20,173,80,5675130,1,['4phGZZrJZRo4ElhRtViYdl'],11,4phGZZrJZRo4ElhRtViYdl,Jason Mraz,2020
In a Little While - Radio Edit,Various Artists,6SdxyZu45nWEH6GJZcUgX4,0.599,0.9390000000000001,-2.469,1,0.0661,0.159,0.0,0.10099999999999999,0.899,205.997,239426,4,11,0,,0,2020-11-20,88,68,441225,1,['2DnqqkzzDKm3vAoyHtn8So'],2,2DnqqkzzDKm3vAoyHtn8So,Uncle Kracker,2020
Stay,Various Artists,6sqBApArblq9LYiBmrU2AH,0.733,0.652,-6.495,1,0.028999999999999998,0.0578,0.0,0.256,0.361,104.95700000000001,209790,4,10,0,,0,2020-11-20,60,70,2362935,1,['3X458ddYA2YcVWuVIGGOYe'],2,3X458ddYA2YcVWuVIGGOYe,Toni Braxton,2020
Rainbow Cadillac,Yung Baby Tate,605C1jzQcUbmISIa5uUfZR,0.779,0.615,-7.516,0,0.266,0.0591,0.0,0.0973,0.675,166.93900000000002,150988,4,8,0,,35,2020-11-20,0,65,50318,1,['3IJ21966TwNZI24MwZHMu4'],6,3IJ21966TwNZI24MwZHMu4,Yung Baby Tate,2020
Summertime,Various Artists,237nXiKkA0kyZ6PzcxEFsn,0.537,0.604,-6.374,1,0.0292,0.386,0.000105,0.172,0.498,89.955,252733,4,12,0,,0,2020-11-20,69,61,438060,1,['5rScKX1Sh1U67meeUyTGwk'],10,5rScKX1Sh1U67meeUyTGwk,Michelle Branch,2020
Sugar Baby,Megan Thee Stallion,2LcqFRq2xBQdSfXBh5IIUk,0.905,0.747,-4.6930000000000005,1,0.24600000000000002,0.0229,0.0,0.126,0.6779999999999999,85.00399999999999,146868,4,8,0,,67,2020-11-20,104,90,2485606,1,['181bsRPaVXVlUKXrxwZfHK'],7,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,2020
Freaky Girls (feat. SZA),Megan Thee Stallion,4RAEVQeHanpXyK2lrEUkMk,0.821,0.6809999999999999,-6.834,1,0.177,0.000794,1.91e-05,0.11,0.249,93.991,166906,4,9,0,,68,2020-11-20,104,90,6363033,2,"['181bsRPaVXVlUKXrxwZfHK', '7tYKF4w9nC0nq9CsPZTHyP']",7,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,2020
Do It On The Tip (feat. City Girls & Hot Girl Meg),Megan Thee Stallion,2993VQSr7a2Dj5hI5xcWG0,0.943,0.528,-8.631,1,0.299,0.0029100000000000003,0.0,0.0858,0.608,97.542,167370,4,10,0,,69,2020-11-20,104,90,3501655,3,"['181bsRPaVXVlUKXrxwZfHK', '37hAfseJWi0G3Scife12Il', '1ZEqGVxGNeiNyssm83CeKP']",0,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,2020
Movie (feat. Lil Durk),Megan Thee Stallion,7Ge141qhUeuglcOvgAkWBy,0.892,0.733,-6.6770000000000005,0,0.29,0.00218,0.0,0.166,0.893,152.06,227375,4,13,0,,70,2020-11-20,104,90,4415924,2,"['181bsRPaVXVlUKXrxwZfHK', '3hcs9uc56yIGFCSy9leWe7']",1,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,2020
Shots Fired,Megan Thee Stallion,3yhhv0VCmKkAWD9ysDLpTE,0.826,0.655,-4.775,1,0.3,0.0007610000000000001,0.0,0.0841,0.45,184.05700000000002,170870,4,9,0,,69,2020-11-20,104,90,2485606,1,['181bsRPaVXVlUKXrxwZfHK'],2,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,2020
Body,Megan Thee Stallion,0A1hoCfMLkiAgvhWkkucJa,0.914,0.732,-6.1,0,0.24100000000000002,0.0166,0.0,0.107,0.469,94.066,171067,4,9,0,,71,2020-11-20,104,90,2485606,1,['181bsRPaVXVlUKXrxwZfHK'],8,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,2020
Cry Baby (feat. DaBaby),Megan Thee Stallion,4aarlAfLKVCTxUDNgbwhjH,0.9570000000000001,0.43700000000000006,-7.882000000000001,1,0.359,0.00402,0.0,0.21899999999999997,0.616,130.058,137983,4,8,0,,70,2020-11-20,104,95,7399748,2,"['181bsRPaVXVlUKXrxwZfHK', '4r63FhuTkUYltbVAg5TQnk']",11,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,2020
Circles,Megan Thee Stallion,08TILUAN56HJoS1d9mNRty,0.8420000000000001,0.789,-8.732999999999999,0,0.17800000000000002,0.0265,0.0,0.355,0.795,111.113,170641,4,8,0,,72,2020-11-20,104,90,2485606,1,['181bsRPaVXVlUKXrxwZfHK'],6,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,2020
Don't Need No Reason,Lee Brice,1ATvZTCBsBo7tL6YwHUc1m,0.575,0.6559999999999999,-6.607,1,0.0362,0.136,0.0,0.11699999999999999,0.59,121.052,192173,3,6,0,,59,2020-11-20,178,77,1382760,1,['5Zq7R5qmi58ByYyBQTlNuk'],7,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,2020
Atta Boy,Lee Brice,4TMh5c99cynILg28a9N2eX,0.5820000000000001,0.7879999999999999,-8.419,1,0.0511,0.0852,1.95e-05,0.0821,0.413,93.02,182720,4,9,0,,47,2020-11-20,178,77,1382760,1,['5Zq7R5qmi58ByYyBQTlNuk'],11,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,2020
Soul,Lee Brice,3vCUelLOtiuNF78p9LNWZF,0.789,0.642,-8.304,1,0.0352,0.35700000000000004,0.0,0.0985,0.755,121.00299999999999,167680,4,10,0,,46,2020-11-20,178,77,1382760,1,['5Zq7R5qmi58ByYyBQTlNuk'],11,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,2020
Save The Roses,Lee Brice,4r8tnUcdD9kVETRZSTIa5E,0.522,0.634,-8.133,1,0.0312,0.111,0.0,0.105,0.38799999999999996,142.058,201440,4,10,0,,46,2020-11-20,178,77,1382760,1,['5Zq7R5qmi58ByYyBQTlNuk'],0,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,2020
Good Ol' Boys,Lee Brice,292N7kbaC5DQcmlgd1rnjF,0.603,0.8340000000000001,-7.12,1,0.0359,0.0594,0.0,0.135,0.618,117.988,186186,4,11,0,,45,2020-11-20,178,77,1382760,1,['5Zq7R5qmi58ByYyBQTlNuk'],7,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,2020
More Beer,Lee Brice,5KbFxXtgCIceOab1vKNjVT,0.537,0.802,-6.88,1,0.0471,0.0239,0.0,0.17600000000000002,0.7759999999999999,152.097,154386,4,7,0,,45,2020-11-20,178,77,1382760,1,['5Zq7R5qmi58ByYyBQTlNuk'],6,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,2020
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,2Z8yfpFX0ZMavHkcIeHiO1,0.652,0.38299999999999995,-7.0760000000000005,0,0.0516,0.0676,0.0,0.0828,0.5489999999999999,145.765,178994,4,8,0,,83,2020-11-20,267,97,69495731,2,"['7n2wHs1TKAczGzO7Dd2rGr', '1uNFoZAHBGtllmzznpCI3s']",2,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,2020
Country Knows,Lee Brice,2iSrTryn3WoZ8NXCFiOMOW,0.43200000000000005,0.5710000000000001,-7.643,1,0.0282,0.409,0.0,0.134,0.628,92.169,216506,4,10,0,,44,2020-11-20,178,77,1382760,1,['5Zq7R5qmi58ByYyBQTlNuk'],5,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,2020
Limbo,Various Artists,3fpQvPrMOyHix04DoaFXd4,0.805,0.878,-3.826,1,0.0864,0.0754,0.00329,0.0656,0.922,124.994,224800,4,10,0,,1,2020-11-20,85,93,20829178,1,['4VMYDCV2IEDYJArk749S6m'],7,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,2020
Ven Conmigo,Various Artists,5KmYmxq27JrHKPHyH7wSK7,0.78,0.856,-5.316,0,0.0405,0.11599999999999999,0.0,0.0595,0.7120000000000001,120.04899999999999,220653,4,11,0,,2,2020-11-20,85,93,26610539,2,"['4VMYDCV2IEDYJArk749S6m', '3MHaV05u0io8fQbZ2XPtlC']",10,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,2020
Do Not Disturb,Lee Brice,5Trtq53CG9vkuiiXZ22yHp,0.634,0.598,-8.281,1,0.0255,0.47,1.05e-06,0.105,0.653,98.014,209893,4,7,0,,44,2020-11-20,178,77,1382760,1,['5Zq7R5qmi58ByYyBQTlNuk'],7,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,2020
Llegaste Tú,Various Artists,61lOyj0dRGg008YvyaPyip,0.759,0.527,-6.739,1,0.0438,0.7490000000000001,0.0,0.157,0.48200000000000004,119.936,221946,4,11,0,,0,2020-11-20,10,81,10876425,2,"['4V8Sr092TqfHkfAA5fXXqG', '3nlpTZci9O5W8RsNoNH559']",1,4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi,2020
Last Dance - Radio Edit,Various Artists,7KeJoAQd0jyGGII7S3Okjj,0.52,0.823,-5.152,1,0.0363,0.000364,0.289,0.14,0.158,127.98100000000001,204375,4,9,0,,1,2020-11-20,103,86,18506929,1,['1vCWHaC5f2uS3yhpwWbIA6'],0,1vCWHaC5f2uS3yhpwWbIA6,Avicii,2020
No Podrás,Various Artists,7CzzNvWmUvYmyjLX16wgB1,0.6629999999999999,0.882,-4.628,1,0.0284,0.0178,0.000147,0.423,0.789,117.71799999999999,245573,4,11,0,,0,2020-11-20,0,73,1615941,1,['2AZOALDIBORfbzKTuliwdJ'],10,2AZOALDIBORfbzKTuliwdJ,Cristian Castro,2020
It Ain't Over 'Til It's Over,Various Artists,0gMJukDD1mRzkSwwLOPbaV,0.66,0.752,-5.8389999999999995,1,0.0487,0.251,0.00398,0.322,0.934,159.684,242640,4,8,0,,0,2020-11-20,111,74,2092909,1,['5gznATMVO85ZcLTkE9ULU7'],6,5gznATMVO85ZcLTkE9ULU7,Lenny Kravitz,2020
More,Halsey,6o1e4HeRhNBJSiCf7DzXve,0.38799999999999996,0.22399999999999998,-11.19,1,0.12300000000000001,0.635,0.0,0.0836,0.171,171.835,153089,3,9,0,,35,2020-11-20,166,91,12740700,1,['26VFTg2z8YR0cCuwLzESi2'],11,26VFTg2z8YR0cCuwLzESi2,Halsey,2020
Ashley,Halsey,5BIyhjxQDkFQC72LnHthZ2,0.6629999999999999,0.531,-6.3389999999999995,1,0.0832,0.13699999999999998,0.0,0.146,0.365,125.01299999999999,186187,4,9,0,,33,2020-11-20,166,91,12740700,1,['26VFTg2z8YR0cCuwLzESi2'],7,26VFTg2z8YR0cCuwLzESi2,Halsey,2020
929,Halsey,2U4y6xFoAQBulbH8gec7Sn,0.642,0.317,-9.325,1,0.155,0.934,0.0,0.207,0.617,150.15200000000002,174806,4,11,0,,36,2020-11-20,166,91,12740700,1,['26VFTg2z8YR0cCuwLzESi2'],9,26VFTg2z8YR0cCuwLzESi2,Halsey,2020
3am,Halsey,6WQvTT6iaUoMlQYgPniH81,0.337,0.871,-4.604,1,0.0634,0.00907,0.0,0.579,0.526,94.84700000000001,234858,4,7,0,,37,2020-11-20,166,91,12740700,1,['26VFTg2z8YR0cCuwLzESi2'],8,26VFTg2z8YR0cCuwLzESi2,Halsey,2020
Somebody’s Problem,Morgan Wallen,0SErdEdRcVX1uJCf1eTGYH,0.657,0.54,-7.675,1,0.0287,0.662,0.0,0.12300000000000001,0.625,136.97,161773,4,7,0,,74,2020-11-20,87,85,987848,1,['4oUHIQIBe0LHzYfvXNW4QM'],5,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,2020
Christmas Isn't Christmas,Dan + Shay,6DeGFcrDiYDuyV7e7KnqPd,0.42,0.466,-6.104,1,0.0293,0.7190000000000001,0.0,0.163,0.36200000000000004,78.78699999999999,195066,4,8,0,,50,2020-11-20,208,81,1961682,1,['7z5WFjZAIYejWy0NI5lv4T'],7,7z5WFjZAIYejWy0NI5lv4T,Dan + Shay,2020
Shame On Me,Various Artists,0eii737PmIeULjVau9yflG,0.574,0.941,-3.4619999999999997,0,0.0496,0.006999999999999999,0.0,0.151,0.5589999999999999,99.978,201866,4,11,0,,0,2020-11-20,47,54,60185,1,['3C4t1usFGoKHCSRdujm2GN'],8,3C4t1usFGoKHCSRdujm2GN,Ryan Cabrera,2020
Bring It On Back - Radio Edit,Various Artists,2Kb1E7Zd1oOsc1ALk8kn8Y,0.401,0.595,-3.8819999999999997,1,0.0374,0.00278,0.0843,0.218,0.318,150.064,232693,4,10,0,,0,2020-11-20,45,67,434034,1,['5ypxebeHEIXjMtJb17uJlI'],5,5ypxebeHEIXjMtJb17uJlI,Jet,2020
Disappear,Various Artists,15AbHY8APXa6UTAOIaZqiY,0.6609999999999999,0.7859999999999999,-6.146,1,0.0301,0.0147,0.00020099999999999998,0.0997,0.898,125.26700000000001,246493,4,9,0,,0,2020-11-20,0,73,1558312,1,['1eClJfHLoDI4rZe5HxzBFv'],9,1eClJfHLoDI4rZe5HxzBFv,INXS,2020
Deja Vu (I've Been Here Before),Various Artists,5HDX7wNb6BLlTU4JsEOviA,0.37,0.484,-11.677,1,0.0507,0.682,0.0,0.43200000000000005,0.34299999999999997,151.385,457466,4,20,0,,0,2020-11-20,0,55,376243,1,['61UT1Zj9dFgPAjZfwnsqsb'],0,61UT1Zj9dFgPAjZfwnsqsb,Teena Marie,2020
Push,Various Artists,3jui7mikGxLNpiZ9MSSobS,0.5770000000000001,0.797,-6.0329999999999995,1,0.0281,0.0154,0.00463,0.0737,0.716,149.725,263013,4,14,0,,0,2020-11-20,111,74,2092909,1,['5gznATMVO85ZcLTkE9ULU7'],7,5gznATMVO85ZcLTkE9ULU7,Lenny Kravitz,2020
Te Conozco Bien,Various Artists,4YCCQFauR85GqGpoldTbhp,0.449,0.706,-6.928999999999999,0,0.0613,0.653,0.0,0.5429999999999999,0.7509999999999999,87.581,314440,4,12,0,,1,2020-11-20,92,81,4710749,1,['4wLXwxDeWQ8mtUIRPxGiD6'],11,4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,2020
Happy Xmas (War Is Over),Various Artists,4VRSiO293AtnVxKshCcdJA,0.371,0.7829999999999999,-4.2780000000000005,1,0.0329,0.0055,0.0,0.821,0.33799999999999997,144.96200000000002,297440,3,14,0,,0,2020-11-20,0,65,195005,1,['7xTcuBOIAAIGDOSvwYFPzk'],2,7xTcuBOIAAIGDOSvwYFPzk,Daniel Powter,2020
Big Thing,Various Artists,6Jieqy9Aq5yzpdgsp6rbNj,0.6579999999999999,0.578,-12.568,1,0.0416,0.126,0.0,0.33299999999999996,0.792,125.931,221653,4,11,0,,0,2020-11-20,0,73,1724742,1,['0lZoBs4Pzo7R89JM9lxwoT'],2,0lZoBs4Pzo7R89JM9lxwoT,Duran Duran,2020
Holiday in Jamaica (feat. Ne-Yo & DING DONG),Shaggy,6pnOQSSeJxnvEWofUnaHSZ,0.63,0.701,-5.504,0,0.27,0.0653,0.0,0.0837,0.767,98.915,175759,4,9,0,,34,2020-11-20,38,82,7119617,3,"['5EvFsr3kj42KNv97ZEnqij', '351x2S7CduShTNvtzgkMl7', '21E3waRsmPlU7jZsS13rcj']",0,5EvFsr3kj42KNv97ZEnqij,Shaggy,2020
Yo No Soy Esa Mujer,Various Artists,19Wa2iVpKkxOKsXSzRdAln,0.6579999999999999,0.9390000000000001,-4.5169999999999995,0,0.0314,0.009940000000000001,0.0,0.19899999999999998,0.795,103.986,225813,4,10,0,,0,2020-11-20,0,70,1742073,1,['1d6dwipPrsFSJVmFTTdFSS'],1,1d6dwipPrsFSJVmFTTdFSS,Paulina Rubio,2020
Kiss Me,Various Artists,4aT1bPn9v9VFRL42vsGzzG,0.856,0.42100000000000004,-5.584,0,0.157,0.0737,0.0,0.049,0.728,140.006,247000,4,9,0,,0,2020-11-20,27,64,967354,1,['27FGXRNruFoOdf1vP8dqcH'],6,27FGXRNruFoOdf1vP8dqcH,Cassie,2020
Me & U - Roc & Soul Club Mix,Various Artists,6aXG4wfCCQe65e2lrgW1oy,0.7,0.972,-6.577000000000001,1,0.0336,0.13,0.272,0.0982,0.97,124.98200000000001,281520,4,11,0,,0,2020-11-20,27,64,967354,1,['27FGXRNruFoOdf1vP8dqcH'],11,27FGXRNruFoOdf1vP8dqcH,Cassie,2020
Ironic,Various Artists,0vswZkhj2w6BTwD591G2ZS,0.593,0.635,-5.731,1,0.0487,0.245,0.0,0.19399999999999998,0.299,113.863,228573,5,10,0,,0,2020-11-20,7,73,1762832,1,['6ogn9necmbUdCppmNnGOdi'],11,6ogn9necmbUdCppmNnGOdi,Alanis Morissette,2020
Human Behavior,Various Artists,4n1RY1qNPaEC5SvLlo0Vwd,0.6940000000000001,0.835,-8.197000000000001,1,0.0352,0.0441,0.0325,0.147,0.54,109.45299999999999,252106,4,13,0,,0,2020-11-20,0,66,1237349,1,['7w29UYBi0qsHi5RTcv3lmA'],2,7w29UYBi0qsHi5RTcv3lmA,Björk,2020
Es Tarde,Various Artists,5V2juzAz9GoU7IOC0KmKfb,0.787,0.785,-6.768,0,0.0737,0.14400000000000002,0.0,0.0596,0.7340000000000001,97.021,209613,4,10,0,,0,2020-11-20,0,79,3015210,1,['0UWZUmn7sybxMCqrw9tGa7'],6,0UWZUmn7sybxMCqrw9tGa7,Juanes,2020
Fallen Stars Flying - Original Song From Between The World And Me,Nas,54QtQs0l1wuRDkznEjkfMs,0.536,0.642,-11.485,0,0.42200000000000004,0.366,0.0,0.14400000000000002,0.251,88.095,181363,4,9,0,,41,2020-11-20,94,77,2126823,1,['20qISvAhX20dpIbOOzGK3q'],6,20qISvAhX20dpIbOOzGK3q,Nas,2020
clementine,Halsey,0JVDREkU2Bj7bbw4yGxuh1,0.535,0.43700000000000006,-7.659,0,0.17,0.885,0.0,0.106,0.474,143.267,234410,3,10,0,,33,2020-11-20,166,91,12740700,1,['26VFTg2z8YR0cCuwLzESi2'],3,26VFTg2z8YR0cCuwLzESi2,Halsey,2020
Love Like This,Various Artists,3ZxnopRVyuhuRoFJGfOo3Q,0.767,0.551,-7.327999999999999,1,0.0611,0.00364,0.0,0.0451,0.7959999999999999,100.90299999999999,275706,4,11,0,,0,2020-11-20,102,69,918578,1,['5NDMothbpdpq2xHqSjrrWn'],0,5NDMothbpdpq2xHqSjrrWn,Faith Evans,2020
Soon as I Get Home,Various Artists,2Yjv5A0Ot8ik49NysRgecs,0.652,0.498,-6.2,1,0.0413,0.519,0.0,0.149,0.336,120.141,324280,4,13,0,,0,2020-11-20,102,69,918578,1,['5NDMothbpdpq2xHqSjrrWn'],11,5NDMothbpdpq2xHqSjrrWn,Faith Evans,2020
Prisoner (feat. Dua Lipa),Miley Cyrus,5JqZ3oqF00jkT81foAFvqg,0.7809999999999999,0.67,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,169333,4,8,0,,81,2020-11-20,240,94,33988905,2,"['5YGY8feqx7naU7z4HrwZM6', '6M2wZ9GZgrQXHCFfjv46we']",3,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,2020
Dutty Love,Various Artists,6BspUxMZu4rxoO0G18Me2f,0.736,0.8809999999999999,-3.339,1,0.0887,0.23800000000000002,1.21e-05,0.11,0.9159999999999999,89.99799999999999,285333,4,13,0,,0,2020-11-20,4,85,9674389,2,"['33ScadVnbm2X8kkUqOkC6Z', '1GDbiv3spRmZ1XdM1jQbT7']",1,33ScadVnbm2X8kkUqOkC6Z,Don Omar,2020
Salió El Sol,Various Artists,6ET0Ics0l3q7OgplWXD2Tl,0.8859999999999999,0.708,-5.915,0,0.0911,0.107,0.0114,0.044000000000000004,0.965,109.976,317280,4,19,0,,0,2020-11-20,4,84,4659703,1,['33ScadVnbm2X8kkUqOkC6Z'],4,33ScadVnbm2X8kkUqOkC6Z,Don Omar,2020
"El Tango De Roxanne - From ""Moulin Rouge"" Soundtrack",Various Artists,5ga7YAK7tIf5TnxYEXX9N1,0.32299999999999995,0.474,-7.644,0,0.0461,0.524,0.0447,0.222,0.191,129.463,283933,4,13,0,,3,2020-11-20,0,70,229456,3,"['7K78lVZ8XzkjfRSI7570FF', '105Paee9vmV5rfLSG652e1', '1ovhUSI1EXp1WnBP9NHw35']",7,7K78lVZ8XzkjfRSI7570FF,José Feliciano,2020
Angels From The Realms of Glory,Various Artists,2Nr3tBaxXqpTBbeBSTu68n,0.523,0.322,-8.957,1,0.0285,0.535,0.0,0.132,0.3,126.00200000000001,240146,4,11,0,,1,2020-11-20,0,76,919396,1,['5MspMQqdVbdwP6ax3GXqum'],0,5MspMQqdVbdwP6ax3GXqum,Annie Lennox,2020
Hot Boy Bling (feat. Jack Harlow & Lil Durk),French Montana,3qTHxCUwefoOR0jiwCRcQN,0.971,0.624,-5.582999999999999,0,0.0525,0.0895,0.0,0.182,0.769,121.971,180892,4,8,0,,61,2020-11-20,118,88,6147565,3,"['6vXTefBL93Dj5IqAWq6OTv', '2LIk90788K0zvyj2JJVwkJ', '3hcs9uc56yIGFCSy9leWe7']",7,6vXTefBL93Dj5IqAWq6OTv,French Montana,2020
